title,authors,tags,series,series_index,comments,languages,library_name,#world,#subjects,#clasificacion,#info,#libreria,#confianza_ia,#motivo_ia,#serie_ia,#serie_ia_index
"The Little Liar","Mitch Albom","Subgenero · Belica/Guerra, Tono · Protagonista incriminado, Tono · Redencion, Tono · Traicion, Tono · Venganza","","1.0","Beloved bestselling author Mitch Albom returns with a powerful novel that moves from a coastal Greek city during the Holocaust, to America, where the intertwined lives of three survivors are forever changed by the perils of deception and the grace of redemption. Eleven-year-old Nico Krispis never told a lie. When the Nazi’s invade his home in Salonika, Greece, the trustworthy boy is discovered by a German officer, who offers him a chance to save his family. All Nico has to do is convince his fellow Jewish residents to board trains heading to “new homes” where they are promised jobs and safety. Unaware that this is all a cruel ruse, the innocent boy goes to the station platform every day and reassures the passengers that the journey is safe. But when the final train is at the station, Nico sees his family being loaded into a large boxcar crowded with other neighbors. Only after it is too late does Nico discover that he helped send the people he loved—and all the others—to their doom at Auschwitz. Nico never tells the truth again. In The Little Liar, his first novel set during the Holocaust, Mitch Albom interweaves the stories of Nico, his brother Sebastian, and their schoolmate Fanni, who miraculously survive the death camps and spend years searching for Nico, who has become a pathological liar, and the Nazi officer who radically changed their lives. As the decades pass, Albom reveals the consequences of what they said, did, and endured. A moving parable that explores honesty, survival, revenge and devotion, The Little Liar is Mitch Albom at his very best. Narrated by the voice of Truth itself, it is a timeless story about the harm we inflict with our deceits, and the power of love to ultimately redeem us.","eng","LFiccion","","","Tono · Trauma/Salud mental","","Ficción general","80","Novela histórica sobre el Holocausto, realista, sin romance central.","",""
"The Stranger in the Lifeboat","Mitch Albom","Dinamica · Familia encontrada, Subgenero · Policiaco/Detective, Subgenero · Supervivencia, Tono · Sacrificio heroico","","1.0","**What would happen if we called on God for help and God actually appeared? In Mitch Albom’s profound new novel of hope and faith, a group of shipwrecked passengers pull a strange man from the sea. He claims to be “the Lord.” And he says he can only save them if they all believe in him.** Adrift in a raft after a deadly ship explosion, nine people struggle for survival at sea. Three days pass. Short on water, food and hope, they spot a man floating in the waves. They pull him in.  “Thank the Lord we found you,” a passenger says.  “I am the Lord,” the man whispers.  So begins Mitch Albom’s most beguiling and inspiring novel yet.  Albom has written of heaven in the celebrated number one bestsellers *The Five People You Meet in Heaven* and *The First Phone Call from Heaven*. Now, for the first time in his fiction, he ponders what we would do if, after crying out for divine help, God actually appeared before us? What might the Lord look, sound and act like?  In *The Stranger in the Lifeboat,* Albom keeps us guessing until the Is this strange and quiet man really who he claims to be? What actually happened to cause the explosion? Are the survivors already in heaven, or are they in hell?  The story is narrated by Benji, one of the passengers, who recounts the events in a notebook that is later discovered—a year later—when the empty life raft washes up on the island of Montserrat.  It falls to the island’s chief inspector, Jarty LeFleur, a man battling his own demons, to solve the mystery of what really happened.  A fast-paced, compelling novel that makes you ponder your deepest beliefs, *The Stranger in the Lifeboat* suggests that answers to our prayers may be found where we least expect them.","eng","LFiccion","","","Tono · Angst/Drama emocional","","Ficción general","70","Ficción literaria con elemento espiritual (hombre que dice ser Dios).","",""
"Un día más","Mitch Albom","Genero · Ficcion literaria, Genero · Romance contemporaneo, Genero · Romance inspiracional, Temas.Muerte Falsa, Tono · Angst/Drama emocional, Tono · Familia disfuncional, Tono · Redencion","","1.0","Tras la ruptura de su matrimonio y el fracaso en su vida profesional, Chick es un hombre roto. Lejos han quedado sus días de gloria como jugador de béisbol y su feliz matrimonio. Hundido en el alcoholismo, Chick toca fondo al recibir las fotos de la boda de su hija, a la que ni siquiera ha sido invitado. Cuando ya está decidido a suicidarse, sufre un gravísimo accidente de coche que lo coloca al borde de la muerte. Ahí, en la frontera entre la vida y el más allá, es donde se reencontrará con su madre fallecida hace ya años. Juntos pasan un día, viajarán al pasado y Chick conocerá la verdadera historia de su familia y los muchos sacrificios que su madre tuvo que hacer para sacar adelante a sus hijos. Por fin, Chick tiene la oportunidad de comprender muchas cosas de su vida.
","spa","LFiccion","","","Tono · Angst/Drama emocional","","Ficción general","70","Ficción literaria con reencuentro sobrenatural, pero no romance central.","",""
"The Rocketeer's Daughter","Clinton Aldrich","Dinamica · Desequilibrio de poder, Subgenero · Belica/Guerra, Tono · Familia disfuncional, Tono · Protagonista incriminado, Tono · Traicion","","1.0","Sixteen-year-old Marga Toth attends school, takes violin lessons, and belongs to the League of German Girls at Peenemünde on the Baltic Sea, where Nazi Germany secretly develops their infamous V2 rocket.   Marga also has a gift—one capable of disrupting the world's balance of power and one the Nazis and Allies will kill for—forcing her into a dangerous game of survival.    From Peenemünde's thundering launch pads, to Berlin's parlors, and London's war offices, The Rocketeer's Daughter captures the intrigue and danger of its time in a riveting tale where family, friendship, young love, and world domination collide.","eng","LFiccion","","","Subgenero · Belica/Guerra, Subgenero · Espionaje/Espias","","Misterio·Thriller·Terror","70","Thriller de espionaje histórico con una chica con un don (no explícitamente mágico).","",""
"Un Tal Cangrejo","Guillermo Aguirre","Genero · Ficcion historica, Genero · Ficcion realista, Tono · Angst/Drama emocional, Tono · Familia disfuncional, Tono · Maldicion/Transformacion, Tono · Morally grey/Antiheroe, Tono · Traicion","","1.0","La culpa de todo la tiene el perro, o al menos eso cree Cangrejo a sus doce años, porque es sacándolo a pasear como conoce a Jotacé y su secuaz Tarado, dos chavales libres, insolentes y violentos que personifican un universo del que Cangrejo quiere formar parte y que su familia de clase media le ha el mundo de la calle, con sus broncas y sus mitos. Inmerso en una adolescencia prematura marcada por la necesidad de liderazgo y por la creencia de que es legítimo tomar por la fuerza lo que uno ansía, muy pronto Cangrejo se ve arrastrado lejos de las aulas, expuesto a su suerte en una ciudad gobernada por muchachos y plagada de motos, trapicheos y trifulcas, sobre la que proyecta también su mitología gladiadores en anfiteatros romanos, caballeros y princesas en castillos medievales, espías y mafiosos de leyenda. Cangrejo crece así entre el mundo real y el imaginario, aprendiendo los códigos de la lealtad y el lenguaje de la traición, y en su tránsito al territorio de los adultos no tarda en comprender que estos son aún menos fiables que los propios adolescentes. Un tal Cangrejo narra, al modo de una novela picaresca, el discurrir de una adolescencia en el Bilbao de finales de los noventa, mostrando los aspectos más crudos de una masculinidad brutal que no es sino reflejo de una sociedad machista movida por la violencia, el sexo y el dinero. Una novela de aprendizaje que huye de convencionalismos, dolorosamente divertida y tensa y dura como un martillazo, en la que Guillermo Aguirre retrata con lírica desguazada y épica de ametralladora una educación sentimental en la ley de la calle. «Con los ingredientes de la novela de formación clásica y una prosa volcánica y furiosa, Guillermo Aguirre nos arrastra a través de las calles de un Bilbao mítico para narrar una historia de violencia y de el fracaso de toda una generación. Una de las mejores novelas españolas que he leído en los últimos años». Juan Gómez Bárcena.","spa","LFiccion","","","Tono · Morally grey/Antiheroe, Tono · Angst/Drama emocional, Arquetipo · Realeza","","Ficción general","90","Novela picaresca de adolescencia en Bilbao, realista.","",""
"El anatomista","Federico Andahazi","Dinamica · Desequilibrio de poder, Dinamica · Prohibido, Genero · Romance historico, Tono · Gotico, Tono · Narrador poco fiable, Tono · Picante/Erotico","","1.0","El héroe de esta novela es Mateo Colón, un anatomista del Renacimiento que al enamorarse de una prostituta veneciana, Mona Sofía, emprende la búsqueda de algún tipo de pócima que le permita conseguir su amor. El anatomista da comienzo así, nada más ni nada menos, a la ardua exploración de la misteriosa naturaleza de las mujeres. Es nuestro héroe un hombre avanzado a su tiempo, y en su audacia decide experimentar con prostitutas y, algo totalmente prohibido en la época, con la disección de cadáveres. Lo que descubre Mateo Colón en pleno siglo XVI es, tal como lo fuera América para su homónimo, una “dulce tierra hallada”: el Amor Veneris, equivalente anatómico del kleitoris, hasta entonces desconocido en Occidente. Pero al intentar hacerlo público, Colón debe hacer frente al despiadado poder de la Inquisición, lo cual le supone verse envuelto en un proceso vertiginoso. Federico Andahazi ha construido una novela apasionante y ha recreado la época renacentista no sólo en sus costumbres sino en su sistema de pensamiento. El autor le imprime un ritmo sostenido al relato así como al impecable manejo de la intriga —sin soslayar el humor y la ironía— que convierten a El anatomista, y a su autor, en una impactante revelación.","spa","LFiccion","","","Tono · Picante/Erotico, Dinamica · Amor a primera vista","","Romance histórico","80","Romance histórico renacentista con búsqueda del amor.","",""
"El Libro De Los Placeres Prohibidos","Federico Andahazi","Dinamica · Desequilibrio de poder, Genero · Misterio/Thriller, Genero · Romance historico, Tono · Gotico, Tono · Morally grey/Antiheroe, Tono · Picante/Erotico","","1.0","En el Monasterio de las Adoratrices de la Sagrada Canasta, un extravagante y lujurioso burdel a las orillas del Rhin, el habitual regocijo ha dejado lugar a un silencio compacto. Zelda, una de las más antiguas y requeridas de las místicas consagradas a la práctica de “los placeres prohibidos”, ha sido desollada viva y el terror se ha apoderado de todas sus compañeras. Será uno en una serie de cruentos y misteriosos asesinatos. ¿Cuál es la relación de Johannes Gutenberg con estos crímenes? Recluido en una lóbrega abadía en las afueras de Estrasburgo, Gutenberg experimenta con una máquina y una técnica para reproducir libros. Cuando por fin consigue imprimir los primeros ejemplares, lejos de encontrarse con la gloria, es arrestado por comerciar libros apócrifos y acusado de ser el falsificador y estafador más audaz que recuerde el Sacro Imperio Romano Germánico. Federico Andahazi ha escrito una novela de extraordinaria profundidad con los recursos de la intriga y el suspenso de los mejores thrillers. La impecable reconstrucción de los escenarios medievales transporta al lector a las diferentes ciudades europeas del siglo XV. El fabuloso avatar de la creación de un invento como la imprenta, bisagra fundamental en la historia de la humanidad, a través de un personaje complejísimo y fascinante como Gutenberg, deriva en el proceso judicial que interpela la naturaleza misma del libro. Las explícitas enseñanzas de “la gran puta”, madre superiora de la congregación, son de un erotismo poco habitual y transforman los secretos del éxtasis en un proyecto místico, sagrado, consagratorio. De manera magnífica, la resolución de los asesinatos que alteran la vida del sagrado burdel y de la ciudad termina uniendo todas las historias y conduce hacia el libro buscado por todos: el Libro de los placeres prohibidos.","spa","LFiccion","","","Subgenero · Policiaco/Detective, Ambientacion · Victoriano","","Misterio·Thriller·Terror","90","Thriller histórico sobre asesinatos y Gutenberg.","",""
"Los Amantes Bajo El Danubio","Federico Andahazi","Dinamica · Prohibido, Dinamica · Proximidad forzada, Dinamica · Triangulo amoroso, Genero · Ficcion realista, Genero · Romance historico, Subgenero · Belica/Guerra, Tono · Angst/Drama emocional, Tono · Morally grey/Antiheroe, Tono · Picante/Erotico","","1.0","Budapest, 1944. Hanna y Bora se reencuentran muchos años después de su doloroso divorcio. Jamás imaginaron que volverían a convivir en circunstancias tan extremas. Los nazis han ocupado la ciudad y cazan judíos. Bora, un aristocrático pintor y diplomático, refugia en el sótano de su casa a su ex mujer y a su actual marido, los dos judíos. Andris es el hombre con quien Hanna lo engañó. La trama se desarrolla en dos planos: el del subsuelo y el de la casa, donde Bora vive con Marga, su segunda esposa. Ambos mundos entrarán en un conflicto silencioso que modificará dramáticamente la vida de los personajes. Mientras Bora recibe la visita diaria de un oficial nazi que quiere ser retratado por el eximio artista, los cautivos encontrarán la salvación en el placer. El sexo será el vínculo más puro con la vida frente al acecho de la muerte.Los amantes bajo el Danubio es una apasionante y conmovedora historia de amor que atraviesa el tiempo de la guerra y el de la paz. Una magnífica novela que atrapa de principio a fin con una trama profunda, sutil y sorprendente.","spa","LFiccion","","","Tono · Angst/Drama emocional, Subgenero · Belica/Guerra","","Romance histórico","90","Romance histórico en Budapest durante la guerra.","",""
"Errante en La Sombra","Federico Andahazi","Genero · Romance historico, Tono · Angst/Drama emocional, Tono · Morally grey/Antiheroe, Tono · Narrador poco fiable","","1.0","**Una novela policial en clave la voz de Carlos Gardel, otra a su sombra y un asesinato al compás del dos por cuatro.** Juan Molina nació para cantar tango. Su voz, para algunos superior a la de Carlos Gardel, lo acerca a la gloria y también lo condena. Leal al Zorzal criollo, rehúsa disputar su lugar y elige callar, quedarse a la sombra del gran cantor, aunque esa renuncia lo arrastre a un destino oscuro. La fidelidad que lo define se convertirá en la marca de su tragedia.  Su historia puede contarse en un día y una noche, o en el nombre de una Ivonne. Obligada por una sórdida organización a vender un amor ficticio en un hotel lujoso, irrumpe en la vida de Molina y precipita lo inevitable. Entre ella, Gardel y Molina se forma un triángulo de deseo, devoción y traición. Y tras la revelación de una verdad insoportable, el asesinato se vuelve el único desenlace posible, marcando cada paso y sellando el rumbo de los personajes como una sentencia inapelable.  ***Errante en la sombra* ** avanza con la tensión de un policial y la cadencia de una canción sombría. **Federico Andahazi** construye un melodrama donde escenas que parecen salidas de una comedia musical dejan entrever, bajo la niebla de Buenos Aires, la violencia y la fatalidad que acechan. Una novela de amor y crimen, de mito y obsesión, que se despliega entre la leyenda y la calle, y que respira en compás de dos por cuatro, como una melodía escrita con sangre.","spa","LFiccion","","","Subgenero · Policiaco/Detective, Tono · Angst/Drama emocional","","Misterio·Thriller·Terror","90","Thriller histórico sobre tango y asesinato.","",""
"El Oficio De Los Santos","Federico Andahazi","Bélico, Genero · Ficcion realista, Genero · Humor, Genero · Romance historico, Tono · Angst/Drama emocional, Tono · Familia disfuncional, Tono · Morally grey/Antiheroe, Tono · Traicion","","1.0","Hasta ahora el gran público sólo conocía a Federico Andahazi a través de sus novelas y ensayos. Este libro revela el talento del cuentista. El escenario es Quinta del Medio, un pueblo cuya ubicación y fronteras son tan inciertas como los extraños límites que separan la ficción de la Historia. Desde los enfrentamientos entre unitarios y federales hasta la Guerra de Malvinas, el trasfondo bélico deja lugar a épicas mínimas como la aventura que protagonizan “la Gringa” y un joven soldado que debe cumplir con la orden de matarla; o la del soldado Rattaghan, que decide ir a combatir a las Islas Malvinas para librar su propia y secreta guerra. Por momentos la tragedia deja lugar a un humor ácido e irónico como el del enfrentamiento absurdo entre la ciencia —el doctor Perrier— y la religión —el cura del pueblo—, cuando una posesión demoníaca se abate sobre Quinta del Medio. En una profunda reflexión sobre el Bien y el Mal, conspiradores y asesinos a sueldo como Natán Negroponte, el sicario de las sombras, se mezclan con pequeños héroes que, a su pesar, se convierten en cómplices del horror. En cada una de estas fascinantes historias se encuentra la esencia de toda la obra de Federico Andahazi; como un arcón que se abre por primera vez, El oficio de los Santos nos deslumbra con las fórmulas secretas, los recursos y las estrategias narrativas que recorren la magnífica y original literatura del autor. El tono cáustico —a veces brutal—, el ritmo ágil y ligero, la descarnada precisión de los hechos que se narran nos deslumbran por su absoluta naturalidad. Los relatos de El oficio de los Santos fueron escritos en los años previos al rotundo éxito de El anatomista, y la mayoría de ellos fue premiada por prestigiosos jurados en diversos concursos. Era hora de que llegaran al gran público.","spa","LFiccion","","","Tono · Gotico","","Ficción general","70","Colección de relatos variados.","",""
"El Conquistador","Federico Andahazi","Dinamica · Pez fuera del agua, Genero · Romance historico, Subgenero · Aventura/Quest, Tono · Morally grey/Antiheroe","","1.0","¿Cómo sería el mundo si la historia no hubiera sido como creemos que fue? Guiado por las profecías del calendario azteca, Quetza, un joven brillante criado por un sabio en el antiguo México, se lanza a la aventura. Adelantándose a los grandes viajeros, es el primer hombre que logra unir ambos continentes, descubriendo un nuevo mundo: Europa.   Quetza nos cuenta la barbarie que ve en esas tierras: la adoración a un hombre brutalmente clavado a una cruz, personas quemadas en hogueras ante multitudes que festejan como salvajes y ambiciones desmedidas de riquezas y poder. El viaje una verdadera odisea, nos llevará por España y gran parte de Europa, Medio Oriente y Asia, convirtiendo la novela en una aventura extraordinaria.   Quetza, al ver la avidez de esos gobernantes, no puede sustraerse a un vaticinio: ellos cruzarán pronto el océano, impulsados por el afán de extender sus dominios. Concibe entonces un plan para evitar la conquista y el exterminio de su pueblo. Las profecías de Quetza, el descubridor de Europa todavía están vigentes. Aquella guerra, que muchos creen perteneciente al pasado, aún no ha concluido.   Federico Andahazi nos vuelve a sorprender con una historia audaz, una crónica apasionada de los tiempos en que el mundo tuvo la oportunidad de ser otro. El conquistador es un libro deslumbrante, que nos habla de los grandes descubrimientos –geográficos, amorosos y existenciales- que será leída como una maravillosa novela de aventuras.","spa","LFiccion","","","Tono · Morally grey/Antiheroe","","Ficción general","70","Narrativa especulativa histórica.","",""
"Las Piadosas","Federico Andahazi","Dinamica · Obsesion/Stalker, Genero · Misterio/Thriller, Genero · Romance historico, Temas.Pacto con el Diablo, Tono · Gotico, Tono · Narrador poco fiable, Tono · Picante/Erotico","","1.0","El verano de 1816 en Villa Diodati parece promisorio. Los personajes no pueden ser más ilustres: Lord Byron, Percy y Mary Shelley, Claire Clairmont y el Dr. Polidori, secretario privado de Byron. Polidori es quien resulta clave para Las Piadosas. ¿Por qué? Alguien se ha fijado en él para confiarle un terrible secreto. El enigma quedará revelado por la prosa envolvente y seductora de Federico Andahazi, el autor de El Anatomista. Andahazi descubre regiones insospechadas, turbadoras de la sexualidad y construye la intriga de una verdadera novela gótica moderna en torno a personajes y situaciones que difícilmente se olvidarán.
","spa","LFiccion","","","Tono · Gotico","","Misterio·Thriller·Terror","70","Novela gótica histórica con misterio.","",""
"Secreto De Hermanas","Belinda Alexandra","Dinamica · Hermanos rivales, Dinamica · Pez fuera del agua, Genero · Misterio/Thriller, Genero · Romance historico, Genero · Saga familiar, Tono · Familia disfuncional, Tono · Maldicion/Transformacion","","1.0","Los lazos entre hermanas son tan fuertes que lo que les sucede puede correr el riesgo de repetirse generación tras generación.  ¿Qué hacer si lo que les pasa a tus hijas te recuerda a tu propia historia y a la de tu hermana?  ¿Y si esa historia está rodeada de misterio, muerte y un amor imposible?  Adéla y Klára tendrán que enfrentarse a su pasado para poder sobrevivir.","spa","LFiccion","","","","","Ficción general","70","Novela familiar con misterio y amor, sin elementos de género claros.","",""
"Melodía en la Toscana","Belinda Alexandra","Genero · Ficcion historica, Genero · Romance, Genero · Romance historico, Genero · Saga familiar, Subgenero · Belica/Guerra, Tono · Amnesia, Tono · Familia disfuncional","","1.0","*1914\. Florencia.* Un misterioso hombre apodado *el Lobo* abandona a una recién nacida a las puertas de un convento de clausura. Una llave de plata oculta entre los paños que la envuelven es la única pista sobre su identidad… 
Quince años después, la pequeña huérfana, Rosa Bellocchi, se ha convertido en una bella muchacha con un don especial para la música y una sensibilidad inaudita hacia todo lo que la rodea. Su falta de vocación para tomar los hábitos y su espíritu curioso la conducirán hasta la villa Scarfiotti como institutriz de Clementina, la hija del marqués de Scafiotti y su inquietante esposa, una mujer fría y calculadora que esconde un oscuro secreto. Rosa, intrigada por un misterio que parece envolver a toda la casa y sus habitantes, hará lo posible para descubrir la verdad a pesar de las consecuencias…
","spa","LFiccion","","","Tono · Angst/Drama emocional","","Misterio·Thriller·Terror","70","Misterio histórico en la Toscana, con secretos familiares y una llave como pista.","",""
"The French Agent","Belinda Alexandra","Subgenero · Espionaje/Espias, Tono · Familia disfuncional, Tono · Protagonista incriminado, Tono · Traicion","","1.0","*A world in chaos. Two very different women. And the mystery of the man who may connect them.* The stunning new novel from beloved Australian storyteller Belinda Alexandra.  **Paris 1946:** Sabine Brouillette is a war crimes investigator with the French secret service. She lost her family, including her young son, when her Resistance circuit was betrayed near the end of the war. New evidence comes to light that the traitor was a British double agent who went by the codename 'the Black Fox'. Now her quest for revenge has a single find the Black Fox and kill him.  **Sydney 1946:** Landscape designer Diana White has been waiting six years for her husband, Casper, to return from the war in Europe. Her son, Freddy, was only a baby when his British-born father joined the RAF. But Casper is a changed man when he returns from the convalescent hospital in England where he has spent the past year under mysterious circumstances. No longer the easygoing personality Diana fell in love with, he is now darker and more secretive.  Soon Sabine and Diana find themselves on a collision course - one seeking vengeance, the other willing to go to any lengths to protect her family.  **Praise for *The French Agent* :** 'Right from the first chapter you know you are in the hands of a **wonderful storyteller**. Great characters, a gripping plot and a twist I didn't see coming.' Mary-Lou Stephens, author of *The Last of the Apple Blossom* 'Tightly plotted and packed with plenty of twists and turns, *The French Agent* is an unputdownable story of secrets, espionage, family and revenge, brought to life by Alexandra's meticulous research and lovely prose. This is **historical fiction at its very best**.' Better Reading  **Praise for Belinda** 'Belinda Alexandra is **a master** at keeping the pages turning' Herald Sun  '[ *The Mystery Woman* ] leaves you **on the edge of your seat** ' Tania Blanchard","eng","LFiccion","","","Subgenero · Espionaje/Espias, Tono · Angst/Drama emocional","","Misterio·Thriller·Terror","90","Thriller de espionaje histórico.","",""
"La Lavanda Silvestre Que Iluminó París","Belinda Alexandra","Dinamica · Pez fuera del agua, Genero · Ficcion historica, Genero · Romance historico, Subgenero · Aventura/Quest, Tono · Familia disfuncional","","1.0","En la bella Provenza, la joven Simone Fleurier, de catorce años, vive arropada por el amor incondicional de su familia, dueña de una plantación de lavandas que atraviesa graves problemas económicos. Cuando por fin las cosas parecen mejorar, su padre fallece en un fatídico accidente de tráfico. Su familia, destrozada y sin recursos, se ve obligada a enviar a Simone a un vieja casa de huéspedes en Marsella dirigida por su tía, una cruel mujer que la obligará a trabajar como criada en unas pésimas condiciones.Sola, sin el amor de los suyos y perdida cualquier esperanza, Simone cae en una vida triste y miserable. Pero su suerte cambiará cuando trabe amistad con Camile Casal, una hermosa, fría y calculadora joven dedicada al teatro de variedades que le descubrirá el mundo del espectáculo. Poco a poco, florecerá en el corazón de Simone un sueño que la motivará a seguir adelante: convertirse en la más extraordinaria bailarina y cantante de toda Francia.","spa","LFiccion","","","","","Ficción general","80","Novela histórica sobre la vida de una artista, sin romance central ni fantasía.","",""
"La gardenia blanca de Shanghái","Belinda Alexandra","Arquetipo · Heroe reticente, Dinamica · Pez fuera del agua, Genero · Ficcion historica, Genero · Romance historico, Tono · Maldicion/Transformacion","","1.0","En la pequeña ciudad china de Harbin, Anya Kozlova, una niña de trece años, vive rodeada del amor de sus padres, unos inmigrantes rusos que huyeron de su país tras la revolución bolchevique. Sin embargo, pocos meses antes del final de la segunda guerra mundial, su padre fallece en un trágico accidente y su madre, Alina, es deportada por las autoridades chinas a un campo de trabajo en Siberia. Sola, desesperada y sin ningún otro familiar al que recurrir, Anya se verá obligada a emigrar primero a Shanghái una glamurosa ciudad en la que trabajará en la sala de fiestas más famosa del momento para luego marcharse a la isla filipina de Tubabao, donde se encontrará con otros refugiados rusos, y, desde allí, preparar su posterior partida a la Australia de los años cincuenta, un país aún virgen y salvaje donde, tras muchos esfuerzos, logrará el éxito y reconocimiento personal. Testigo de una época dura, apasionante y decisiva en Europa y en el mundo, recorreremos con Anya continentes, países, paisajes y culturas, la veremos enamorarse, casarse y perderlo todo y asistiremos, también, a su lucha por responder a la única pregunta que da sentido a su vida, ¿qué le ocurrió a su madre?","spa","LFiccion","","","Subgenero · Belica/Guerra","","Ficción general","80","Saga familiar histórica sin elementos sobrenaturales.","",""
"The Mystery Woman","Belinda Alexandra","Genero · Ficcion historica, Subgenero · Cozy mystery, Tono · Giro final, Tono · Narrador poco fiable, Tono · Protagonista incriminado","","1.0","*In a small town, everyone is watching ...* Secrets, scandal and betrayal in 1950s small town Australia: the stunning new novel from bestseller Belinda Alexandra *She had thought Shipwreck Bay was simply a remote town where people were bored senseless with their little lives. Now she saw its virtuous facade hid something darker, more sinister.* Rebecca Wood takes the role as postmistress in a sleepy seaside town, desperate for anonymity after a scandal in Sydney. But she is confronted almost at once by a disturbing discovery - her predecessor committed suicide.  To add to her worries, her hopes for a quiet life are soon threatened by the attentions of the dashing local doctor, the unsettling presence of a violent whaling captain and a corrupt shire secretary, as well as the watchful eyes of the town's gossips. Yet in spite of herself she is drawn to the enigmatic resident of the house on the clifftop, rumoured to have been a Nazi spy.  Against the backdrop of the turbulent sea, Rebecca is soon caught up in the dangerous mysteries that lie behind Shipwreck Bay's respectable net curtains.  ' **This intriguing mystery** with its gothic undertones, its salute to Du Maurier's *Rebecca* , and its melange of colourful characters **will have readers racing through the pages** , trying to piece together the puzzles that have long haunted Shipwreck Bay. They'll also be cheering for main character Rebecca as she struggles against the societal norms of 1950s Australia, fighting to be true to her unconventional self, and to forgive herself - and to perhaps even find happiness.' Natasha Lester, bestselling author of *The Paris Secret* Praise for Belinda Alexandra:  'Reading her novels is **like going on holiday** for a long time. You don't want to come back.' *West Australian* 'Unforgettable ... intrigue, passion, betrayal - all the ingredients for **a must-read novel**. And that is this author's specialty.' *Woman's Day* on *Southern Ruby* 'A **wildly entertaining and absorbing** read that leaves you with a lot to think about.' Better Reading on *The Invitation*","eng","LFiccion","","","Ambientacion · Small town, Tono · Gotico","","Misterio·Thriller·Terror","90","Misterio gótico en pueblo costero.","",""
"Bajo Los Cielos De Zafiro","Belinda Alexandra","Arquetipo · Heroe reticente, Genero · Ficcion historica, Genero · Romance, Genero · Romance historico, Genero · Saga familiar, Subgenero · Policiaco/Detective, Tono · Giro final","","1.0","En 1942, después de la invasión alemana a la unión soviética, se formó un escuadrón compuesto exclusivamente por mujeres rusas. Muchas eran menores de 20 años. Comandadas por la aviadora Marina Raskova, y bautizadas como las Nachthexen (Las brujas de la noche), se convirtieron en uno de los escuadrones más temidos por el ejército alemán durante la II Guerra Mundial.   Los restos de un avión de combate de la Segunda Guerra Mundial aparecen en un bosque en el año 2000 cerca de la frontera entre Ucrania y Rusia. El avión pertenecía a Natalya Azarova, experta piloto y pin-up de la propaganda soviética. Pero la duda sobre su verdadera identidad y su actual paradero sigue sin respuesta. ¿Era realmente la joven una espía alemana que fingió su propia muerte, como afirma el Kremlin? Su amante, Valentin Orlov, ahora un general condecorado, se niega a creerlo.   Lily, una joven australiana, fascinada como está por la historia de Natalya Azarova, se traslada a Moscú en 2001. Allí conocerá a una anciana que le desvelará la verdadera historia de Natalya.","spa","LFiccion","","","Tono · Angst/Drama emocional, Subgenero · Belica/Guerra","","Misterio·Thriller·Terror","70","Misterio histórico sobre piloto desaparecida, con doble línea temporal.","",""
"El Paisaje De Los Sueños De Oro","Belinda Alexandra","Genero · Romance, Genero · Romance historico, Genero · Saga familiar, Subgenero · Aventura/Quest, Tono · Maldicion/Transformacion","","1.0","Una poderosa saga familiar entre dos grandes ciudades. La historia de dos mujeres que quisieron cumplir sus sueños. Paloma Batton es nieta de refugiados españoles que huyeron de Barcelona después de la Guerra Civil. También es una estudiante que sueña con convertirse en la mejor bailarina del «Ballet» de la Ópera de París. Para ello, no dejará que nada se interponga en su camino, hasta que un día recibe la visita de un ser de otro mundo, de un fantasma que le resulta familiar y que le deja un par de aretes de oro. Ante un hecho de estas sobrenaturales características, Paloma siente que el gesto es una señal y que le han otorgado una misión. Así pues, Paloma comienza a explorar su propia herencia española, encontrando una conexión entre la visita fantasmagórica y una mujer llamada «La Rusa», que salió de la pobreza para convertirse en una de las grandes bailaoras de flamenco de todos los tiempos.
","spa","LFiccion","","","Tono · Cozy/Ligero","","Ficción general","60","Ficción con un toque fantasmal, pero centrada en la herencia familiar y el flamenco.","",""
"Where to Find Me","Alba Arikha","Genero · Misterio/Thriller, Subgenero · Belica/Guerra, Tono · Amnesia, Tono · Familia disfuncional, Tono · Maldicion/Transformacion, Tono · Redencion, Tono · Traicion","","1.0","A gripping and poignant tale of chance encounters, tangled lies and painful discoveries, Where to Find Me is an inspiring account of how to face and overcome the effects of loss and tragedy in our daily lives. Hannah Karalis, a teenager living with her family in 1980s Notting Hill, becomes fascinated by her neighbour, Flora Dobbs, an enigmatic elderly woman who has clearly had an interesting past - but the improbable friendship that the two strike up is abruptly cut short by Flora's sudden departure from the neighbourhood. Eighteen years later, Hannah is astonished to receive a black notebook, which sets her on a quest to discover the truth and to confront the ghosts of an unresolved past. A gripping and poignant tale of chance encounters, tangled lies and painful discoveries, Where to Find Me is an inspiring account of how to face and overcome the effects of loss and tragedy in our daily lives.","eng","LFiccion","","","","","Ficción general","90","Novela literaria sobre amistad, secretos y búsqueda de la verdad; sin romance central ni elementos de género.","",""
