title,authors,comments,tags,languages,series,series_index,#info,#world,#clasificacion,#subjects,#libreria,#confianza_ia,#motivo_ia,#serie_ia,#serie_ia_index
"Ódiame de día, ámame de noche","Nieves Hidalgo","**En esta segunda entrega de la trilogía «Un romance en Londres», Nicole intenta salvar el abismo que le separa del hombre que despierta su pasión y convertir el odio en amor.**
Jason Rowland, vizconde de Wickford, se casa enamorado de Cassandra sin importarle sus orígenes. Sin embargo, ella solo busca su título y su posición. Caprichosa y déspota, convierte su vida en un infierno. 
Cassandra ha cometido un desliz por el que puede perder cuanto tiene, por eso busca la ayuda de quien nunca le ha fallado: su hermana gemela, Nicole. Pero un accidente hará que la vida de ambas dé un giro inesperado. 
Cuando Nicole despierta no recuerda nada, ni siquiera su nombre. Solo sabe que, según le dicen, está casada con un noble; un hombre que la atrae desde el primer momento, pero que no disimula su desprecio hacia ella. Mil imágenes que no comprende la atormentan, presiente que existe un secreto que debe desvelar, aunque signifique su perdición, e intenta mantener las distancias con un esposo al que no reconoce. Pero el amor hacia Jason es más fuerte que ella. Y si del amor al odio hay un paso corto, hará lo imposible para recorrer el camino inverso que, de entrada, parece insalvable.
","Ambientacion · Regencia, Dinamica · Enemigos a amantes, Dinamica · Segunda oportunidad, Genero · Ficcion historica, Genero · Misterio/Thriller, Genero · Romance, Genero · Romance historico, Subgenero · Policiaco/Detective","spa","Un romance en Londres","2.0","","","Dinamica · Matrimonio fingido/conveniencia, Dinamica · Enemigos a amantes","","Romance histórico","95","Regencia, gemelas, suplantación y odio a amor.","Un romance en Londres","1.0"
"Días de ira, noches de pasión","Nieves Hidalgo","Él quiere desenmascarar a la que creía una timadora. Ella se resiste a contarle su secreto.
¿Qué camino tomar cuando la pasión se interpone? ¿Se puede traicionar al corazón?
 
Sabrina Klever nunca pensó que, cuando todo le había dado la espalda, el conde de Lancashire la salvaría. Tampoco imaginó que casi seis años después se encontraría, cara a cara, con el último hombre al que hubiera deseado volver a ver: el barón de Sheringham, que acaba de regresar de la guerra contra Napoleón.
El barón de Sheringham ha regresado con el único deseo de olvidar los horrores de la guerra. Lo único que le ha mantenido cuerdo ha sido evocar unos ojos violeta que lo atan a un pasado feliz, antes de conocer la furia de un tiempo de sangre y muerte.
Sin embargo, cuando encuentra a Sabrina viviendo en casa de su abuelo y a pesar de la profunda atracción que siente por ella, no está dispuesto a que manejen sus sentimientos. Su misión es otra: desenmascarar a la mujer que pretende quedarse con parte de su patrimonio. Aunque para ello tenga que renunciar a la pasión.
","Ambientacion · Regencia, Dinamica · Enemigos a amantes, Dinamica · Segunda oportunidad, Genero · Ficcion historica, Genero · Misterio/Thriller, Genero · Romance, Genero · Romance historico, Subgenero · Policiaco/Detective","spa","Un romance en Londres","3.0","","","Dinamica · Segunda oportunidad, Dinamica · Grumpy/Sunshine","","Romance histórico","95","Romance en Regencia inglesa, segundas oportunidades, tono grumpy/sunshine.","Un romance en Londres","1.0"
"Lili, la intrépida hija del duque","Nieves Hidalgo","1818\. Una mujer no debe ejercer ciertas actividades, sobre todo si pertenece a la burguesía y es hija de un duque. Pero Liliana Chambers no está de acuerdo ni con las estrictas normas sociales que constriñen a la mujer, ni con el modo de actuar de un Gobierno que no tiene en cuenta a los desfavorecidos de la sociedad. Y se rebela emitiendo octavillas de carácter subversivo que ponen al regente, a los pares y a todo Londres en estado de alarma.
Desconocedor de sus actividades, pero sabiendo que visita las zonas peligrosas de la ciudad para ayudar a los necesitados, el duque de Hatfield pide al vizconde de Weymouth, un buen amigo de la familia, que haga de guardaespaldas de su hija.
A Liliana le incomoda estar vigilada.
","Ambientacion · Regencia, Dinamica · Enemigos a amantes, Dinamica · Segunda oportunidad, Genero · Ficcion historica, Genero · Misterio/Thriller, Genero · Romance, Genero · Romance historico, Subgenero · Policiaco/Detective","spa","Un romance en Londres","4.0","","","Dinamica · Proximidad forzada, Arquetipo · Guardaespaldas","","Romance histórico","95","Regencia, hija de duque rebelde, guardaespaldas, proximidad forzada.","",""
"Alex, la indómita sobrina del conde","Nieves Hidalgo","A veces el amor está reñido con el orgullo
 
Alexandra Tanner ha compartido desde pequeña el amor de sus padres por la egiptología. Sin embargo, no olvida la ciudad en la que nació, Londres, a la que regresaría con renovado entusiasmo tras cada expedición… si en ella no viviese Daniel Bridge; un hombre del que está enamorada desde que era adolescente, pero que la ha rechazado dos veces.
Decide no volver a humillarse, no demostrarle nunca más que lo ama, hacer como que no existe. Pero el inesperado robo de una obra de arte en el Museo Británico les obliga a colaborar, a seguir las pocas pistas que tienen y a arriesgar incluso la vida.
Daniel, a pesar de querer alejarse de Alex porque no se siente digno de ella, acabará por darse cuenta de que no puede luchar contra lo que siente por esa díscola, intrigante y perturbadora muchacha que le quita el sueño.
","Ambientacion · Regencia, Dinamica · Enemigos a amantes, Dinamica · Segunda oportunidad, Genero · Ficcion historica, Genero · Misterio/Thriller, Genero · Romance, Genero · Romance historico, Subgenero · Policiaco/Detective","spa","Un romance en Londres","5.0","","","Dinamica · Segunda oportunidad, Dinamica · Proximidad forzada, Ambientacion · Regencia, Subgenero · Policiaco/Detective","","Romance histórico","95","Regency romance con exrechazos y robo en el Museo Británico que los une.","",""
"La bahía de la escocesa","Nieves Hidalgo","Adam Brenton, vizconde de Teriwood, es asesinado cuando intenta desenmascarar una traición. Poco después su hermana Kimberly recibe la noticia en Nueva York de que Adam se ha suicidado. Incrédula, decide viajar a Inglaterra para esclarecer los hechos. 
Christopher Gresham, conde de Braystone, fue amigo de Brenton en la infancia, y no ha olvidado su antigua amistad a pesar de haberse distanciado con los años. Por eso decide llevar a cabo sus propias pesquisas sobre su muerte, a la vez que colabora con el gobierno investigando los robos a barcos ingleses. 
Cuando Kimberly empieza a indagar en la vida de su hermano, Christopher se convierte en su principal sospechoso. Ni la atracción ni el deseo que surgen entre ambos harán cesar a Kim en su decisión de vengarse del asesino de su Adam.
","Ambientacion · Regencia, Dinamica · Matrimonio fingido/conveniencia, Genero · Ficcion historica, Genero · Misterio/Thriller, Genero · Romance, Genero · Romance historico, Subgenero · Policiaco/Detective, Tono · Redencion","spa","Los Gresham","1.0","","","Dinamica · Amigos a amantes, Tono · Angst/Drama emocional","","Romance histórico","95","Regencia, investigación de muerte, romance entre viejos amigos.","",""
"Reinar en tu corazón","Nieves Hidalgo","Tras el asesinato de su padre, Tatiana Elisabeta Sminova se convierte en la heredera al trono de Orlovenia. Perseguida por los enemigos de su dinastía, huye hasta el puerto de Londres donde se verá obligada a robar para sobrevivir.   
Darel Gresham, barón de Winter, es víctima de un asalto. Jura que encontrará al ladrón, pero lo que no imagina es que la mujer a la que trata como a una ladrona es en realidad la heredera de un trono.
","Ambientacion · Regencia, Dinamica · Matrimonio fingido/conveniencia, Genero · Ficcion historica, Genero · Misterio/Thriller, Genero · Romance, Genero · Romance historico, Subgenero · Policiaco/Detective, Tono · Redencion","spa","Los Gresham","2.0","","","Dinamica · Enemigos a amantes, Arquetipo · Realeza","","Romance histórico","95","Princesa disfrazada de ladrona, noble enemigo.","",""
"Lágrimas negras","Nieves Hidalgo","Adriana Worthington y Noelia Kendrick son encontradas, en el intervalo de una semana, asesinadas en idénticas circunstancias.   
Las pesquisas de la policía apuntan hacia Eugene Bannion, pero su hermana Thara sabe que es inocente y hará todo lo que esté en su mano por demostrarlo. Incluso es capaz de hacerse pasar por la prometida del hombre más desvergonzado de todo Londres para conseguir una entrevista con el juez que instruye el caso. 
James Gresham ha salido de la ciudad por asuntos de negocios, pero un inconveniente le obliga a regresar antes de tiempo.   
No espera encontrarse con una mujer a la que ha visto una sola vez y que, para su asombro, ha tenido la osadía de hacerse pasar por su futura esposa.   
Irritado y divertido a un tiempo, decide seguirle el juego mientras le ayuda a buscar al auténtico asesino del que todo Londres habla. Thara, en su empeño por demostrar la inocencia de Eugene, no se percata de que el barón de Salsbury puede resultar para ella mucho más peligroso que el criminal al que quieren desenmascarar.
","Ambientacion · Regencia, Dinamica · Matrimonio fingido/conveniencia, Genero · Ficcion historica, Genero · Misterio/Thriller, Genero · Romance, Genero · Romance historico, Subgenero · Policiaco/Detective, Tono · Redencion","spa","Los Gresham","3.0","","","Dinamica · Matrimonio fingido/conveniencia, Subgenero · Policiaco/Detective","","Romance histórico","95","Londres, asesinatos, se hace pasar por prometida, investigación.","",""
"Seducir a un sinvergüenza","Nieves Hidalgo","Inglaterra, 1839   
Cameron Brenton, sexto vizconde de Teriwood, es embarcado a la fuerza por sus tíos, los Gresham, con destino a Charleston. A la espera de poder regresar y ajustar cuentas, se dedica a disfrutar de su obligada estancia, ganándose fama de vividor.   
Angeline Taylor se encuentra entre la espada y la pared: si quiere salvar a su familia deberá dar un heredero al anciano y despreciable sujeto con el que se ha visto obligada a casarse. Desesperada, no encuentra otra solución más que pedir la ayuda del inglés que está en boca de todos, aunque suponga arriesgar su honra.   
Él solo piensa en divertirse. Ella solo quiere salvar a los suyos de la humillación. Pero Cameron encuentra a una mujer que lo fascina y Angeline a un sinvergüenza al que decide reformar. Ninguno de los dos imagina que alguien va a seguirlos hasta Inglaterra para asesinarlos.
","Ambientacion · Regencia, Dinamica · Matrimonio fingido/conveniencia, Genero · Ficcion historica, Genero · Misterio/Thriller, Genero · Romance, Genero · Romance historico, Subgenero · Policiaco/Detective, Tono · Redencion","spa","Los Gresham","4.0","","","Dinamica · Matrimonio fingido/conveniencia, Arquetipo · Bad boy","","Romance histórico","95","1839, necesita heredero, pide ayuda a un vividor.","",""
"Comprometer a un vizconde","Nieves Hidalgo","Él no tiene tiempo para el amor..., pero ella lo ha elegido como marido. Un romance pícaro. Una pasión que se impone a las intrigas de la corte y al peligro. Vuelve Nieves Hidalgo con otra apasionante entrega de las saga de Los Gresham. Aunque su vida es el ejército, no tiene tiempo para el amor y ni se ha planteado buscar esposa para perpetuar su linaje. Remington Wyler, vizconde de Catesby, acepta volver a mezclarse con una aristocracia a la que detesta para llevar a cabo una misión encomendada en secreto. Un trabajo que puede acabar con su vida profesional y con su honor. Xandra Gresham, primogénita de los barones de Winter, tiene muy claro con qué hombre desea casarse. Alguien que, por desgracia, no es bien visto en la familia. Pero después de esperar dos largos años de ausencia, se entera de que él regresa a los salones de Londres. Es una oportunidad que no piensa desaprovechar. Tener en contra a los suyos no aminora su decisión de conquistarlo. Entre las intrigas políticas de quienes quieren mermar el poder de Su Alteza Real, Alberto de Sajonia, y los enigmáticos asesinatos de varios agentes del Gobierno, Remington deberá hacer frente a una jovencita descarada que lo compromete, y Xandra tendrá que utilizar todas sus armas para que su amor sea correspondido. Adéntrate en esta trepidante historia llena de pasión, aventura, amor y traiciones en el Londres victoriano. Las lectoras han dicho... «Nieves Hidalgo es una de mis escritoras favoritas del género romance histórico, por su narrativa y el modo en que me cautiva con cada publicación». Candis Benítez, en Goodreads «Como todo lo que escribe Nieves Hidalgo, me ha encantado la história de Xandra y Rem. Ella decidida y con las ideas muy claras, él que no se quiere comprometer. Una historia divertida, fresca, que engancha desde la primera página. Y es que toda la saga de los Gresham me fascinada. Lo recomiendo». Elena, en Goodreads
","Ambientacion · Regencia, Dinamica · Matrimonio fingido/conveniencia, Genero · Ficcion historica, Genero · Misterio/Thriller, Genero · Romance, Genero · Romance historico, Subgenero · Policiaco/Detective, Tono · Redencion","spa","Los Gresham","5.0","","","Dinamica · Matrimonio fingido/conveniencia, Subgenero · Espionaje/Espias, Ambientacion · Regencia, Tono · Picante/Erotico","","Romance histórico","95","Vizconde en misión secreta y debutante que lo compromete; espionaje regencia.","Los Gresham","1.0"
"Amaneceres cautivos","Nieves Hidalgo","Toledo, 1521. En pocos meses, Marina Alonso y de la Vega ha perdido a su marido, Juan de Aranda y al hijo que esperaba, y tras ser declarada demente, se ha visto desposeída de casi todos sus bienes. Carlos Arteche, conde de Orozco, está seguro de que Juan ha sido asesinado, y jura encontrar a los culpables. Carlos nunca había aprobado la unión de su amigo con Marina, pero cuando la visita para ofrecerle ayuda no puede evitar sentirse atraído por esa mujer hermosa y decidida. 
En una época turbulenta de la historia de España, en la que el orgulloso Carlos I se enfrenta al alzamiento de los Comuneros y la reina Juana intenta mediar en el conflicto desde su encierro en Tordesillas, Marina y Carlos se verán envueltos en dos guerras: la que vive España y la que libran sus propios corazones.
","1DSE: Spain, 3MD: 16th century; c 1500 to c 1599, Dinamica · Matrimonio fingido/conveniencia, Dinamica · Segunda oportunidad, Genero · Romance, Genero · Romance historico, Tono · Traicion","spa","Cautivos","1.0","","","Dinamica · Segunda oportunidad, Subgenero · Belica/Guerra, Tono · Angst/Drama emocional","","Romance histórico","95","Histórico español en 1521 con guerra de los Comuneros y duelo amoroso.","",""
"Destinos cautivos","Nieves Hidalgo","España, 1517. Razones de carácter social, marcadamente tradicionales, obligan a Elena Zúñiga a aceptar un matrimonio pactado con el hombre al que idealizó siendo una niña. No obstante, cuando llega el momento de la boda, el tiempo ha pasado y Elena se ha forjado una cierta autonomía personal que le hace rechazar la idea de convertirse en una marioneta en manos masculinas. Así se lo hará saber, la misma noche de bodas y con serena rotundidad, a su marido. Diego Martín y Peñafiel, conde de Bellaste, es un gentil caballero y ha accedido a prestarse a la farsa de un enlace aparente, renunciando incluso a la posesión física. Sin embargo, no tiene intención de consentir que la situación se prolongue demasiado, y se ha propuesto conquistar a su propia esposa, tan altiva como él mismo. Sus propósitos se ven frustrados con la llegada del cardenal Francisco Jiménez de Cisneros, regente de España en ausencia de Carlos I, que trae noticias alarmantes: la reina Juana de Castilla le ha pedido su ayuda tras descubrir un complot para acabar con la vida de su hijo Fernando. El cardenal solo conoce a un hombre capaz de impedir el magnicidio. Con «Destinos cautivos», Nieves Hidalgo nos introduce, como solo ella sabe hacerlo, en una época fascinante. Desde Trujillo hasta Santander, seremos testigos del camino que deberán recorrer un hombre y una mujer destinados a amarse, mientras las intrigas de Estado y las adversidades conspirarán para separarlos.","1DSE: Spain, 3MD: 16th century; c 1500 to c 1599, Dinamica · Matrimonio fingido/conveniencia, Dinamica · Segunda oportunidad, Genero · Romance, Genero · Romance historico, Tono · Traicion","spa","Cautivos","2.0","","","Dinamica · Matrimonio concertado, Subgenero · Espionaje/Espias, Tono · Angst/Drama emocional","","Romance histórico","95","España 1517; matrimonio pactado con complot contra el infante Fernando.","",""
"El Ángel Negro","Nieves Hidalgo","En el invierno de 1667, Miguel de Torres y su hermano Diego son acusados de alta traición y condenados a destierro perpetuo. Mientras intentan rehacer su vida en Maracaibo, el pirata Morgan los captura y los vende como esclavos en el mercado de Port Royal.
Por su parte, Kelly Colbert debe cumplir con el castigo de viajar a Jamaica por haberse negado a aceptar un matrimonio pactado. En «Promise», la hacienda de su tío, tendrá que luchar contra las normas de aquella sociedad, el desprecio que le provoca la esclavitud y, sobre todo, contra la atracción que en ella despierta Miguel, el arrogante esclavo español.
Miguel consigue escapar de Port Royal y se enrola en el barco de unos corsarios franceses. Amargado y vengativo, jura hacer pagar a los ingleses todo lo que les han hecho pasar a él y a su hermano. Y cuando el barco en el que Kelly regresa a Inglaterra cae en sus garras, encuentra a la víctima perfecta para dar rienda suelta a su sed de venganza. Miguel cuenta con dinero, poder y un arraigado rencor… Pero no tiene en cuenta que el amor y la pasión son un arma mucho más poderosa que el odio.
","Dinamica · Segunda oportunidad, Genero · Romance, Genero · Romance historico, Subgenero · Espionaje/Espias, Temas.Doble Agente/Traidor, Tono · Venganza","spa","Caribe","1.0","","","Dinamica · Enemigos a amantes, Dinamica · Prohibido, Ambientacion · Piratas","","Romance histórico","95","Siglo XVII, piratas, esclavo y dama inglesa, odio a amor.","",""
"Dime si fue un engaño","Nieves Hidalgo","A causa de una traición, Phillip Villiers se convierte en el temido capitán de Le Missionnaire, quien solo consigue olvidar su pasado en la corte france­sa poniéndose al mando de hombres a los que poco les importa la vida o la muerte. Un día recibe una carta que le despierta un sentimiento que creyó arrinconado: el odio hacia la mujer que lo vendió, que destrozó su corazón y que convirtió su existencia en un infierno. 
Chantal-Marie Boissier solo vive para vengarse del hombre que la chantajeó vilmente y que la abocó a la perdición privándola de un futuro junto al hombre al que amaba. Para ello no vacila en engañar, espiar e incluso asociarse con personas de dudosa moral. 
En medio de las intrigas de la corte de Luis XIV, ambos deberán decidir si continúan enfrentados o le dan una nueva oportunidad al amor.
","Dinamica · Segunda oportunidad, Genero · Romance, Genero · Romance historico, Subgenero · Espionaje/Espias, Temas.Doble Agente/Traidor, Tono · Venganza","spa","Caribe","2.0","","","Dinamica · Segunda oportunidad, Dinamica · De odio a amor/Bully, Ambientacion · Corte/Intriga palaciega, Tono · Angst/Drama emocional","","Romance histórico","95","Corte de Luis XIV, enemigos que se reencuentran, drama y venganza.","",""
"Tierra Salvaje","Nieves Hidalgo","Kenneth Malory se ha jurado que no descansará hasta matar a los asesinos que asaltaron su rancho y acabaron con la vida de su amada esposa.   Por su parte, Abbyssinya St. James está cansada de no poder ejercer libremente su profesión en el periódico de Boston para el que trabaja, de modo que cuando hereda una pequeña publicación de Santa Fe no lo duda y acepta el desafío de dirigirla.   Durante su travesía por el país, Abby no se imagina que además de enfrentarse a unos criminales, tendrá que acabar aceptando la protección de uno de los hombres más exasperantes de todo el Oeste: un maldito cazarrecompensas llamado Kenneth Malory.","Ambientacion · Espacial/Space opera, Arquetipo · Vaquero/Western, Genero · Romance historico, Tono · Redencion","spa","","1.0","","","Dinamica · Enemigos a amantes, Arquetipo · Vaquero/Western","","Romance histórico","95","Oeste americano, cazarrecompensas y periodista, enemigos.","",""
"Palabra De Escocés","Nieves Hidalgo","Lady Clementina Mason, para hacerse cargo de la herencia de su tía, se ve obligada a viajar a Escocia y alojarse en Ness Tower, el hogar de los McKenna. El del hombre que le hizo una proposición por completo indecente, que no ha olvidado. Y la rivalidad entre ambos, surgida cuando se conocieron, se incrementa al volver a encontrarse.  Sean McKenna está centrado en un proyecto para el que necesita dinero y lady Tina es una rica heredera. Sin embargo, no quiere saber nada de Inglaterra desde que fue torturado, acusado de un crimen que no cometió, y ella es inglesa por los cuatro costados. A pesar de intentar impedirlo, no puede remediar sentirse cada vez más atraído por esa mujer que se le enfrenta a cada paso.  Tina no está dispuestaa dejarse humillar de nuevo por el escocés, pero su estancia en Ness Tower le permite conocer de cerca a unas personas a las que acabará queriendo. Y darse cuenta de que Sean no es tan odioso como creía.  Un enigma. Un asesino dispuesto a volver a matar. Dos pasiones enfrentadas. Un romance en tierras escocesas.","1DDU-GB-SH: Northern Scotland; Highlands and Islands, 3MLB-GB-J: c 1700 to c 1760 (Jacobite period), Ambientacion · Highlander/Escoces, Genero · Misterio/Thriller, Genero · Romance historico, Subgenero · Policiaco/Detective","spa","McKenna","2.0","","","Dinamica · Enemigos a amantes, Ambientacion · Highlander/Escoces","","Romance histórico","95","Escocia regencia, rivalidad y misterio, highlander.","",""
"Magnolia","Nieves Hidalgo","Magnolia se casó con un hombre rico, mucho mayor que ella, para sacar a su familia de la pobreza. Una tarde lo encuentra muerto en el sótano donde trabajaba como restaurador. Meses después decide bajar al sótano a hacer inventario, resbala en las escaleras y se le apaga la vela. Un extraño la acosa, pidiéndole la lista de su marido. Ella no sabe de qué le está hablando, y ante su asombro, el extraño la besa.
Mark es un marqués, al servicio de la corona de Inglaterra, que trata de recuperar una lista de agentes ingleses que el marido de Magnolia estaba a punto de vender a los franceses. Su carruaje choca contra el de ella y el hombre pierde la memoria por el impacto. Magnolia se lo lleva a casa hasta que recuerde quién es.
La atracción que sienten es mutua y muy fuerte, y poco a poco Mark se gana su confianza y ella acaba contándole sus problemas. Juntos encuentran la lista, pero cuando Magnolia se entera de la verdad desaparece sin dar más explicaciones. Mark la busca durante meses, aun sin saber si Magnolia lo habrá perdonado.
","1DDU‑GB‑E: England, Ambientacion · Victoriano, Dinamica · Matrimonio fingido/conveniencia, Genero · Misterio/Thriller, Genero · Romance historico, Subgenero · Policiaco/Detective","spa","","1.0","","","Dinamica · Amor a primera vista, Dinamica · Proximidad forzada, Subgenero · Espionaje/Espias","","Romance histórico","95","Regencia, viuda y espía amnésico, atracción inmediata.","",""
"Luna De Oriente","Nieves Hidalgo","Inglaterra, 1800.  Shylla Landless debe escapar de Mulberry Hall para poner a salvo a su pequeña hija Christin. Años después, Christin se ha convertido en una bella joven, libre y decidida. Cuando un aristócrata intenta comprar sus favores, se burla de él sedándolo, robándole y dejándole desnudo en el bosque. Perseguida por ladrona, acabará en manos de unos esclavistas y en el harén del bey de Baristán. Christin ni se imagina que allí volverá a enfrentarse al noble al que había humillado, quien había jurado cobrarse la ofensa de la gitana de la que quedó prendado.","Dinamica · Ricos y pobres, Genero · Romance historico","spa","","1.0","","","Tono · Cautiverio/Trata, Dinamica · Enemigos a amantes","","Romance histórico","95","Regencia, secuestro en harén, enemigos que se atraen.","",""
"Lobo","Nieves Hidalgo","Carlos de Maqueda y Suelves, marqués de Abejo es, en apariencia, un aristócrata al que solo le importan sus bienes. A nadie se le ocurriría relacionarlo con el asaltante y revolucionario que trae de cabeza al inescrupuloso juez de Burgo de Osma. 
Michelle de Clermont, consigue escapar de los esbirros de Robespierre, salvando milagrosamente la vida, y se afinca en España, donde tendrá que debatirse entre la fascinación por un forajido y la atracción hacia un aristócrata.
","1DSE: Spain, Ambientacion · Regencia, Genero · Romance historico, Temas.Justiciero, Tono · Identidad secreta","spa","","1.0","","","Dinamica · Enemigos a amantes, Arquetipo · Bad boy","","Romance histórico","95","Época revolucionaria francesa, aristócrata bandido, enemigos.","",""
"La página rasgada","Nieves Hidalgo","Son años de guerra. Pero ella se entrega al amor sin reservas, aunque luego deseará rasgar esa página de su vida. Emilia Larrieta nace en Madrid a finales del siglo XIX, en el seno de una familia acomodada. Su vida sufre un giro radical debido a una desgracia familiar, y pasa su infancia en una barriada marginal. Transformada en una jovencita audaz y desenfadada, ve cómo su vida cambia de nuevo cuando, tras un accidente, queda coja para siempre. Pero ni la pobreza ni la cojera podrán con el espíritu de Emilia. Cuando llegue el amor, se entregará a él sin reservas, aunque luego deseará rasgar esa página de su vida. Durante los crueles años de la guerra civil, Emilia luchará por mantener a su hija y a su propia madre. A pesar de todas las contrariedades, nunca perderá las ganas de vivir. Ya anciana, la imparable curiosidad de su nieta arrancará de Emilia recuerdos de amores perdidos, de verbenas, dehambre, de injusticias y justicias de andar por casa, que enseñarán a su nieta muchas cosas que nunca estarán en un libro de historia. 
","Genero · Romance historico, Temas.Discapacidad, Temas.Superación","spa","","1.0","","","Tono · Angst/Drama emocional, Subgenero · Belica/Guerra","","Romance histórico","95","Finales del XIX a guerra civil española, drama vital.","",""
"Hijos De Otro Barro","Nieves Hidalgo","Inglaterra exprime a las colonias americanas con impuestos opresores para mantener su guerra con Francia. Chester Clayton, de padre americano y madre inglesa, se unira a los rebeldes para defender a su pais de la tirania britanica y acabara prisionero en una plantacion de Virginia. Terry Darnell, sobrina de los Rains, duenos de la hacienda Ireland, vive con ellos desde que queda huerfana. El encuentro entre ambos desatara pasiones y odios, pero Chester no puede evitar sentirse atraido por la mujer que lo irrita y seduce a un tiempo. Un giro inesperado le convierte en capitan del ejercito colonial y se ve obligado a salvar la vida de quienes le retuvieron como esclavo. Clayton consigue que toda la familia escape a Inglaterra. Pero no esta dispuesto a que Terry se evada con ellos. Tiene otros planes para su indomable inglesa.","Genero · Romance historico, Subgenero · Belica/Guerra, Temas.Amistad","spa","","1.0","","","Dinamica · Enemigos a amantes, Subgenero · Belica/Guerra","","Romance histórico","95","Guerra de Independencia americana, enemigos de bandos opuestos.","",""
"El Mar en Tus Ojos","Nieves Hidalgo","**El apasionado romance entre sus temperamentales protagonistas y la emocionante aventura acontecida entre las verdes aguas del mar Caribe y la corte de la Reina Virgen, hacen de** **El mar en tus ojos** **una encantadora e inolvidable novela de amor.**  
**Otra maravillosa novela de Nieves Hidalgo que te enganchará y no podrás dejar de leer.**  
Nicholas Russell, conde de Leyssen, es llamado a la presencia de Isabel I Tudor para encargarle **una misión que le alejará de su amado localizar al corsario Cook**.   
Un cometido complicado y peligroso que le obliga a cruzar el océano, mezclarse con los peores filibusteros de Tortuga, y acabar enrolado a la fuerza en el Melody Sea, la nave del sujeto al que persigue. Para su asombro, el capitán Cook resulta ser una mujer. Solo su ingenio podrá mantenerlo con vida mientras intenta cumplir las órdenes de su soberana, sin dejarse atrapar en las redes de un amor que le está prohibido.   
Entretanto, el enfrentamiento militar entre Inglaterra y España continúa, se intensifica, e Isabel I da carta blanca a Francis Drake para atacar las costas de la península. Nadie puede imaginar que el abordaje a la nave de Su Graciosa Majestad, cuando viaja para llevar a cabo un posible acuerdo de no agresión con Felipe II, supondrá un giro completo en la vida de Andy Cook.   
**Batallas en alta mar contra los buques de la Corona Española, reyertas portuarias, compañerismo entre corsarios... Un secreto que solo se descubrirá al final.**  
**Los lectores han dicho sobre la novela y sobre Nieves** «Con esta novela me he sentido viajando en un barco corsario y casi viviendo como ellos. Me gusta esta autora porque detalla muy bien, hace que te metas en la aventura.»   
«Las casualidades no existen. Que Nieves Hidalgo sea una de las autoras de romántica española con más novelas a sus espaldas no lo es. Ahora lo sé. Su prosa destila elegancia, las escenas de esta novela rebosan pasión, emoción, tensión narrativa. Sabe llevar al lector donde ella quiere y, además, en esta novela, recrea un momento histórico que no puede ser más Romá la época en la que los piratas poblaban los mares y llenaron la literatura de leyendas.»   
«¿A quién no le gusta una historia de piratas? Y si el pirata en cuestión es una mujer con mucho carácter que pone en su sitio a nuestro guapísimo protagonista, pues más aun. No quiero desvelar nada así que sólo os diré que la leáis porque no os defraudará. Recomendable cien por cien.»   
«Me siento absolutamente identificada con el modo de escribir de la autora porque sus mujeres son valientes, como a mí me gustan, adelantadas a su época y muy divertidas.»
","1KJ: Caribbean islands, Genero · Romance historico, Subgenero · Aventura/Quest, Temas.Piratas","spa","","1.0","","","Dinamica · Enemigos a amantes, Dinamica · Prohibido, Ambientacion · Piratas","","Romance histórico","95","Época isabelina, corsaria y noble, enemigos a amantes.","",""
"Brezo Blanco","Nieves Hidalgo","Desde hace décadas los clanes McDurney y McFeresson han estado enfrentados. 
Cuando Josleen McDurney, por evitar una guerra con los McFeresson ayuda a escapar al individuo al que sus guardias han hecho prisionero, no imagina que deja en libertad al hombre que marcará su futuro. Meses más tarde, Josleen emprende un viaje para visitar a su madre, pero jamás llegará a su destino tras ser secuestrada por el laird Kyle McFeresson, su eterno enemigo. La intención de Kyle es pedir un rescate por Josleen, pero poco a poco la joven conquista su corazón y a él le resulta imposible dejarla marchar. 
Una nueva versión totalmente revisada y con escenas inéditas de la novela corta que Nieves Hidalgo compartió en su blog con sus seguidores.
","1DDU-GB-SH: Northern Scotland; Highlands and Islands, Ambientacion · Highlander/Escoces, Genero · Romance historico","spa","","1.0","","","Dinamica · Enemigos a amantes, Ambientacion · Highlander/Escoces, Tono · Picante/Erotico","","Romance histórico","95","Clanes escoceses enfrentados; secuestro y pasión en las Tierras Altas.","",""
"Alma Vikinga","Nieves Hidalgo","Odín, dios de la guerra, lo había elegido. Educado en las armas, el vikingo y semidiós Ishkar, primogénito de la casa de Vadin, estaba destinado a realizar grandes conquistas.  Sayka, hija de Zollak y cristiana, había tomado las armas en reemplazo de su hermano menor para defender a su pueblo de toda clase de invasores.  Enfrentados entre sí, la codicia, el odio, la venganza..., unidos a la ardiente fe del pueblo al que pretende someter, conseguirán que Ishkar dude de su condición de semidiós y de sus creencias.","3KH: c 500 to c 1000 CE, Dinamica · Enemigos a amantes, Genero · Romance historico, Temas.Vikingos","spa","","1.0","","","Dinamica · Enemigos a amantes, Dinamica · Prohibido, Tono · Angst/Drama emocional","","Paranormal","90","Vikingos con dioses reales y semidiós; romance central en Tierra histórica con elemento sobrenatural.","",""
