title,authors,tags,series,series_index,comments,identifiers,languages,library_name,#language_code,#world,#subtitle,#subjects,#clasificacion,#info,#libreria,#confianza_ia,#motivo_ia,#serie_ia,#serie_ia_index
"Rituals of Sacrifice","Scott Azmus","Subgenero · Romance alienigena/Sci-fi, Tono · Morally grey/Antiheroe","","1.0","How far would you go to rescue a loved one from danger? To the ends of the galaxy? Beyond that, even? But what if your life dangled in the balance? What if your quest could cost ALL you are and all you could EVER hope to be? Now imagine how difficult your struggle might become if a bevy of conflicting, alien personality fragments incessantly plagued your innermost thoughts! Still on the run after the jaw-dropping events in Lesser Beings , Janek Larrivay learns that Sarika Pennier’s diplomatic team is missing behind enemy lines. Teetering on the verge of defeat, Janek must outmaneuver another new enemy before they blast humanity back to the stone age. But can Janek come to terms with the strange, emerging potentials taking shape within the evolving, quantum architecture of his mind? Thrust to the utmost limit of what it means to be human, will Janek become a monster? Or merely superhuman? From the author of Lesser Beings , Cross the Sky , and Fire and Forget ! While Rituals of Sacrifice ’s nonstop pace may be too intense for some, it will surely satisfy those who enjoyed Firefly and Serenity , Aliens , Interstellar , and The Matrix . “This book was a great read. I was hooked on the story from the very first page, and it did not let me down. I had never read Scott Azmus before, and I am so happy that he is on my list of authors to read. Great characters, great action and a great storyline. A must read for any science fiction fan!” If you’re looking for a science-fiction epic of shocking, personal transformation … get this book now!","mobi-asin:B07Q3LKDR8,grvotes:3,amazon:B07Q3LKDR8,goodreads:44662094","eng","LCienciaFiccion","eng","","A River of Light Novel","","Tono · Morally grey/Antiheroe","","Ciencia Ficción","95","Sinopsis claramente de ciencia ficción espacial con elementos alienígenas y tecnológicos. Sin romance central.","Lesser Beings","1.0"
"Lesser Beings","Scott Azmus","Subgenero · Romance alienigena/Sci-fi, Tono · Venganza","River of Light","1.0","Two alien races. One dark and appalling atrocity. It’s not just hate that binds the Cleve and Dhyda together, but horror at the chance that their terrible secrets may become public. And with the galaxy on the verge of all-out war, what fragile alliance could possibly save them?  Can Earth’s top-notch diplomats mediate? And, if so, will humanity take this nightmarish secret to the grave?  But then an assassin deals Earth’s negotiators a terrible blow, and poor Janek Larrivay — an empath and consular apprentice — accidentally absorbs his dead mentor’s lingering psychic essence. Now cursed with so much knowledge and sudden apprehension, can Janek master his new abilities in time to save the galaxy?  Across the galaxy, what caused a dying civilization to hide its greatest secrets and treasures? Is our universe becoming a conscious entity? Is its “mind” still evolving, both physically and organically? Can forbidden allies help clarify Janek’s tangled loyalties? Will his ability to feel another being’s emotions help unravel the secrets behind a lost race’s astonishing transcendence? Now? Before all is lost?  **From the author of Fire and Forget, Cross the Sky, and Double Take.** With humanity’s fate in the balance, Lesser Beings has readers comparing it with David Brin’s Startide Rising, Ursula LeGuin’s The Dispossessed, and Pournelle & Niven’s The Mote in God’s Eye.  “A brilliant look at the future of humanity and what it means to be human. It’s a fast-paced, sci-fi thriller that captures you from the very first page. Hugely inventive, full of pulse-pounding action, and rich with compelling characters you care about and remember. The action is nonstop and breathless. The plot is complex and compelling. And the ending? Wow! This one has it all — action, adventure, mystery, and a hint of hope for humanity’s future. Scott Azmus is my favorite author!”  **Get this book now!**","goodreads:42773538,grvotes:6,mobi-asin:B07KGKYYG6,amazon:B07KGKYYG6","eng","LCienciaFiccion","eng","","","","","","Ciencia Ficción","100","Diplomacia interestelar con elementos psíquicos y un secreto atroz.","Lesser Beings","1.0"
"The Pirate From the Stars","Cheree Alsop","Ambientacion · Espacial/Space opera, Arquetipo · Heroe reticente, Dinamica · Grupo variopinto/Ragtag, Subgenero · Aventura/Quest, Tono · Venganza","Renegade","1.0","Space pirate meets Robin Hood in this edge-of-your-seat space adventure about an officer turned pirate. When a tragedy makes his brother his enemy, Gage becomes a pirate captain who fills his time robbing from the rich Coalition and giving to the poor planets struggling to survive across the vast Macrocosm. But being a pirate comes with its risks, and Gage is hard-pressed to protect his crew and loved ones against the dangers of having enemies with bigger guns and faster ships. It doesn’t help that he has a soft heart for damsels in distress and can never say no to a good adventure.","goodreads:33392966,amazon:1370935455,isbn:9781370935451","eng","LCienciaFiccion","eng","","","Romance, Adventure, action, Space Opera, pirate, star trek, star wars","Ambientacion · Piratas","","Ciencia Ficción","100","Aventura de piratas espaciales.","",""
"La Huida Del Cazador","George R. R. Martin & Gardner Dozois & Daniel Abraham","Dinamica · Pez fuera del agua, Subgenero · Romance alienigena/Sci-fi, Subgenero · Supervivencia, Temas.Monstruo Interior","","1.0","Humanity has finally reached the stars, only to find that all the best spots have been claimed by other races: the Silver Enye, Turu, Cian and others. Human colonists serve as world-building crash-test dummies, dropped onto empty planets deemed too dangerous or inconvenient for other races, to pave over whatever marvels and threats evolution had put there. Like so many others, Ramon Espejo ran from the poverty and hopelessness of the Third World to the promise of a new world, joining a host of like-minded workers and dreamers aboard one of the great starships of the mysterious, repulsive Enye. But the life he found on the far-off planet of Sao Paulo was no better than the one he had abandoned.  Tough, volatile, and angry, a luckless prospector hoping for that one rich strike that will make him wealthy, Ramon is content only when on his own out in the bush, far from the dirty, loud, bustling hive of humanity that he detests with sociopathic fervor. Then one night his rage and too much alcohol get the better of him, resulting in sudden bloodshed and a high-profile murder.   Ramon is forced to flee into the wilderness for however long it will take for the furor to die down. Here, mercifully, almost happily alone, Ramon is once again free. But while searching for his long-elusive lode, he stumbles upon something completely unexpected: a highly advanced alien race in hiding; fugitives like himself on a world not their own.  Suddenly in possession of a powerful, dangerous secret, Ramon must battle for his freedom from alien captors and also against the hostile and unpredictable planet. And so the chase begins. Police, fugitive aliens, and a human murderer weave a web of shifting alliances as Ramon enters the greatest manhunt the alien world of Sao Paulo has ever known. If he is to survive, Ramon must overcome inscrutable aliens and deadly predators, but his greatest enemy is himself. With every move in the desperate game, he struggles to outwit his enemies and solve the mystery of a murder he himself committed.  A rip-roaring adventure tale and character study of a fascinating and twisted mind, ""Hunter's Run"" showcases three masters of the form at their best.","grvotes:3747,goodreads:52953602,epl:54536,revision:1.0,isbn:9786073184724,amazon:6073184727","spa","LCienciaFiccion","spa","","","Novela, Ciencia ficción, Fantástico","Ambientacion · Espacial/Space opera","","Ciencia Ficción","90","Space colonization story with aliens and murder; clearly sci-fi.","",""
"Neverness","David Zindell","Arquetipo · Heroe reticente, Genero · Ciencia ficcion, Subgenero · Aventura/Quest, Themes.Mentor / Apprentice, Themes.Sentient AI","A Requiem for Homo Sapiens","0.0","In a cosmos of prolific evolutionary diversity and complexity, Mallory Ringess, headstrong novice of the Order of Pilots, sets out to penetrate the Soild State Entity and to track down the secret of immortality
","grvotes:1769,amazon:0553279033,isbn:9780553279030,goodreads:968997","eng","LCienciaFiccion","eng","","","Science Fiction.Space.Space Opera","Ambientacion · Espacial/Space opera","","Ciencia Ficción","100","Épica espacial sobre búsqueda de inmortalidad.","The Neverness Cycle","1.0"
"The Blackcollar","Timothy Zahn","Arquetipo · Heroe reticente, Dinamica · Grupo variopinto/Ragtag, Genero · Ciencia ficcion, Subgenero · Aventura/Quest, Subgenero · Romance alienigena/Sci-fi, Tono · Traicion","Blackcollar","1.0","Blackcollars were a human task force designed to defeat alien Ryqril invaders. The guerilla warriors were improved by drugs to enhance lifespan, speed, reflexes, and memory. Allen Caine has never met this weapon, stronger than Nova-class battle cruisers, but 30 years later goes to find their remnants, Damon Thane, and 5 starships from the planet Plinry.
","goodreads:681191,isbn:9780879978433","eng","LCienciaFiccion","eng","","","","Subgenero · Belica/Guerra, Arquetipo · Militar/SEAL","","Ciencia Ficción","100","Primera entrega de la saga Blackcollar, ciencia ficción militar.","Blackcollar","1.0"
"The Backlash Mission","Timothy Zahn","Arquetipo · Heroe reticente, Dinamica · Grupo variopinto/Ragtag, Genero · Ciencia ficcion, Subgenero · Aventura/Quest, Subgenero · Romance alienigena/Sci-fi, Tono · Traicion","Blackcollar","2.0","Blackcollars are a human task force designed to defeat alien Ryqril invaders. Backlash, the drug that improves their lifespan, speed, reflexes, and memory, has been all used up. Allen Caine and the Blackcollars seek the formula in the Aegis mountains, near Denver Colorado, deathtrap center of enemy territory.
","isbn:9780886771508,goodreads:276598","eng","LCienciaFiccion","eng","","","","Subgenero · Belica/Guerra, Arquetipo · Militar/SEAL","","Ciencia Ficción","100","Ciencia ficción militar con invasión alienígena y drogas potenciadoras.","Blackcollar","1.0"
"The Judas Solution","Timothy Zahn","Arquetipo · Heroe reticente, Dinamica · Grupo variopinto/Ragtag, Genero · Ciencia ficcion, Subgenero · Aventura/Quest, Subgenero · Romance alienigena/Sci-fi, Tono · Traicion","Blackcollar","3.0","Damon Lathe, Allen Caine, and the Blackcollar drug-enhanced combat team want to infiltrate a Ryqril-conquered colony, a tactical center where the whole sector's military data flows through against the Chryselli. But Ryqruil Prefect Jamus Galway of Plinry has a clone duplicate of Allen ready.
","goodreads:216433,isbn:9781416520658","eng","LCienciaFiccion","eng","","","","Subgenero · Belica/Guerra, Arquetipo · Militar/SEAL","","Ciencia Ficción","100","Tercer libro de la saga Blackcollar, clonación e infiltración.","Blackcollar","1.0"
"Dragon and Slave","Timothy Zahn","Arquetipo · Heroe reticente, Dinamica · Grupo variopinto/Ragtag, Genero · Ciencia ficcion, Subgenero · Aventura/Quest, Subgenero · Romance alienigena/Sci-fi, Themes.Sentient AI","Dragonback","3.0","Jack 14, with honorable K'da warrior-poet Draycos 30s, symbiote 2D dragon on host's back for six hours, hope their spaceship intelligence Uncle Virge (for dead inspirational selfish real Virgil) can convince the human slavemaster Grazen of the wealthy Choochook family in their Brummgan fortress, to buy the boy thief. 
But a hotbox punishment, electrocuted ""frypan"" pen, taser-like pain prods, spoiled toddler ""Your Thumbleness"" who requires her demands (in her language, not his) obeyed immediately, fevered boy Noy who recalls every word the goldern dragon sang - ballads of bravery, and an skill demonstration auction attended by the ""Snake Voice"" aka Braxton's ousted Neverlin, add up to a danger requiring every bit of human ingenuity and warrior skill from the symbiotic heroes.
","isbn:9780739456095,goodreads:216435","eng","LCienciaFiccion","eng","","","","Ambientacion · Espacial/Space opera","","Ciencia Ficción","95","Space opera con simbionte alienígena (dragón K'da), esclavitud, aventuras.","Dragonback","1.0"
"Dragon and Soldier","Timothy Zahn","Arquetipo · Heroe reticente, Dinamica · Grupo variopinto/Ragtag, Genero · Ciencia ficcion, Subgenero · Aventura/Quest, Subgenero · Romance alienigena/Sci-fi, Themes.Sentient AI","Dragonback","2.0","Jack Morgan 14 aka Montana enlists with youngest trainees for Whinyard's Edge mercenaries, hired by Parprin daublite mining colony humans from ""Agrist claim-jumpers"", who in turn employ Shamshir mercs. Honorable warrior-poet Draycos 30ish hides as 2D tattoo on Jack's back, and encourages noble values while their space-ship Uncle Virge continues the tradition of his late selfish Uncle Virgil, con artist. Recruit Alison is expert, already has militia experience - and secrets. Somehow, the duo must track down who attacked Draycos' scout ships before the refugee ships arrive to be ambushed.
","goodreads:560469,isbn:9780765301253","eng","LCienciaFiccion","eng","","","Science fiction, Young Adult, Fantasy.Mythical Creatures.Dragon","Ambientacion · Espacial/Space opera","","Ciencia Ficción","95","Continuación de Dragonback; mercenarios, colonización, simbionte alienígena.","Dragonback","1.0"
"Dragon and Thief","Timothy Zahn","Arquetipo · Heroe reticente, Dinamica · Grupo variopinto/Ragtag, Genero · Ciencia ficcion, Subgenero · Aventura/Quest, Subgenero · Romance alienigena/Sci-fi, Themes.Sentient AI","Dragonback","1.0","Timothy Zahn has been entertaining science fiction readers young and old for more than twenty years with exciting, thought-provoking adventures; now, with Dragon and Thief he offers his first new series in a number of years, one that's sure to delight all his fans and gain new readers as well. It's called Dragonback because Jack Morgan has a dragon on his back--literally. We think of dragons as enormous fire-breathing, flying creatures of myth. But in Jack's universe, dragons--or, more precisely, the dragon like K'da--are big, but they also depend on being in a symbiotic relationship with a humanoid. And when the K'da warrior known as Draycos is the sole survivor of a space battle and must find a new bondmate or die, for better or worse Jack happens to be the only available host. 
They may be an odd couple, but together they're more than the sum of their parts; they are destined to travel far and wide, facing many perils--human, alien, and other, as they seek justice and safety--Jack for himself, and Draycos for his people.
","isbn:9780765342720,goodreads:216445,wd:Q5305310","eng","LCienciaFiccion","eng","","","Science Fiction.Aliens, Young Adult, Science Fiction.Space Opera, Fantasy.Mythical Creatures.Dragon","Ambientacion · Espacial/Space opera","","Ciencia Ficción","95","Primera entrega de Dragonback; simbiosis con alienígena, space opera.","Dragonback","1.0"
"Sunspacers Trilogy","George Zebrowski","Ambientacion · Espacial/Space opera, Dinamica · Pez fuera del agua, Themes.Sentient AI, Tono · Familia disfuncional","","1.0","THE SUNSPACERS TRILOGY is a trio of novels of an alternate, earth-based civilization. In SUNSPACER, young and idealistic philosophy student Joe Sorby must come to terms with adulthood while negotiating the gross injustices of interplanetary commerce. In STARS WILL SPEAK, an alien signal is broadcast from the farthest reaches of the known galaxy...but will the scientists of earth decipher its warning in time? In BEHIND THE STARS, young Max Sorby returns to Earth after spending all of his life on a mobile space habitat, fearing that the only home he has ever known will be lost to him forever.","goodreads:25455945,isbn:9781497635029,grvotes:28,amazon:B00J90BTFW,mobi-asin:08f66d9a-b558-4b21-ad47-74c6307dd646","eng","LCienciaFiccion","eng","","","","Ambientacion · Espacial/Space opera","","Ciencia Ficción","100","Trilogía de ciencia ficción espacial sobre colonización y señales alienígenas.","Sunspacers","1.0"
"Fool's War","Sarah Zettel","Ambientacion · Espacial/Space opera, Arquetipo · Heroe reticente, Dinamica · Grupo variopinto/Ragtag, Themes.Sentient AI","","1.0","Four centuries after humanity has colonized the galaxy, information freight companies are used as an alternative to electronic communication. On one of her frequent trips into deep space, Katmer Al-Shei, owner of one of the smaller information companies, is accused of smuggling artificial intelligence. When Al-Shei tries to clear her name, she uncovers conspiracy after conspiracy, all set against the backdrop of a looming war.","amazon:0446559784,goodreads:7102729,isbn:9780446559782,grvotes:634","eng","LCienciaFiccion","eng","","","","Ambientacion · Espacial/Space opera, Subgenero · Espionaje/Espias","","Ciencia Ficción","100","Space opera con conspiraciones sobre IA y guerra.","",""
"The Cloud Seeders","Jamie Zerndt","Subgenero · Distopia/Apocaliptico, Themes.Survival","","1.0","Serve Your Country, Conserve Your Water, Observe Your Neighbor.  This is the slogan of the Sustainability Unit and of a country gone eco-hysterical. After nearly twelve months without rain and the hinges of the world barely still oiled, Thomas and his younger brother, Dustin, set out across a drought-ridden landscape in search of answers. What they discover along the way will change their lives, and their country, forever.","grvotes:644,amazon:B008GTIHS4,mobi-asin:B008GTIHS4,goodreads:16080500","eng","LCienciaFiccion","eng","","","cloud seeders","Subgenero · Distopia/Apocaliptico, Subgenero · Supervivencia","","Ciencia Ficción","100","Futuro postapocalíptico por sequía y colapso ecológico.","",""
"Catálogo","calibre","Catalog","","1.0","","","eng","LCienciaFiccion","eng","","","","","","","0","Sin sinopsis ni información suficiente; sólo título y autor genérico.","",""
"Premios Nebula 1986","George Zebrowski [Editor]","Ambientacion · Espacial/Space opera, Subgenero · Romance alienigena/Sci-fi, Temas.Inteligencia Artificial Consciente","","1.0","Junto a los relatos premiados de Lucius Shepard, Kate Wilhem y Greg Bear, se incluyen en este volumen un relato de Orson Scott Card, ganador en la categoría de novela, y otro de Isaac Asimov elegido Gran Maestro en este año. Completan el libro algunos de los relatos nominados, una novela corta de Gregory Benford, los textos vencedores del premio Rhysling de poesía de ciencia ficción, un artículo de Algis Budrys y una extensa reseña sobre las Películas de Ciencia Ficción de 1986. Los mejores relatos de 1986 avalados por el prestigio del Premio NEBULA.","","spa","LCienciaFiccion","spa","","","Relato, Ciencia ficción","Ambientacion · Espacial/Space opera","","Ciencia Ficción","100","Antología de relatos premiados Nebula de ciencia ficción.","",""
"From Near Extinction","Victor Zugg","Dinamica · Grupo variopinto/Ragtag, Subgenero · Distopia/Apocaliptico, Themes.Survival, Tono · Morally grey/Antiheroe","","1.0","**Could you live in a world in which ninety percent of the population, including everyone you know, is gone?** It’s been two years since a global pandemic reduced the planet’s population to a mere shell of its former self. Without enough manpower and expertise, the infrastructure and power grids are still down. Farms, processing plants, factories, and refineries remain dormant. Modern conveniences are largely still a thing of the past and, with few exceptions, walking is the only mode of travel.Leroy Tubbs, an active duty sergeant without an army, has been traveling solo from the west toward a new government rumored to be forming in the east. He’s tried to avoid trouble along the way, but a chance encounter with a young woman needing his help changes all of that. Soon, he finds himself part of a motley band of survivors, endeavoring to keep moving. **In this post-apocalyptic world, can this small group navigate the many hardships awaiting them and make it to their destination? Welcome to the aftermath.**","goodreads:42899885,grvotes:529,amazon:B07KQN65ZX,mobi-asin:B07KQN65ZX","eng","LCienciaFiccion","eng","","A Dystopian Novel of Survival and Adventure","Post-Apocalyptic | Dystopian","Subgenero · Distopia/Apocaliptico, Subgenero · Supervivencia","","Ciencia Ficción","100","Postapocalíptico por pandemia, supervivencia y viaje.","",""
"Make Me Exist","Brittany Ziegler","Ambientacion · Portal a otro mundo/Isekai, Ambientacion · Viaje en el tiempo, Arquetipo · Heroe reticente, Themes.Amnesia","Lost in Time","1.0","Valerie, a single mom, isn't who she thinks she is. She isn't even human. Hunted by an alien race, can she discover the truth before it's too late?   Valerie Carling's life is quite normal for a divorced, single mother. She misses her ex-husband, but her world now revolves around her young daughter. That is, until a band of strangers show up and turn everything upside down.  It's Charlotte's sixth birthday, and she's loving it. Presents, games, and cake! For Valerie, it's not that simple. Being with her ex and his new wife is always a strain, but not as hard as finding out that you're not who you think you are.  When a group of strangers unexpectedly shows up at the party, suddenly Valerie's whole life feels like a lie. Why do they look so familiar? Why do they act like they know her? Stranger yet, why do they have the same startling green eyes as Charlotte?  Catapulted into a world she doesn't remember, Valerie needs to trust these strangers to help save her daughter and herself from a terrible fate. She and Charlotte are pure-bloods, the only chance for an alien race on the brink of extinction.  On the run and hunted like animals, her enemies will not rest until they have them in their clutches. But as her memories return, can Valerie tap into the powers she didn't even know she possessed and save their lives?  Make Me Exist is a heart-pounding sci-fi adventure that will keep you riveted to your seat in a journey of mind twisting awakenings.","amazon:B08KJGS18Z,mobi-asin:B08KJGS18Z,ff:z/brittany-ziegler/make-me-exist,goodreads:57621800","eng","LCienciaFiccion","eng","","","","Subgenero · Poder alienigena, Tono · Oscuro","","Ciencia Ficción","100","Ciencia ficción con alienígenas, pure-bloods y persecución.","",""
"The Styx Strikers","Thor Zollinger","Ambientacion · Espacial/Space opera, Dinamica · Grupo variopinto/Ragtag, Subgenero · Aventura/Quest, Subgenero · Heist/Atraco","","1.0","Jake is an adventurous young man, emigrating to a moon called Wayfarer to live with his cousins. The moon has been terra-formed and is being colonized slowly using 31st century technology. In the outback of Wayfarer, Jake and his friends explore a massive underground cave system near the ranch, finding something fascinating and dangerous in the caverns. The equipment they find becomes essential, as the team is called upon to defend their community from a band of highly organized bandits. The militaristic thugs are in the habit of raiding local outposts, stripping them of valuable equipment for sale on the black market of Wayfarer. Armed with a lance of battle mechs, the raiders pose a formidable challenge to Jake and the colonists. Jake and his team mount a secret offensive against the raiders in defense of their community.","grvotes:2,goodreads:38449096,amazon:B079J4PTRB,mobi-asin:B079J4PTRB","eng","LCienciaFiccion","eng","","","Battletech, Mecha, Mechwarrior, Science fiction","Ambientacion · Espacial/Space opera, Subgenero · Belica/Guerra, Arquetipo · Militar/SEAL","","Ciencia Ficción","100","Ciencia ficción de colonización lunar con batallas de mechs.","",""
"Twenty Sixty Seven","A. V. Zeppa","Subgenero · Distopia/Apocaliptico, Themes.Sentient AI, Themes.World Within a World","","1.0","izhinaagwad (look a certain way)“it happened so easily. the brainwashed humans were programmed with mindless technology, and that technology let the humans play endlessly in virtual worlds, thinking they were connected to each other. mirror mirror in your mind, show me the empty love of the blind. they looked in the mirror thinking they had made it to the next level in the labyrinth, but they had no reflection.”The One World Government and Artificial Intelligence rules the world. Drugs are free and mandated by law. Humans now spend their lives getting high and being endlessly plugged into virtual reality. Traditional education has been outlawed, replaced with a government mandated curriculum. Three core subjects are taught. Students learn how to maximize their drug intake. They learn how to live within virtual reality. They learn how to communicate with emoji hieroglyphics.Welcome to twenty sixty seven.","mobi-asin:B0CGFFLLC2,grvotes:2,goodreads:197710564,amazon:B0CGFFLLC2","eng","LCienciaFiccion","eng","","","","Tono · Oscuro, Subgenero · Distopia/Apocaliptico","","Ciencia Ficción","100","Distopía con gobierno mundial, IA, drogas y realidad virtual.","",""
"Frog Pond","Chelsea Quinn Yarbro","Ambientacion · Small town, Dinamica · Pez fuera del agua, Subgenero · Distopia/Apocaliptico, Themes.Inner Monster, Themes.Metamorphosis Transformation, Tono · Picante/Erotico","","1.0","""Frog Pond"" is a science fiction short story by Chelsea Quinn Yarbro, originally published in Galaxy Science Fiction in March 1971 and included in her collection Cautionary Tales (1978).
Set in a post-apocalyptic rural California around the year 2000, the story follows a resourceful young girl on a frog-hunting outing by the creek. She encounters a hapless city stranger named Stan who has lost his way, revealing stark contrasts between rural adaptation to environmental devastation (dying trees from smog, mutated survival traits like nictitating membranes) and urban fragility.  
The girl casually navigates dangers while Stan panics over snakes, pollution, and her adaptations, highlighting themes of societal collapse and human resilience.
  

","wd:Q116262805","eng","LCienciaFiccion","eng","","Cautionary Tales","","Subgenero · Distopia/Apocaliptico, Subgenero · Supervivencia","","Ciencia Ficción","90","Postapocalíptico rural, mutaciones por contaminación, sin magia.","",""
"The Meaning of the Word","Chelsea Quinn Yarbro","Dinamica · Pez fuera del agua, Subgenero · Romance alienigena/Sci-fi, Themes.Heroic Sacrifice, Themes.Professional Obsession, Tono · Picante/Erotico","","1.0","An archaeologist on an exploration team discovers a buried alien room under volcanic ash, learns their language using a teaching device despite a fatal radiation dose, and chooses to stay behind to complete the translation.
","","eng","LCienciaFiccion","eng","","","","Tono · Picante/Erotico","","Ciencia Ficción","95","Arqueología alienígena, dispositivo de enseñanza, radiación; ciencia ficción pura.","",""
"Soledad","D. L. Young","Subgenero · Distopia/Apocaliptico, Themes.Amnesia, Themes.Framed Protagonist","Dark Republic","1.0","**A BROKEN-WORLD FUTURE YOU WON'T FORGET. A GRIPPING, FAST-PACED STORY YOU WON'T BE ABLE TO PUT DOWN. WINNER OF THE INDEPENDENT PRESS AWARD.** * * * * * * Soledad Paz is a slave, sold to a ruthless rebel leader by marauders who raided her home and murdered her parents. With her remarkable ability to see through any deception, she's become an invaluable--and unwilling--secret weapon in the war to control the Republic.  When a ghost from her former life unexpectedly appears, everything she thought she knew about her past shatters into oblivion and she resolves to find the truth...by any means necessary.  But in the dark republic, the truth is never simple...and it's never what you expect.","goodreads:30120179,isbn:9780990869627,amazon:B01DZ2IJBG","eng","LCienciaFiccion","eng","","","","Subgenero · Distopia/Apocaliptico, Subgenero · Superpoderes","","Ciencia Ficción","60","Futuro roto, habilidad psíquica de ver engaños; posible mutación en entorno distópico, sin magia explícita.","",""
"Forbidden Thoughts","Jason Rennie","Subgenero · Distopia/Apocaliptico, Themes.Sentient AI","","1.0","You are not supposed to read this book.   
You are not supposed to think about reading this book.   
In fact, just plain thinking at all is unacceptable.   
You have been warned....   
From hilarious to horrifying to dangerously insightful, a selection of stories that must not be told, for they slaughter the sacred cows of our age.   
Do you dare read them?   
Stories by Nick Cole, John C. Wright, Sarah A. Hoyt, Brad R. Torgersen, Vox Day and more…   
Non-fiction articles by Tom Kratman and Larry Corriea
","amazon:B01N5LU9C4,goodreads:33790433,grvotes:226","eng","LCienciaFiccion","eng","","","Science fiction","Subgenero · Distopia/Apocaliptico","","","50","Anthology of speculative stories with some non-fiction articles; mixed genre.","",""
"Lost Earth","Daniel Young","Dinamica · Grupo variopinto/Ragtag, Subgenero · Distopia/Apocaliptico, Subgenero · Romance alienigena/Sci-fi, Tono · Morally grey/Antiheroe","","1.0","HUMANITY THOUGHT THEY COULD RUN. THEY WERE WRONG. In the 23rd century, a series of unprovoked attacks from an unseen alien power render Earth uninhabitable. A fraction of humanity make a desperate escape in an enormous ship known as the Gaea Ark. They rush across the stars on a treacherous journey to a new home on humanity's farthest colony. It's the ultimate First Contact gone wrong ... and it's not over yet. As enemies—alien and otherwise—attack the ship, divisions within threaten to tear it apart. Welcome aboard the Ark , where there are as many secrets as there are survivors. It's gonna be a bumpy ride.","goodreads:58379587,amazon:B096QY2V1S","eng","LCienciaFiccion","eng","","","","Ambientacion · Espacial/Space opera, Subgenero · Distopia/Apocaliptico","","Ciencia Ficción","95","Humanidad huye en arca; space opera con amenaza alienígena.","",""
"Bad Cargo","Daniel Young","Dinamica · Grupo variopinto/Ragtag, Dinamica · Pez fuera del agua, English.Science Fiction.Action & Adventure, Subgenero · Heist/Atraco, Subgenero · Romance alienigena/Sci-fi","Marathon","1.0","IF THERE'S ONE THING ADAM ECKHART KNOWS, IT'S THAT HUMANS ARE TROUBLE.  **He should know. He is one.** As captain of the Marathon, a cobbled-together ship crewed by aliens and androids scraping by on odd jobs at the outskirts of settled space, Adam has plenty to worry about without adding his own species to the mix.  But when a pair of mortally wounded humans cross his path during a heist gone wrong, he finds himself compelled to save them.  *Big mistake.* Because if there's one more thing Adam knows, it's that the universe never leaves a good deed unpunished.  He and his crew are about to find out just how right he is.  *Bad Cargo is the first book in the Marathon series, an action-packed carnival ride of a space opera that will leave you breathless.* **Note: This is an homage to classic pulp sci-fi. If you're looking for hard sci-fi, look elsewhere. But if you're looking for adventures on alien planets with even more alien creatures, this is the series for you!**","goodreads:61406785,amazon:B0B4MWCZJ4","eng","LCienciaFiccion","eng","","","","Ambientacion · Espacial/Space opera","","Ciencia Ficción","95","Space opera pulp con tripulación alienígena, robos y naves.","Marathon","1.0"
"Vignettes of the Star Empire","Alistair Young","Dinamica · Grupo variopinto/Ragtag, Dinamica · Pez fuera del agua, Subgenero · Distopia/Apocaliptico, Subgenero · Romance alienigena/Sci-fi","Tales of the Associated Worlds","1.0","In another universe, in a galaxy strangely similar to our own, there's a bubble of space a couple of thousand light-years across - somewhat distorted by bumping into the edges of the galactic disk to acme and nadir - filled with millions of stars, bound together by an ever-expanding spiderweb of manufactured wormholes, and bright with the EM babble of civilized life.These are the Associated Worlds, sprawling myriad species, polities, philosophies, corporations, clades, and cultures. From the hypercivilized Powers at their heart to the brawling colonies of the Periphery and Beyond, trillions of lives are lived, each with its own story to be told.This is a collection of over 44,000 words of nanofiction and metafiction - excerpts from works taken from inside the fictional realm - from the Associated Worlds SF universe; little morsels of a world and culture unlike our own.","amazon:B00A2X4QQO,goodreads:23953267","eng","LCienciaFiccion","eng","","","","Ambientacion · Espacial/Space opera","","Ciencia Ficción","95","Colección de nanoficción en universo de space opera.","",""
"The Awakening","A. R. Yngve","Arquetipo · Heroe reticente, Dinamica · Pez fuera del agua, Subgenero · Distopia/Apocaliptico, Themes.World Within a World","Darc Ages","1.0","David Archibald awakens from a frozen sleep. He finds himself 900 years into the future... on an Earth scarred by wars and disasters. Civilization has retreated into scattered fortified city-states, where feudal lords and their knights rule. David finds his to upset this backward future and start a second Renaissance. He becomes the unlikely hero called ""DARC""... -- Visit the official website","amazon:1520157495,goodreads:37963999,isbn:9781520157498","eng","LCienciaFiccion","eng","","","","Subgenero · Distopia/Apocaliptico","","Ciencia Ficción","90","Despertar tras criogenia en Tierra futura feudal; ciencia ficción con reinicio de civilización.","",""
