title,authors,tags,series,series_index,comments,identifiers,languages,library_name,#world,#subtitle,#subjects,#title_opf,#clasificacion,#libreria
"Fuera de la ley","Kim Harrison","Español.Fantasía.Fantasía Urbana, Temas.Fantasía Urbana, Temas.Brujas y Magia, Temas.Cazadora de Recompensas, Temas.Criaturas Sobrenaturales, Temas.Romance Prohibido","The Hollows","6.0","Para salvar la vida de sus amigos. Rachel ha cometido un error fatal: traficar con la magia demoníaca, algo totalmente prohibido. Pero ahora va a tener que pagar caros sus pecados. Mientras intenta averiguar toda la verdad sobre un espeluznante crimen, una amenaza aún mayor se cierne sobre ella, y es que un antiguo enemigo, el demonio Algaliarept, en su afán por reclamarla, está arrasando con todo lo que se le pone por delante. Al mismo tiempo, la revelación de un espantoso secreto familiar la obligará a replantearse toda su vida. Y si aspira a librarse de la marca demoníaca que la atenaza, antes tendrá que viajar al inframundo en busca de un antiguo saber perdido mucho tiempo atrás. 
Para salvar la vida de sus amigos, Rachel hizo algo impensable: traficó de forma voluntario con magia demoníaca prohibida. Y ahora sus pecados vuelven para perseguirla. 
Mientras Rachel busca la verdad que se esconde tras un aterrador asesinato, se enfrenta a una amenaza aún mayor, pues el demonio Algaliarept no se detendrá ante nada para reclamarla, y el descubrimiento de un impactante secreto de familia pone en tela de juicio la vida entera de Rachel. Si quiere vivir en libertad, antes debe adentrarse en el mundo demoníaco en busca de un antiguo conocimiento perdido. 
Pero cuando bailas con demonios, pones el alma en peligro… y hay algunos límites que jamás deben cruzarse.
","goodreads:12489327,isbn:9788498007336","spa","LFantasia","","","Fantástico","Fuera de la ley","","Fantasía"
"The Outlaw Demon Wails","Kim Harrison","English.Fantasy.Urban Fantasy, Themes.Urban Fantasy, Themes.Witches and Magic, Themes.Bounty Hunter, Themes.Paranormal Creatures, Themes.Forbidden Romance","The Hollows","6.0","To save the lives of her friends, Rachel did the unthinkable: she willingly trafficked in forbidden demon magic. And now her sins are coming home to haunt her. 
As Rachel searches for the truth behind a terrifying murder, an even greater menace threatens, for the demon Algaliarept will stop at nothing to claim her, and the discovery of a shocking family secret throws Rachel's entire life into question. If she is ever to live free, Rachel must first walk willingly into the demonic ever-after in search of long-lost ancient knowledge. 
But when you dance with demons, you lay your soul on the line . . . and there are some lines that should never be crossed.
","goodreads:10164126,google:iNDa2MLymL4C,isbn:9780061793394","eng","LFantasia","","","demons, Modern Fantasy, Magic","The Outlaw Demon Wails","","Fantasía"
"Bruja Blanca, Magia Negra","Kim Harrison","Paranormal Romance, Temas.Criaturas Sobrenaturales, supernatural, Temas.Romance Prohibido, Fantasy, Temas.Brujas y Magia, Paranormal, Magic, Español.Fantasía.Fantasía Urbana, Urban Fantasy, Temas.Cazadora de Recompensas, Witches, Temas.Fantasía Urbana, Vampires, Fiction, Demons","The Hollows","7.0","A Rachel Morgan, intrépida bruja y cazarrecompensas, la vida le ha reservado una buena ración de golpes, y se ha visto obligada a rebasar límites que había jurado no traspasar jamás. Sin embargo, el asesinato de su novio le dejó una herida más profunda de lo que Rachel había podido imaginar, y a partir de ahora no descansará hasta que las causas de su muerte se aclaren… y pueda vengarlo. Cueste lo que cueste. No obstante, el camino al infierno está sembrado de buenas intenciones y, cuando un nuevo depredador se posiciona en lo más alto de la cadena alimentaria,   el pasado de Rachel regresa para poseerla… literalmente.","goodreads:13561176,isbn:9788498007619","spa","LFantasia","","","Demonios, Fantasía Moderna","Bruja blanca, magia negra","Paranormal · Brujas/Magos, Paranormal · Vampiros, Subgenero · Fantasia urbana, Tono · Oscuro, Tono · Angst/Drama emocional","Paranormal"
"White Witch, Black Curse","Kim Harrison","English.Fantasy.Urban Fantasy, Themes.Urban Fantasy, Themes.Witches and Magic, Themes.Bounty Hunter, Themes.Paranormal Creatures, Themes.Forbidden Romance","The Hollows","7.0","Some wounds take time to heal...and some scars never fade. 
Rachel Morgan, kick-ass witch and bounty hunter, has taken her fair share of hits, and has broken lines she swore she would never cross. But when her lover was murdered, it left a deeper wound than Rachel ever imagined, and now she won't rest until his death is solved...and avenged. Whatever the cost. 
Yet the road to hell is paved with good intentions, and when a new predator moves to the apex of the Inderland food chain, Rachel's past comes back to haunt her. 
Literally.
","amazon:B001NLKRY4,guid:{C1D6B9E9-7861-4BE3-94BA-BE09A047C234},isbn:9780061853630,goodreads:10204580,google:S_XuIYSmBDQC","eng","LFantasia","","","demons, Modern Fantasy, Magic","White Witch, Black Curse","Paranormal · Brujas/Magos, Paranormal · Vampiros, Subgenero · Fantasia urbana, Tono · Oscuro, Tono · Angst/Drama emocional","Paranormal"
"Black Magic Sanction","Kim Harrison","English.Fantasy.Urban Fantasy, Themes.Urban Fantasy, Themes.Witches and Magic, Themes.Bounty Hunter, Themes.Paranormal Creatures, Themes.Forbidden Romance","The Hollows","8.0","Rachel Morgan has fought and hunted vampires, werewolves, banshees, demons, and other supernatural dangers as both witch and bounty hunter - and lived to tell the tale. But she's never faced off against her own kind...until now. 
Denounced and shunned for dealing with demons and black magic, Rachel's best hope is life imprisonment - the worst, a forced lobotomy and genetic slavery. Only her enemies are strong enough to help her win her freedom, but trust comes hard when it hinges on the unscrupulous tycoon Trent Kalamack, the demon Algaliarept, and an ex-boyfriend turned thief. 
It takes a witch to catch a witch, but survival bears a heavy price.
","goodreads:7506817,ff:h/kim-harrison/black-magic-sanction,amazon:0007321961,isbn:9780007321964,google:hmYwfw60X0YC","eng","LFantasia","","","Fantasy.Magic, Fantasy.Paranormal.Demons, Fantasy.Supernatural, Fantasy.Urban Fantasy, Romance.Paranormal Romance, Romance.Paranormal Romance.Vampire Romance","Black Magic Sanction","Paranormal · Brujas/Magos, Paranormal · Vampiros, Subgenero · Fantasia urbana","Paranormal"
"Pale Demon","Kim Harrison","English.Fantasy.Urban Fantasy, Themes.Urban Fantasy, Themes.Witches and Magic, Themes.Bounty Hunter, Themes.Paranormal Creatures, Themes.Forbidden Romance","The Hollows","9.0","Condemned and shunned for black magic, Rachel Morgan has three days to get to the annual witches' conference and clear her name, or be trapped in the demonic ever-after . . . forever after. 
But a witch, an elf, a living vampire, and a pixy in one car going across the country? Talk about a recipe for certain disaster, even without being the targets for assassination. 
For after centuries of torment, a fearsome demon walks in the sunlight - freed at last to slay the innocent and devour their souls. But his ultimate goal is Rachel Morgan, and in the fight for survival that follows, even embracing her own demonic nature may not be enough to save her.
","goodreads:10500884,google:D79cOmmeQr8C,isbn:9780062065766","eng","LFantasia","","","demons, Modern Fantasy, Magic","Pale Demon","Subgenero · Fantasia urbana, Tono · Oscuro, Paranormal · Brujas/Magos, Paranormal · Vampiros, Paranormal · Angeles y demonios","Fantasía"
"The Hollows Insider","Kim Harrison","English.Fantasy.Urban Fantasy, Themes.Urban Fantasy, Themes.Witches and Magic, Themes.Bounty Hunter, Themes.Paranormal Creatures, Themes.Forbidden Romance","The Hollows","9.5","*New York Times* bestselling author Kim Harrison has won legions of fans with her sexy supernatural novels featuring bounty-hunting witch Rachel Morgan. And now comes a unique look inside her beloved Hollows series that no fan should miss. . . .  ***The Hollows Insider** *  In the Hollows, the supernatural Inderlanders rule, and humanity must abide by their conventions, or else.  To survive among vampires, witches, Weres, gargoyles, trolls, fairies, and banshees - to say nothing of demons - humanity needs a guide. And now, written by Kim Harrison herself, here is an insider's look at the supernatural world of the Hollows, from an overarching new story to character profiles, maps, spell guides, charm recipes, secret correspondence from the elusive Trent Kalamack, and much more.  * * * **Enter the world of the Hollows like never before!** One misfired spell is all it took to sent investigative reporter Devin Crossman on a mission to uncover all the secrets of bounty-hunting witch Rachel Morgan and expose them to the world.  Herewith are all of Devin's notebook entries, a treasure trove of evidence including maps, speces profiles, magic spells, documents from Inderland Security, Takata's song lyrics, Betty Bob's recipes, ley line charms, entries from the Were Registry, articles from the *Hollows Gazette* , Rynn Cormel's *Vampire Dating Guide* , demonic spells, and many more entries that cast light into regions of the Hollows that have never been revealed.  But Crossman's one-man war against Rachel Morgan has not gone unnoticed....","amazon:0061974331,isbn:9780061974335,mobi-asin:4fe309ae-e3f0-47f2-bdd5-30312c6373e8,goodreads:10438093,ff:h/kim-harrison/hollows-insider","eng","LFantasia","","","","The Hollows Insider","","No-Ficción"
"A Perfect Blood","Kim Harrison","English.Fantasy.Urban Fantasy, Themes.Urban Fantasy, Themes.Witches and Magic, Themes.Bounty Hunter, Themes.Paranormal Creatures, Themes.Forbidden Romance","The Hollows","10.0","*New York Times* bestselling author Kim Harrison returns to the Hollows with the electrifying follow-up to her acclaimed *Pale Demon*! 
**A Perfect Blood**
Ritually murdered corpses are appearing across Cincinnati, terrifying amalgams of human and *other*. Pulled in to help investigate by the I.S. and FIB, former witch turned day-walking demon Rachel Morgan soon realizes a horrifying truth: a human hate group is trying to create its own demons to destroy all Inderlanders, and to do so, it needs her blood. 
She's faced vampires, witches, werewolves, demons, and more, but humanity itself might be her toughest challenge yet.
","google:63gzo0vMqnIC,goodreads:12645624,isbn:9780062101020","eng","LFantasia","","","demons, Modern Fantasy, Magic","A Perfect Blood","Paranormal · Vampiros, Subgenero · Fantasia urbana","Paranormal"
"Into the Woods: Tales From the Hollows and Beyond","Kim Harrison","English.Fantasy.Urban Fantasy, Themes.Urban Fantasy, Themes.Witches and Magic, Themes.Bounty Hunter, Themes.Paranormal Creatures, Themes.Forbidden Romance","The Hollows","10.1","Enter the woods . . . if you dareInto the WoodsFor centuries, the woods have been a pivotal part of the wonder and danger of fairy tales, for once you enter anything can happen. Elves, druids, fairies—who knows what you will find once you dare step into the forest?And now, New York Times bestselling author Kim Harrison ventures into these mysterious, hidden lands of magic and mystery in her first short-story collection. Into the Woods brings together an enchanting mix of brand-new, never-before-published stories and tales from Harrison's beloved, bestselling Hollows series.The tales here include an original Hollows novella, Million-Dollar Baby, about Trent Kalamack's secret elven quest in Pale Demon; two original short stories, ""Pet Shop Boys"" and ""Temson Woods,"" that explore just what happens when humanity and the supernatural collide; and two novelettes, ""Spider Silk"" and ""Grace,"" set in new worlds of imagination and adventure. Into the Woods also contains all of the previously published Hollows short stories—together in one volume for the very first time.Step into the woods and discover the magic for yourself.
","amazon:0061974323,isbn:9780062207906,google:3V4k2UJ3tikC","eng","LFantasia","","","demons, Modern Fantasy, Magic","Into the Woods: Tales From the Hollows and Beyond","Paranormal · Vampiros, Subgenero · Fantasia urbana","Paranormal"
"Trouble on Reserve","Kim Harrison","English.Fantasy.Urban Fantasy, Themes.Urban Fantasy, Themes.Witches and Magic, Themes.Bounty Hunter, Themes.Paranormal Creatures, Themes.Forbidden Romance","The Hollows","10.5","A routine protection gig for business tycoon Trent Kalamack quickly goes wrong when runner Rachel Morgan discovers she is the assassin's target. 
Hollows short with Trent and Rachel working together. The timing of the story sort of puts it between *A Perfect Blood* and *Ever After* , but the feeling of it is seriously slanted toward *Ever After*. If you get a chance to read it, I’d [author] be curious to know what you think about the “voice.” One of the things I tried to do–besides get a chance to see Rachel and Trent work together–was to give it a more mainstream feel since there’s the chance readers who would normally never pick up the Hollows might be reading it.
","goodreads:23007818","eng","LFantasia","","","demons, Modern Fantasy, Magic","Trouble on Reserve","Paranormal · Vampiros, Subgenero · Fantasia urbana","Paranormal"
"Ever After","Kim Harrison","English.Fantasy.Urban Fantasy, Themes.Urban Fantasy, Themes.Witches and Magic, Themes.Bounty Hunter, Themes.Paranormal Creatures, Themes.Forbidden Romance","The Hollows","11.0","The ever after, the demonic realm that parallels the human world, is shrinking. If it disappears completely, so does all magic. It's up to witch-turned-daywalking-demon Rachel Morgan to avert catastrophe and keep life from changing... for the worse. 
While saving the world is important, it isn't Rachel's only motivation. There's also the small fact that she caused the ley line to rip in the first place, setting off a chain reaction of unfortunate events. That little mistake has made her life forfeit unless she can fix it. It's also made her more than a few enemies, including the most powerful demon in the ever after—a terrifying entity who eats souls and now has an insatiable appetite for her. He's already kidnapped her friend and goddaughter to lure her out, and if Rachel doesn't give herself up soon, they'll die. 
But Rachel has more than a few impressive and frightening skills of her own, and she isn't going to hand over her soul and her life without one hell of a fight. She's also got a surprise: elven tycoon Trent Kalamack. With this unlikely ally beside her—a prospect both thrilling and unnerving—she's going to return to the ever after, kick some demon butt, rescue her loved ones... and prevent an apocalypse before it's too late. Or, at least that's the plan...
","goodreads:13241659,isbn:9780061957918","eng","LFantasia","","","demons, Modern Fantasy, Magic","Ever After","Subgenero · Fantasia urbana, Paranormal · Brujas/Magos, Paranormal · Vampiros","Paranormal"
"The Undead Pool","Kim Harrison","English.Fantasy.Urban Fantasy, Themes.Urban Fantasy, Themes.Witches and Magic, Themes.Bounty Hunter, Themes.Paranormal Creatures, Themes.Forbidden Romance","The Hollows","12.0","Supernatural superhero Rachel Morgan must counter a strange magic that could spell civil war for the Hollows in this sexy and bewitching urban fantasy adventure in acclaimed **New York Times** bestselling author Kim Harrison's Hollows series. 
Witch and day-walking demon Rachel Morgan has managed to save the demonic ever after from shrinking, but at a high cost. Now, strange magic is attacking Cincinnati and the Hollows, causing spells to backfire or go horribly wrong, and the truce between the races, between Inderlander and human, is shattering. Rachel must stop this dark necromancy before the undead vampire masters who keep the rest of the undead under control are lost and all-out supernatural war breaks out. 
Rachel knows of only weapon to ensure the peace: ancient elven wild magic, which carries its own perils. And no one know better than Rachel that no good deed goes unpunished . . .
","goodreads:17285883,isbn:9780061957932","eng","LFantasia","","","demons, Modern Fantasy, Magic","The Undead Pool","Subgenero · Fantasia urbana, Paranormal · Brujas/Magos, Paranormal · Vampiros, Tono · Oscuro","Fantasía"
"The Witch With No Name","Kim Harrison","English.Fantasy.Urban Fantasy, Themes.Urban Fantasy, Themes.Witches and Magic, Themes.Bounty Hunter, Themes.Paranormal Creatures, Themes.Forbidden Romance","The Hollows","13.0","**At long last... The final book in the** New York Times**bestselling Hollows series by Kim Harrison!**
Rachel Morgan's come a long way from the clutzy runner of *Dead Witch Walking*. She's faced vampires and werewolves, banshees, witches, and soul-eating demons. She's crossed worlds, channeled gods, and accepted her place as a day-walking demon. She's lost friends and lovers and family, and an old enemy has become something much more. 
But power demands responsibility, and world-changers must always pay a price. That time is now. 
To save Ivy's soul and the rest of the living vampires, to keep the demonic ever after and our own world from destruction, Rachel Morgan will risk everything.
","goodreads:20426917,isbn:9780061957956","eng","LFantasia","","","demons, Modern Fantasy, Magic","The Witch With No Name","","Paranormal"
"Sudden Backtrack","Kim Harrison","English.Fantasy.Urban Fantasy, Themes.Urban Fantasy, Themes.Witches and Magic, Themes.Bounty Hunter, Themes.Paranormal Creatures, Themes.Forbidden Romance","The Hollows","13.1","**#1** New York Times **bestselling author Kim Harrison returns to the ever-after one last time in this never-before-published short story!**
The origins of the elf and demon war have been shrouded – until now. Told from a demon’s point of view, join Al as he helps Newt spin the curse that caused the elven downfall… and perhaps holds the beginnings of their own reclamations.
","isbn:9780062391582,goodreads:23264806","eng","LFantasia","","","demons, Modern Fantasy, Magic","Sudden Backtrack","Subgenero · Fantasia urbana, Paranormal · Fae/Feerico, Tono · Oscuro","Fantasía"
"American Demon","Kim Harrison","English.Fantasy.Urban Fantasy, Themes.Urban Fantasy, Themes.Witches and Magic, Themes.Bounty Hunter, Themes.Paranormal Creatures, Themes.Forbidden Romance","The Hollows","14.0","*A thrilling return to the #1 New York Times* bestselling urban fantasy series, continuing Rachel Morgan's story. 
RACHEL MORGAN IS BACK--AND THE HOLLOWS WILL NEVER BE THE SAME.** 
What happens after you've saved the world? Well, if you're Rachel Mariana Morgan, witch-born demon, you quickly discover that something might have gone just a little bit wrong. That the very same acts you and your friends took to forge new powers may have released something bound by the old. With a rash of zombies, some strange new murders, and an exceedingly mysterious new demon in town, it will take everything Rachel has to counter this new threat to the world--and it may demand the sacrifice of what she holds most dear.
","isbn:9780593101438,google:Gw6xDwAAQBAJ,goodreads:48727948","eng","LFantasia","","","demons, Modern Fantasy, Magic","American Demon","","Fantasía"
"Million Dollar Demon","Kim Harrison","English.Fantasy.Urban Fantasy, Themes.Urban Fantasy, Themes.Witches and Magic, Themes.Bounty Hunter, Themes.Paranormal Creatures, Themes.Forbidden Romance","The Hollows","15.0","**To save the city, Rachel Morgan will need to show some teeth in the next Hollows novel from #1** New York Times**bestselling author Kim Harrison.**
The new master vampire of Cincinnati has arrived . . . and she wants Rachel Morgan out. No matter where Rachel goes, Constance is there--threatening Rachel's allies, causing city-wide chaos, and, to add insult to injury, even forcing Rachel out of her current quarters. Ever since Rachel found a way to save the souls of vampires, the old undead's longtime ascendancy has been broken. Now Constance sees eliminating Rachel as the key to consolidating her own power. 
Rachel has no desire to be enthralled or killed--and she's terrified of what may become of the city if Constance forces a return to the ancient ways. But even a witch-born demon can't stand against the old undead--at least, not alone. And if Rachel refuses to claim the role of Cincinnati's master demon, the city will tear itself apart, taking her and all those who stand beside her with it.
","isbn:9780593101445,goodreads:55420213","eng","LFantasia","","","demons, Modern Fantasy, Magic","Million Dollar Demon","Paranormal · Vampiros","Paranormal"
"Trouble With the Cursed","Kim Harrison","English.Fantasy.Urban Fantasy, Themes.Urban Fantasy, Themes.Witches and Magic, Themes.Bounty Hunter, Themes.Paranormal Creatures, Themes.Forbidden Romance","The Hollows","16.0","**Rachel Morgan must keep her friends close—and her enemies closer—in the next Hollows novel from #1** New York Times **bestselling author Kim Harrison.**  
Rachel Morgan, witch-born demon, has one unspoken rule: take chances, but pay for them yourself. With it, she has turned enemies into allies, found her place with her demon kin, and stepped up as the subrosa of Cincinnati—responsible for keeping the paranormal community at peace and in line.   
Life is . . . good? Even better, her best friend, Ivy Tamwood, is returning home. Nothing’s simple, though, and Ivy’s not coming alone. The vampires’ ruling council insists she escort one of the long undead, hell-bent on proving that Rachel killed Cincy’s master vampire to take over the city. Which, of course, Rachel totally did not do. She only *transformed* her a little.   
With Rachel’s friends distracted by their own lives and problems, she reaches out to a new ally for help—the demon Hodin. But this trickster has his own agenda. In the end, the only way for Rachel to save herself and the city may be to forge a new understanding with her estranged demon teacher, Al. There’s just one problem: Al would sell his own soul to be rid of her. . . .
","amazon:0593437519,fictiondb:trouble-with-the-cursed~kim-harrison~2926566,google:3d5CEAAAQBAJ,isbn:9780593437537,ff:h/kim-harrison/trouble-with-the-cursed,goodreads:59028121","eng","LFantasia","","","demons, Modern Fantasy, Magic","Trouble With the Cursed","Subgenero · Fantasia urbana","Fantasía"
"Early to Death, Early to Rise","Kim Harrison","English.Fantasy.Urban Fantasy, Themes.Urban Fantasy, Themes.Dead Protagonist, Themes.Paranormal Creatures, Themes.Young Adult Fantasy, Themes.Murder Mystery","Madison Avery","2.0","Seventeen, dead, and in charge of heaven's dark angels—all itching to kill someone.  
Madison Avery's dreams of ever fitting in at her new school died when *she* did. Especially since she was able to maintain the illusion of a body, deal with a pesky guardian angel, and oh yeah, bring the reaper who killed her to *his* untimely end. Not exactly in-crowd material. It's amazing that her crush, Josh, doesn't think she's totally nuts.  
Now Madison has learned that she's the dark timekeeper, in charge of angels who follow the murky guidelines of fate. Never one to abide by the rules, she decides it's time for a major change to the system. With the help of some unlikely allies, Madison forms a rogue group of reapers who definitely don't adhere to the rules of the heavens.   
But as she grapples with the terrifying new skills that come with being a timekeeper, Madison realizes she may not be prepared for what lies ahead—unless she gets some seriously divine intervention.  

","fictiondb:early-to-death-early-to-rise~kim-harrison~266833,isbn:9780061995897,goodreads:6100204,google:C5Z3tAEACAAJ,amazon:0061718173","eng","LFantasia","","","Angels, Ghosts, Modern Fantasy, Romance, supernatural, Young Adults (13-18)","Early to Death, Early to Rise","Paranormal · Angeles y demonios, Subgenero · Fantasia urbana","Paranormal"
"Magic, Mayhem & Murder","Tessa Bryant","English.Fantasy.Urban Fantasy, Themes.Fish Out of Water, Themes.Found Family, Themes.Second Chance Romance, Themes.Witches, Themes.Werewolves","Bad Omen Investigations","1.0","In the blink of an eye, Mallory Thorne’s world fell apart. She was fired from her job, found her boyfriend in bed with their neighbor, and, as if that wasn’t bad enough, a phone call from her estranged sister came next, telling her that their beloved grandmother had been murdered.  With a heavy heart, Mallory heads home to Tempest, Texas, the small hometown she never planned to revisit. Only, the moment she steps foot in town strange things start happening all around her and she realizes Tempest isn’t the place she thought she remembered at all. Vampires run the local bar, werewolves are on the police force and there's a talking cat in the bookstore!  Turns out, Tempest is a refuge for the supernatural and Mallory is descended from a powerful coven of witches. Her grandmother bound her magic and hid her memories before she left town but with Nana gone, it’s all coming back to her and nobody is more surprised than Mallory when she realizes those memories might be the key to solving her grandmother’s murder.  It’ll take all of Mallory’s newfound magic, some seriously powerful old friends, and one high school crush turned handsome Sheriff, to discover the secrets hidden in her mind and navigate the dangers lurking just out of sight. Can Mallory confront the mysteries of her past and claim her true power, or will the killer claim another victim before she can stop them?  Find out in this cozy paranormal mystery with a touch of romance, a dash of humor, and enough intrigue to keep you guessing until the very end.  *This book does not contain on page swearing, adult sexual situations or gore.*","goodreads:168555623,mobi-asin:B0C6NXVPN7,amazon:B0C6NXVPN7","eng","LFantasia","","","paranormal, Crime & Mystery, Fantasy","Magic, Mayhem & Murder","Subgenero · Cozy mystery, Paranormal · Brujas/Magos, Paranormal · Vampiros, Paranormal · Lobos/Shifters, Ambientacion · Small town, Tono · Cozy/Ligero","Misterio·Thriller·Terror"
"Foul Lady Fortune","Chloe Gong","English.Fantasy.Historical Fantasy, Themes.Fake Marriage, Themes.Enemies to Lovers, Themes.Betrayal, Themes.Assassins, Themes.Spies","Foul Lady Fortune","1.0","From the #1 New York Times bestselling author of These Violent Delights and Our Violent Ends comes the “equal parts intoxicating and dazzling” (Roshani Chokshi, New York Times bestselling author of The Gilded Wolves) first book in a captivating new duology following an ill-matched pair of spies posing as a married couple to investigate a series of brutal murders in 1930s Shanghai. 
It’s 1931 in Shanghai, and the stage is set for a new decade of intrigue. Four years ago, Rosalind Lang was brought back from the brink of death, but the strange experiment that saved her also stopped her from sleeping and aging—and allows her to heal from any wound. In short, Rosalind cannot die. Now, desperate for redemption for her traitorous past, she uses her abilities as an assassin for her country. Code name: Fortune. But when the Japanese Imperial Army begins its invasion march, Rosalind’s mission pivots. A series of murders is causing unrest in Shanghai, and the Japanese are under suspicion. Rosalind’s new orders are to infiltrate foreign society and identify the culprits behind the terror plot before more of her people are killed. To reduce suspicion, however, she must pose as the wife of another Nationalist spy, Orion Hong, and though Rosalind finds Orion’s cavalier attitude and playboy demeanor infuriating, she is willing to work with him for the greater good. But Orion has an agenda of his own, and Rosalind has secrets that she wants to keep buried. As they both attempt to unravel the conspiracy, the two spies soon find that there are deeper and more horrifying layers to this mystery than they ever imagined.
","ff:g/chloe-gong/foul-lady-fortune,isbn:9781665905596,goodreads:60138097,google:8aPTEAAAQBAJ,mobi-asin:704d6fb9-0c7f-4f0a-9b76-f7f0dbf61fdb,amazon:1665905581","eng","LFantasia","","","Fantasy Historical Romance, Romantic Suspense","Foul Lady Fortune","Subgenero · Espionaje/Espias","Misterio·Thriller·Terror"
"Vil dama de la fortuna","Chloe Gong","Español.Fantasía.Fantasía Urbana, Español.Misterio / Thriller.Thriller de Suspense, Temas.Magia/Poderes Ocultos, Temas.Protagonista Femenina Fuerte","Foul Lady Fortune","1.0","Shanghái, 1931: el escenario está preparado para una nueva década de intrigasHace cuatro años, Rosalind Lang fue rescatada del borde de la muerte, pero el extraño experimento que la salvó le impide dormir y envejecer... y también le permite ser capaz de curarse de cualquier herida. En resumen, Rosalind no puede morir. Ahora, desesperada por redimirse de su pasado de traiciones, utiliza sus habilidades como asesina para servir a su país.
Nombre en clave: Fortuna.
Pero cuando el Ejército Imperial Japonés comienza su invasión, la misión de Rosalind da un giro. Una serie de asesinatos provoca disturbios en Shanghái y los japoneses están bajo sospecha. Las nuevas órdenes de Rosalind consisten en infiltrarse en la sociedad extranjera e identificar a los culpables del complot terrorista antes de que mueran más compatriotas.
Sin embargo, para reducir las sospechas, debe hacerse pasar por la esposa de otro espía nacionalista, Orión Hong, y aunque Rosalind encuentra exasperante su actitud...
","google:jLbGEAAAQBAJ,isbn:9786075577456,amazon:B0C8VZYHJH,goodreads:179933837","spa","LFantasia","","","Español.Fantasía.Fantasía Histórica, Español.Misterio / Thriller.Misterio Histórico, Español.Romance.Romance Histórico, Temas.Agente Encubierto, Temas.De Enemigos a Amantes, Temas.Novios Falsos, Temas.Retelling","Vil dama de la fortuna","","Fantasía"
"Paranormal University Complete Series Omnibus","Michael Anderle & Jace Mitchell","English.Fantasy.Urban Fantasy, Themes.Magical Academy, Themes.Supernatural Invasion, Themes.Found Family, Themes.Fish Out of Water, Themes.Vampires","","1.0","##### **At the University of Paranormal Studies, class is starting.** **Here's your chance to get the entire boxed set of Paranormal University in one fantastic omnibus!** **Claire just received her letter of acceptance despite the fact that she didn’t apply. Why does the university want her?** Because ghosts, vampires, werewolves, elves, dragons…They exist, and more are crossing into our world every day. The problem? Many of them want to kill us.  **Claire has a rare ability to actually see these creatures. See? Heck, her best friend is a drunk leprechaun.** Coming from a small town, Claire thought her future prospects were flipping chicken at the local fast food joint. Now she’s traveling to Boston, where she’ll learn how to fight this ‘mythological invasion’. She never thought she’d be in a class called Vampires 101 but…  Claire’s a soldier in this new war – she will be humanity’s most dangerous asset.  **And if Claire and her classmates fail? If they don’t learn fast enough and fight hard enough?** **Well, graduation won’t matter too much when the world is reduced to ashes.** Scroll up and click "" **Buy Now** "" or "" **Read for Free**.""","ff:a/michael-anderle/paranormal-university-complete-series-omnibus,mobi-asin:B08JTNR95F","eng","LFantasia","","","English.Fantasy.Urban Fantasy, English.Fantasy.Children's/Young Adult Fantasy, Themes.Magical/Supernatural Academy, Themes.Superpowers, Themes.Chosen One","Paranormal University Complete Series Omnibus","","Fantasía"
"Sentinals Awaken","Helen Garraway","English.Fantasy.High Fantasy, Themes.Chosen One, Themes.Prophecy, Themes.Betrayal, Themes.Living Trees, Themes.Gods","Sentinals","1.0","As a three thousand-year-old threat reemerges, only one man has the power to awaken the world’s greatest protectors and restore order to the realm. He just doesn’t know it yet.   
When Jerrol Haven, a captain in the King’s Rangers, discovers treason at the highest level, he knows immediately that the knowledge puts his life at risk. And indeed, though he expected the ailing King to shield him, the ambitious Crown Prince sentences Jerrol to death. What hold does the Prince have over his weakened father, and who or what is he protecting?   
As Jerrol flees for his life, he is rescued by the enigmatic Lady Leyandrii, a goddess who, according to legend, once saved the land of Remargaren from malevolent wild magic users known as the Ascendants by raising a veil to nullify their power and exiling them. Now, with signs that her veil is weakening and the Ascendants are creeping back into power, she has returned and is in dire need of Jerrol’s help. For though he doesn’t know it, Jerrol possesses a rare gift: By chance, he touches a revered Sentinal tree and awakens Birlerion, one of the Lady’s personal guard who have been sleeping in the strange, tall trees since they were last called to battle.   
Aided by Birlerion and an old friend, Jennery, Jerrol begins his journey to help Lady Leyandrii save Remargaren once more. But time is running out: As it was with the King, the old guard Lords are everywhere being usurped, attacked, and assassinated, while their heirs behave strangely and refuse to honour the Lady as Remargarens have done for millennia. Jerrol must unravel the mystery of the Ascendants’ return, stop the sinister force that is dividing good families through bloodshed and betrayal, and rescue the King—and his troubles are only just beginning.   
Sentinals Awaken is the first book in the saga of Remargaren, a vibrant, ancient world of high fantasy suffused with magic and adventure.
","ff:g/helen-garraway/sentinals-awaken,goodreads:55696308,amazon:B08JQJZKKC,mobi-asin:B08JQJZKKC","eng","LFantasia","","","","Sentinals Awaken","","Fantasía"
