title,authors,comments,tags,languages,library_name,series,series_index,#language_code,#info,#world,#clasificacion,#subtitle,#subjects,#libreria,#confianza_ia,#motivo_ia,#serie_ia,#serie_ia_index
"Dos cafés y una aventura","Ana Álvarez","**Amor, intriga, aventuras, riesgo, la segunda entrega de la bilogía «Dos más dos» hará que te emociones y que no puedas dejar de leer la apasionante historia de César y Mónica.** **Una mujer de armas la gemela intrépida, ávida de aventuras.** **Un hombre adicto al riesgo que, además, apaga el fuego de chicas preciosas.** Una combinación explosiva cuando se juntan que se puede convertir en la pareja perfecta si logran eliminar algunos escollos.  **César** es bombero y adicto al riesgo y desde que la conoció se siente atraído por la gemela de su cuñada.  **Mónica** es la hermana peligrosa, divertida, sexi y el tipo de mujer capaz de seguirle en todas sus aventuras.  Pero, aunque ella siente lo mismo, el hecho de que sea parte de la familia la hace reacia a iniciar una relación con él más allá de la amistosa. César tendrá que volverse imaginativo y ofrecerle algo que nunca haya vivido antes para que baje la guardia.  **Los lectores han** **«U** na historia bonita, romántica, tierna, divertida y también muy emotiva. Una historia de dos personas que se enamoran pero que no quieren lo mismo, uno luchará por no entregar su corazón y el otro intentará conquistarlo». Blog Los libros de Maribel  «En este libro encontramos mucha pasión, unos personajes principales que enamoran y que te sacarán de tus casillas en algunos momentos, algo de acción y un toque de drama donde te darás cuenta de lo importante que es decir las cosas que sientes en su momento, porque a veces cuando menos te lo esperas ya es tarde». @mecaienunlibro (vía Instagram)  «Aquí hay aventura, hay deseos de conquistar a una mujer (babearás). Hay pasión, sexo, celos, angustia, dolor, cariño fraternal, ternura, emoción y como no, toneladas y toneladas de AMOR. GRACIAS ANA ÁLVAREZ. De mis favoritas entre todas mis favoritas. Esperando de nuevo con ansias una nueva historia».  «Como siempre increíble, pero ésta más. Muy diferente a lo que me tiene acostumbrada mucho más atrevida y calentita pero, sin duda, con el sello de Ana. Una historia preciosa y con unos momentos muy duros en los que se te encoge el corazón».  «Me proclamo fiel seguidora de Ana Álvarez. Después de haber leído la nueva biología, os comento que me han encantado».","Dinamica · Familia encontrada, Dinamica · Grumpy/Sunshine, Genero · Romance contemporaneo, Subgenero · Policiaco/Detective","spa","LRomance","Dos más dos","2.0","spa","","","Arquetipo · Bombero, Dinamica · Prohibido, Dinamica · Amigos a amantes","","","Romance contemporáneo","95","Bombero adicto al riesgo y gemela de su cuñada; relación prohibida por lazos familiares; contemporáneo.","Dos más dos","1.0"
"Ella, él… y el danés","Ana Álvarez","**¿Puede haber una segunda oportunidad para una primera impresión?** **Una divertidísima novela repleta de amor y emoción que, una vez más, hará las delicias de las fans de la autora y entusiasmará a sus nuevas lectoras.** Cristina tiene ocupadas todas las horas del día. Trabaja de la mañana a la noche en una inmobiliaria, es guía turística y también oficiante de bodas en sus ratos libres.  Eric es alegre, cariñoso y divertido. Vive entregado a su trabajo como fisioterapeuta en un hospital y a sus treinta y cuatro años no ha tenido ninguna relación seria.  Ambos se conocen a través de una página de internet y el desafortunado malentendido que se produce en el primer encuentro ocasiona un enfrentamiento difícil de superar.  Aunque lo que más desean es perderse de vista, la frenética actividad laboral de Cristina da lugar a un accidente que hace que su vida y la de Eric se crucen de nuevo. Él tendrá que recurrir entonces no solo a su experiencia profesional, sino también a toda su paciencia e imaginación para que ella le perdona y olvide atrás el desastre de la primera cita.  **En los blogs...** «Como ya he dicho antes me reí muchísimo al principio de la novela pero continua así a lo largo de toda la historia. Además, la autora al final lo ha combinado con un toque de misterio que ha hecho que me mantuviese pegada a la historia ya que quería descubrir que es lo que pasaba.» Blog Adictas Romántica  «Ana Álvarez me ha conquistado por completo. Si me gustó ¿Solo Amigos?, ésta me ha parecido una completa delicia. Sinceramente lo tiene todo para gustar al lector, es una novela divertida, emotiva, romántica, con mucha frescura y completamente adictiva, pues una vez la empiezas, no puedes dejar de leerla atrapándote sin remedio.» Blog Promesas de amor  «Atrévete a conocer esta historia que contiene los siguientes amor, amistad y grandes cantidades de risas. [...] La pluma de Ana Álvarez es muy fresca y sus historias y personajes son muy reales porque es muy fácil empatizar con ellos. Sus novelas tienen los ingredientes necesarios para disfrutar de una lectura maravillosa y donde los momentos divertidos están asegurados.» Blog Aprovecha la vida cada día  «Solo deciros que no os perdáis esta nueva novela de Ana Álvarez. Quienes ya la habéis leído, repetiréis sin duda (Ana es adictiva), y quienes aún no lo habéis hecho os aseguro que este es un buen libro para conocer a esta autora. Ah, y al final, sí, vais a saber lo que es «el danés». Y os va a encantar.» Blog Novelaromantica-criticas  «Una comedia romántica que disfrutarás desde la primera página, de lectura rápida y muy divertida. Una historia innovadora y original que nunca antes habrás leído, y sobre todo que te hará llorar de risa, que muchas veces lo necesitamos.» Blog Sintiendo sus páginas  «Ufff, una maravilla de historia, que viene de la mano de una escritora que tiene la capacidad de sorprender, que aunque hayas leído todas sus novelas sie","Dinamica · Grumpy/Sunshine, Dinamica · Matrimonio fingido/conveniencia, Dinamica · Proximidad forzada, Dinamica · Segunda oportunidad, Tono · Cozy/Ligero","spa","LRomance","","1.0","spa","","","Dinamica · De odio a amor/Bully, Dinamica · Proximidad forzada, Dinamica · Segunda oportunidad","","","Romance contemporáneo","95","Primera cita desastrosa, luego accidente los reúne; enfrentamiento inicial y cercanía forzada; contemporáneo.","",""
"La chica que se subía a los árboles","Ana Álvarez","**Romance, ternura, y pasión en una novela divertida, amena y muy emocionante.** **Otra magnífica historia de mano de Ana Álvarez.** Don se desplaza de Alemania a Cornualles para dirigir la naviera de un amigo de su padre. Cuando llega a su destino encuentra a una de las hijas de este, Karin, que en las fotos siempre aparecía con las rodillas despellejadas...  **Convertida en una bella e inteligente mujer que recorre el mundo realizando documentales de denuncia.** **Los lectores han dicho...** «Como siempre,me encantan todas sus historias y esta no podía ser menos, recomendada 100%.»  «Ana Alvarez nunca defrauda, ¡¡Muy recomendable!!»","Dinamica · Grumpy/Sunshine, Dinamica · Padre/Madre soltero/a, Dinamica · Proximidad forzada, Genero · Romance contemporaneo","eng","LRomance","","1.0","eng","","","Dinamica · Amigos a amantes, Dinamica · Segunda oportunidad, Ambientacion · Small town","","","Romance contemporáneo","95","Reencuentro en Cornualles con viejo amigo de la infancia; ella documentalista aventurera; contemporáneo.","",""
"La Serpiente Peluda","Ana Álvarez","Cuando Leticia era una adolescente estaba enamorada de Oliver, el hermano de su mejor amiga. Para su enorme tristeza, tuvo que marcharse con su familia a otra ciudad, pero antes de despedirse prometió que cuando volviera sería una mujer guapa y segura de sí misma y que se casaría con él. Ya no sería más esa niña fea y torpe a la que en el colegio llamaban la Serpiente peluda.  Siete años después, Leticia vuelve convertida en una chica preciosa, aunque sigue siendo un tanto torpe... y el primer encuentro con el chico de sus sueños no puede ser más desastroso.  Oliver, es un hombre hosco, gruñón y un soltero empedernido reacio al compromiso. Sin embargo, se ve atrapado por el encanto de Leticia y su empeño en conquistarle, debatiéndose entre la obligación de sacarla de los muchos líos en los que se mete y lo que, en contra de sus deseos, poco a poco empieza a sentir por ella.  Un libro divertido, lleno de situaciones cómicas, pero también de mucha ternura, escrito por la polifacética autora de las exitosas novelas Miscelánea y ¿Solo amigos?","Dinamica · Amigos de la infancia, Dinamica · Grumpy/Sunshine, Temas.Hermana/o del Mejor Amigo, Tono · Cozy/Ligero, Tono · Maldicion/Transformacion","spa","LRomance","","1.0","spa","","","Dinamica · Grumpy/Sunshine, Dinamica · Segunda oportunidad, Arquetipo · Bad boy","","","Romance contemporáneo","95","Ella vuelve transformada para conquistar a su amor juvenil hosco; contemporáneo con comedia y ternura.","",""
"Robaré Todos Tus Besos","Ana Álvarez","No puedes perderte esta emocionante segunda entrega de la bilogía Ladrón de guante blanco.  Él era frío como el hielo y ella se empeñó en demostrarle lo contrario…  Adrián y Lucas eran el equipo perfecto: los mejores ladrones de guante blanco de Europa. Pero cuando Lucas se enamora, decide dejar atrás no solo la tradición familiar, sino devolver todo lo robado de manera anónima. Ahora Adrián debe decidir si seguir solo en el negocio o dejarlo. Pero antes tiene que salvar el cuello a Lucas, pues se sospecha que una de las joyas devueltas, un valioso brazalete, es, en realidad, falsa, así que se embarca en el mismo crucero que la dueña de la joya, dispuesto a desenmascararla.  Diana, una rica heredera experta en gemología, es contratada por una compañía de seguros para descubrir la identidad del ladrón redimido y verificar la autenticidad o falsedad deun brazalete robado años atrás, por lo que sigue los pasos de la dueña para averiguar si quiere estafar a la aseguradora y no devolver la indemnización.  Diana y Adrián se conocieron un año antes en un desfile de moda y cuando coinciden en un crucero, sin saber que ambos van tras el mismo objetivo, ella se dedica a sacar de sus casillas al frío hombre de negocios por el que se siente atraída; a él le intriga la mujer divertida y chispeante que pretende desordenar continuamente su bien planificada existencia.  Una arrebatadora historia de amor y pasión en la que un brazalete de rubíes los unió y... el destino hizo el resto.","Arquetipo · Billonario/CEO, Dinamica · Prohibido, Genero · Romance contemporaneo, Tono · Morally grey/Antiheroe","spa","LRomance","Ladrón de guante blanco","2.0","spa","","","Dinamica · Enemigos a amantes, Dinamica · Proximidad forzada, Subgenero · Heist/Atraco","","","Romance contemporáneo","95","Ladrón y gemóloga se cruzan en un crucero con el mismo objetivo; romance con ambiente de atraco.","Ladrón de guante blanco","1.0"
"Luces y sombras","Ana Álvarez","Lucía es enfermera, y empujada por su amiga íntima acepta un trabajo temporal en un centro de deportes de riesgo en la Sierra de Gredos. El lugar está gestionado por la familia Navas y cada uno de los cuatro hijos lleva una parte de las actividades.   Nada más llegar allí, Lucía se topa con Álvaro, el mayor de los hermanos; un hombre desagradable, hosco y con un pasado turbulento que profesa una intensa animadversión contra las mujeres desde su separación matrimonial.   Solo la hija de este, la pequeña Berta, logrará un acercamiento entre ambos, lo que hará que Lucía descubra que él no es lo que aparenta... y quizá tampoco sea cierto lo que se cuenta de él.","Arquetipo · Deportistas, Dinamica · Grumpy/Sunshine, Dinamica · Proximidad forzada, Genero · Romance contemporaneo","spa","LRomance","","1.0","spa","","","Dinamica · Grumpy/Sunshine, Dinamica · Proximidad forzada, Dinamica · Padre/Madre soltero/a","","","Romance contemporáneo","95","Enfermera y hombre gruñón con hija; trabajan juntos en centro de aventura; contemporáneo.","",""
"Miscelánea","Ana Álvarez","Para llegar al puesto de redactora en una editorial, Victoria ha tenido que vivir dedicada por entero al periodismo, ser muy estricta consigo misma y esconder sus encantos tras un elaborado disfraz.  Ahora, tras años de duro trabajo y a base de mucho esfuerzo y sacrificio, está a punto de lograr la dirección de la nueva revista Miscelánea. Sin embargo, por imposición de su jefe tiene que dirigir la publicación con Julio, un conocido millonario con fama de playboy y la clase de hombre que ella aborrece por encima de todo.  Desde el momento en que se conocen se desata entre ambos una guerra sin cuartel en la que la rivalidad, las discrepancias, las arduas disputas y la irresistible atracción mutua, van mucho más allá del terreno profesional.","Arquetipo · Billonario/CEO, Dinamica · Enemigos a amantes, Dinamica · Malentendido/Falta de comunicacion, Genero · Romance, Tono · Cozy/Ligero","spa","LRomance","","1.0","spa","","","Dinamica · Enemigos a amantes, Dinamica · Romance de oficina, Arquetipo · Billonario/CEO","","","Romance contemporáneo","95","Rivalidad profesional en una revista; él millonario playboy, ella periodista estricta; contemporáneo.","",""
"Sin Derecho a Roce","Ana Álvarez","**Un matrimonio con fecha de caducidad.** **Un hombre reacio a entregar su corazón.** **Una convivencia sin derecho a roce.** **Vuelve Ana Álvarez con otra apasionante y divertida historia.** **Repleta de tensión sexual, Sin derecho a roce es lo que todos estabais esperando.** Marcos aspira a un ascenso para el cual el requisito es estar casado, pero una esposa es lo último que desea en su vida.  Irene se ve de la noche a la mañana sin familia y sin recursos. Necesita con urgencia un trabajo y una amiga le envía a Marcos su currículum, pero ante la evidente falta de preparación de la joven, este decide arriesgarse y proponerle un matrimonio de conveniencia hasta que su jefe se jubile, a cambio de una sustanciosa cantidad de dinero.  Irene acepta con la condición de excluir el sexo del acuerdo.  **Los lectores han dicho...** «Me ha encantado!! No he podido parar de leerlo perdiendo horas de sueño!!»  «Sólo un pero a la historia... se me ha hecho corta. Ana eres genial»  «Es una de mis escritoras favoritas, este libro lo he tocado con calma, le he querido saborear y disfrutar, he teñido momentos en los que se me saltaban las lagrimas de la risa y momentos que tenía un nudo en la garganta.»  **En los blogs...** «Los momentos con el cerrojo, la llamada telefónica, la oca... han sido increíbles, se me saltaban las lágrimas de la risa. Ana Álvarez ha creado una historia repleta de sentimientos, pasión, humor, giros inesperados en la trama y que también habla de una realidad que, desgraciadamente, muchas personas en nuestro país están viviendo hoy en dia.» Blog Leemos juntos","Dinamica · Matrimonio fingido/conveniencia, Dinamica · Proximidad forzada, Genero · Romance contemporaneo","spa","LRomance","","1.0","spa","","","Dinamica · Matrimonio fingido/conveniencia, Dinamica · Proximidad forzada, Dinamica · Prohibido","","","Romance contemporáneo","95","Matrimonio de conveniencia sin sexo; convivencia forzada y tensión sexual; contemporáneo.","",""
"Moonlight Sins","Jennifer L. Armentrout","New York Times bestselling author Jennifer L. Armentrout delivers the unforgettable story of a woman whose new life has just begun—but may end in murder . . .  Julia Hughes has always played it safe until she learned a very painful lesson. Now Julia’s starting over with a job in the Louisiana bayou—and a scorching encounter with a stranger, only to discover he’s Lucian de Vincent . . . her new employer. The de Vincent brothers share a massive fortune and a dark reputation. Julia cares for their troubled sister, but a menacing presence in the mansion—and the ever-present temptation of Lucian—prove dangerously distracting.  Lucian’s grandmother claimed de Vincent men fall in love once—and hard. Apparently, it’s Lucian’s turn. Julia’s compassionate care of his twin makes Lucian want to lay himself bare. But some secrets are better for Julia not to know.  The recent “suicide” of Lucian’s father is the latest in a string of deaths on the estate. Someone is eliminating the de Vincents. And the best way to get to Lucian may be through Julia. . . .","Ambientacion · Small town, Dinamica · Hermano del mejor amigo/a, Genero · Misterio/Thriller, Genero · Romance, Genero · Romance contemporaneo, Tono · Picante/Erotico","eng","LRomance","de Vincent","1.0","eng","","","Tono · Oscuro, Ambientacion · Small town","","","Paranormal","95","Misma serie De Vincent, elementos sobrenaturales (maldición, presencia amenazante) en mundo real.","de Vincent","1.0"
"Moonlight Scandals","Jennifer L. Armentrout","It takes a fearless woman to love the most scandalous man alive in New York Times Bestselling Author Jennifer L. Armentrout’s breathtaking novel  Even a ghost hunter like Rosie Herpin couldn’t have foreseen the fateful meeting between two mourners that has brought her so intimately close to the notorious and seductive Devlin de Vincent. Everyone in New Orleans knows he’s heir to a dark family curse that both frightens and enthralls. To the locals, Devlin is the devil. To Rosie, he’s a man who’s stoking her wildest fantasies. When a brutal attack on her friend is linked to the de Vincents, he becomes a mystery she may be risking her life to solve.  Devlin knows what he wants from this sexy and adventurous woman. But what does Rosie want from him? It’s a question that becomes more pressing—and more dangerous—when he suspects her of prying into the shadows of his past.  Now, the legends surrounding the de Vincents may not be myths at all. But if she’s to discover the truth, she must follow them straight into the arms of the man she can’t resist—the handsome devil himself.","Ambientacion · Small town, Dinamica · Hermano del mejor amigo/a, Genero · Romance contemporaneo, Tono · Picante/Erotico","eng","LRomance","de Vincent","3.0","eng","","","Tono · Oscuro, Ambientacion · Casa encantada/Fantasmas","","","Paranormal","95","Ambientación en Nueva Orleans real con fantasmas y maldición; romance central con thriller paranormal.","de Vincent","1.0"
"Meet Cute","Jennifer L. Armentrout & Dhonielle Clayton & Katie Cotugno & Jocelyn Davies & Nina Lacour & Emery Lord & Katharine McGee & Kass Morgan & Meredith Russo & Sara Shepard & Nicola Yoon & Ibi Zoboi & Julie Murphy","Whether or not you believe in fate, or luck, or love at first sight, every romance has to start somewhere. MEET CUTE is an anthology of original short stories featuring tales of ""how they first met"" from some of today’s most popular YA authors.  Readers will experience Nina LaCour's beautifully written piece about two Bay Area girls meeting via a cranky customer service Tweet, Sara Shepard's glossy tale about a magazine intern and a young rock star, Nicola Yoon's imaginative take on break-ups and make-ups, Katie Cotugno's story of two teens hiding out from the police at a house party, and Huntley Fitzpatrick's charming love story that begins over iced teas at a diner. There’s futuristic flirting from Kass Morgan and Katharine McGee, a riveting transgender heroine from Meredith Russo, a subway missed connection moment from Jocelyn Davies, and a girl determined to get out of her small town from Ibi Zoboi. Jennifer Armentrout writes a sweet story about finding love from a missing library book, Emery Lord has a heartwarming and funny tale of two girls stuck in an airport, Dhonielle Clayton takes a thoughtful, speculate approach to pre-destined love, and Julie Murphy dreams up a fun twist on reality dating show contestants.  This incredibly talented group of authors brings us a collection of stories that are at turns romantic and witty, epic and everyday, heartbreaking and real.","Ambientacion · Small town, Arquetipo · Rockstar/Celebridad, Dinamica · Amor a primera vista, Formato · Antologia/Relatos, Genero · Romance contemporaneo, Published 2018, Representacion · LGBTQ+, Subgenero · Young adult/Juvenil, Tono · Angst/Drama emocional, Tono · Cozy/Ligero","eng","LRomance","","1.0","eng","","","Dinamica · Amor a primera vista, Tono · Cozy/Ligero","Some People Are Destined to Meet","","Romance contemporáneo","95","Antología de relatos de encuentros románticos contemporáneos, sin fantasía.","",""
"The Problem With Forever","Jennifer L. Armentrout","From #1 New York Times bestselling author Jennifer L. Armentrout comes a riveting new story about friendship, survival and finding your voice  For some people, silence is a weapon. For Mallory ""Mouse"" Dodge, it's a shield. Growing up, she learned that the best way to survive was to say nothing. And even though it's been four years since her nightmare ended, she's beginning to worry that the fear that holds her back will last a lifetime.  Now, after years of homeschooling with loving adoptive parents, Mallory must face a new milestone—spending her senior year at public high school. But of all the terrifying and exhilarating scenarios she's imagined, there's one she never dreamed of—that she'd run into Rider Stark, the friend and protector she hasn't seen since childhood, on her very first day.  It doesn't take long for Mallory to realize that the connection she shared with Rider never really faded. Yet the deeper their bond grows, the more it becomes apparent that she's not the only one grappling with lingering scars from the past. And as she watches Rider's life spiral out of control, Mallory must make a choice between staying silent and speaking out—for the people she loves, the life she wants and the truths that need to be heard.","Arquetipo · Universitario/New adult, Dinamica · Amigos a amantes, Dinamica · Segunda oportunidad, Genero · Romance contemporaneo, Subgenero · Young adult/Juvenil, Tono · Familia disfuncional","eng","LRomance","","1.0","eng","","","Dinamica · Amigos a amantes, Dinamica · Segunda oportunidad, Tono · Trauma/Salud mental, Arquetipo · Universitario/New adult","","","Romance contemporáneo","98","Misma novela que el libro 3, versión original en inglés.","",""
"Till Death","Jennifer L. Armentrout","** *In New York Times bestselling author Jennifer L. Armentrout’s gripping new novel, a young woman comes home to reclaim her life—even as a murderer plots to end it. . .* **  It’s been ten years since Sasha Keaton left her West Virginia hometown . . . since she escaped the twisted serial killer known as the Groom. Returning to help run her family inn means being whole again, except for one missing piece. The piece that falls into place when Sasha’s threatened—and FBI agent Cole Landis vows to protect her the way he couldn’t a decade ago.  First one woman disappears; then another, and all the while, disturbing calling cards are left for the sole survivor of the Groom’s reign of terror. Cole’s never forgiven himself for not being there when Sasha was taken, but he intends to make up for it now . . . because under the quirky sexiness Cole first fell for is a steely strength that only makes him love Sasha more.  But someone is watching. Waiting. And Sasha’s first mistake could be her last.","Dinamica · Proximidad forzada, Dinamica · Segunda oportunidad, Genero · Romance de suspense, Subgenero · Policiaco/Detective, Subgenero · Thriller domestico","eng","LRomance","","1.0","eng","","","Tono · Oscuro, Subgenero · Thriller psicologico","","","Romance contemporáneo","85","Romantic suspense con asesino en serie, romance central, contemporáneo.","",""
"Dream of You","Jennifer L. Armentrout","Abby Erickson isn't looking for a one-night stand, a relationship, or anything that involves any one-on-one time, but when she witnesses a shocking crime, she's thrust into the hands of the sexiest man she's ever seen - Colton Anders. His job is to protect her, but with every look, every touch, and every simmering kiss, she's in danger of not only losing her life but her heart also.","Ambientacion · Small town, Arquetipo · Universitario/New adult, Dinamica · Hermano del mejor amigo/a, Dinamica · Proximidad forzada, Dinamica · Segunda oportunidad, Dinamica · Slow burn, Genero · Misterio/Thriller, jennifer l. armentrout, Tono · Oscuro, Tono · Picante/Erotico, Wait For You","eng","LRomance","Wait for You","4.5","eng","","","Arquetipo · Guardaespaldas, Dinamica · Protector, Tono · Angst/Drama emocional","","","Romance contemporáneo","80","Romance contemporáneo con testigo y protector.","",""
"Forever With You","Jennifer L. Armentrout","In the irresistibly sexy series from #1 *New York Times* bestselling author Jennifer L. Armentrout, two free spirits find their lives changed by a one-night stand…  Some things you just believe in, even if you've never experienced them. For Stephanie, that list includes love. It's out there. Somewhere. Eventually. Meanwhile she's got her job at the mixed martial arts training center and hot flings with gorgeous, temporary guys like Nick. Then a secret brings them closer, opening Steph's eyes to a future she never knew she wanted—until tragedy rips it away.  Nick's self-assured surface shields a past no one needs to know about. His mind-blowing connection with Steph changes all that. As fast as he's knocking down the walls that have kept him commitment-free, she's building them up again, determined to keep the hurt—and Nick—out. But he can't walk away. Not when she's the only one who's ever made him wish for forever . . .","Ambientacion · Small town, Arquetipo · Universitario/New adult, Dinamica · Hermano del mejor amigo/a, Dinamica · Proximidad forzada, Dinamica · Segunda oportunidad, Dinamica · Slow burn, Genero · Romance, Tono · Picante/Erotico","eng","LRomance","Wait for You","5.0","eng","","","Arquetipo · Deportistas, Tono · Angst/Drama emocional, Tono · Picante/Erotico","","","Romance contemporáneo","90","Romance contemporáneo en el mundo del MMA con secretos.","Wait for You","1.0"
"Wait for You Collection","J. Lynn & Jennifer L. Armentrout","<p><strong>The bestselling Wait for You Collection, from #1 New York Times and USA Today Bestseller Jennifer L. Armentrout. </strong></p><p>This bundle includes the following novels:</p><p><strong>WAIT FOR YOU</strong>: Avery Morgansten is trying to escape an event that forever changed her life. The one thing she never planned on was capturing the attention of the one guy who could shatter the precarious future she's building for herself. When the devastating truth comes out, can she resurface this time with one less scar?</p><p><strong>BE WITH ME</strong>: Teresa is having a rough year&#8212;she's in love with Jase, her big brother's best friend, but she hasn't seen him since they shared a mind-blowing kiss. When tragedy strikes and Teresa is suddenly threatened, Jase realizes just how important she is to him. But will it be too late?</p><p><strong>STAY WITH ME</strong>: A daring love story between a solider returning home from Afghanistan, and a young woman dealing with a tragic...","Arquetipo · Universitario/New adult, Dinamica · Hermano del mejor amigo/a, Dinamica · Proximidad forzada, Dinamica · Segunda oportunidad, Tono · Picante/Erotico","eng","LRomance","","1.0","eng","","","Dinamica · Amigos a amantes, Tono · Angst/Drama emocional, Arquetipo · Universitario/New adult","","","Romance contemporáneo","95","Colección de novelas contemporáneas románticas sin elementos sobrenaturales.","Wait for You","1.0"
"Pecados a la Luz de la Luna","Jennifer L. Armentrout","""Julia Hughes nunca se había arriesgado en la vida hasta que aprendió una dolorosa lección. Ahora quiere volver a empezar de cero con un trabajo lejos de su hogar al servicio de los hermanos de Vincent, dueños de una inmensa fortuna... y de una oscura reputación. El nuevo trabajo de Julia consistirá en cuidar de la única hermana del clan que, tras ser hallada en extrañas circunstancias, está en una condición física y mental que nadie puede comprender. Julia no puede permitirse distracciones, pero una presencia amenazante en la mansión y la constante tentación que supone tener al atractivo Lucian de Vincent cerca no son cosas fáciles de ignorar. Lucian es el hermano más joven, el más salvaje e impredecible. Es el eterno soltero de la familia, conocido por sus aventuras dentro y fuera del dormitorio. Y ahora desea a Julia. Hay algo especial en ella, algo que le hace querer abrirse y desnudar sus sentimientos. Pero hay secretos que es mejor dejar enterrados, junto con un pasado que no solo podría acabar con la familia entera, sino que también podría destruir a Julia""--
","Ambientacion · Small town, Genero · Romance, Genero · Romance contemporaneo, Temas.Hermana/o del Mejor Amigo, Tono · Picante/Erotico","spa","LRomance","de Vincent","1.0","spa","","","Tono · Oscuro, Ambientacion · Small town","","","Paranormal","95","Misma obra que Moonlight Sins; versión en español, mismo análisis.","de Vincent","1.0"
"Seducción a la luz de la luna","Jennifer L. Armentrout","Los hermanos de Vincent están de vuelta, y también la intriga que los rodea, en la nueva y candente novela de la autora superventas del New York Times, Jennifer L. Armentrout. . . Nicolette Bresson nunca pensó que volvería al recinto del pantano de los De Vincent. Es donde trabajan sus padres, donde creció Nikki. . . y donde el propio Gabriel de Vincent le rompió el corazón. Sin embargo, aquí está, reemplazando a su madre enferma. Evitar a Gabe debería ser fácil, especialmente cuando Nikki pasa gran parte del tiempo tratando de no ser apuñalada por la espalda por los parásitos maliciosos que frecuentan la mansión. Pero escapar de los recuerdos de Gabe, y mucho menos de su presencia ardiente, es más difícil de lo esperado, especialmente porque parece decidido a estar en el espacio de Nikki tanto como sea posible. Gabriel pasó años golpeándose a sí mismo por su último encuentro con Nikki. Él la había deseado entonces, pero por razones que eran malas para ambos. Las cosas ahora han cambiado. Gabe ve más que una chica a la que conoce desde siempre; ve a una mujer inteligente, talentosa y desgarradoramente hermosa. . . uno que está siendo acechado desde las sombras. Ahora, Gabe hará cualquier cosa para mantener a Nikki a salvo y para evitar que la maldición de Vincent vuelva a golpear.
","Ambientacion · Small town, Genero · Romance, Genero · Romance contemporaneo, Temas.Hermana/o del Mejor Amigo, Tono · Picante/Erotico","spa","LRomance","de Vincent","2.0","spa","","","Dinamica · Segunda oportunidad, Tono · Oscuro","","","Paranormal","95","Retorno a la mansión de Vincent, elementos sobrenaturales (parásitos, acecho) y romance central.","de Vincent","1.0"
"Como el hielo","J. Lynn & Jennifer L. Armentrout","Para Sydney, estar enamorada de Kyler no es nada nuevo. Han sido mejores amigos desde que él la empujó en el patio del colegio y ella le obligó a comerse un pastel de barro… Y fue poco después cuando empezó a sentir algo por él. Entonces, ¿cuál es el problema? Kyler es el chico más guapo de la facultad. Nunca sale con una chica más de un mes seguido, y ya que es su último año en la universidad, Syd no quiere arriesgar su amistad declarándole su amor.
Kyler siempre ha sabido que Syd está totalmente fuera de su alcance. Ella es perfecta. Lo es todo para él. Sin embargo, siempre ha intentado ocultar sus sentimientos por ella. Después de todo, Kyler es el chico impulsivo que toma malas decisiones, y Sid siempre será la única chica que no puede tener.
Pero cuando quedan atrapados en una estación de esquí por una tormenta de nieve, no hay nada que impida que sus sentimientos al rojo vivo salgan a la superficie. ¿Podrá su amistad sobrevivir a la atracción? O mejor aún, ¿podrán sobrevivir ellos? Porque, mientras la nieve cae, alguien está acosándolos, y ese inocente viaje podría cambiar su vida en más de un sentido.
","Arquetipo · Universitario/New adult, Dinamica · Amigos a amantes, Dinamica · Proximidad forzada, Dinamica · Solo una cama, Genero · Romance, Genero · Romance contemporaneo, Subgenero · Young adult/Juvenil","spa","LRomance","Frigid","1.0","spa","","","Dinamica · Amigos a amantes, Dinamica · Proximidad forzada, Tono · Angst/Drama emocional, Arquetipo · Universitario/New adult","","","Romance contemporáneo","90","Romance contemporáneo con trama de amistad que se vuelve amor, ambientado en la actualidad, sin magia.","Wait for You","1.0"
"Como El Fuego","Jennifer L. Armentrout & J. Lynn","En ocasiones, la vida te quema en las manos. 
Andrea nunca sabe qué le apetece más, si besar a Tanner o atizarle un puñetazo. Tanner es un chico guapísimo, de mirada soñolienta y cuerpazo de bombero, pero también un ligón de marca mayor. Cuando están juntos, no pueden pasar más de cinco minutos sin discutir. 
Hasta ahora. 
Tanner sabe que Andrea y él mantienen una tempestuosa relación de amor/odio desde el instante en que cruzaron las miradas, pero le gustaría dejar el odio a un lado para concentrarse en el amor. 
La desea. Hoy. Mañana. 
Pero cuanto más la conoce, más se da cuenta de que Andrea tiene un problema. La chica se tambalea al borde del abismo, y cada vez que intenta aferrarla ella resbala entre sus dedos. Andrea ha perdido el control de su vida, y Tanner no puede hacer nada por rescatarla. Cuando todo se desmorone y ella se precipite a un pozo sin fondo, solo ella podrá rescatarse a sí misma. 
A veces la vida te obliga a trabajar duro para que la historia tenga un final feliz.
","Arquetipo · Universitario/New adult, Dinamica · Amigos a amantes, Dinamica · Proximidad forzada, Dinamica · Solo una cama, Genero · Romance, Genero · Romance contemporaneo, Subgenero · Young adult/Juvenil","spa","LRomance","Frigid","2.0","spa","","","Dinamica · Enemigos a amantes, Arquetipo · Bombero, Tono · Picante/Erotico","","","Romance contemporáneo","98","Relación de amor/odio, protagonista bombero, contemporáneo.","",""
