title,authors,comments,tags,languages,library_name,series,series_index,#language_code,#info,#world,#subjects,#libreria,#confianza_ia,#motivo_ia,#serie_ia,#serie_ia_index
"Shadow Princess","Caroline Peckham & Susanne Valenti","Zodiac Academy 4
The shadows are in my blood.I can feel them crawling through me, slithering under my skin and taking me hostage.   
But the darkness within me, isn't nearly as bad as the darkness that lives around me.   
The four heirs will stop at nothing to destroy the lives of me and my sister.   
But they haven't figured out yet, we're the strongest creatures they've ever known...
","Ambientacion · Academia magica/Dark academia, Dinamica · Enemigos a amantes, Dinamica · Why choose / Haren inverso, Paranormal · Fae/Feerico, Paranormal · Lobos/Shifters, Paranormal · Vampiros, Subgenero · Fantasia urbana, Tono · Oscuro, Tono · Picante/Erotico, Tono · Profecia/Elegido","eng","LRomanceSciFan","Zodiac Academy","4.0","eng","","","","Romantasy","95","Cuarto libro, romance oscuro en mundo mágico.","Zodiac Academy","1.0"
"Cursed Fates","Caroline Peckham & Susanne Valenti","Zodiac Academy 5
After the devastating events at Zodiac Academy, we have to deal with this darker world we're faced with.   
Lionel seeks to hurt us, the Nymphs seek to hurt the entire Fae race, and between all of it, we just have to try and survive each day as it comes.   
I'm afraid of everything falling apart, but it looks like it already has.
","Ambientacion · Academia magica/Dark academia, Dinamica · Why choose / Haren inverso, Paranormal · Fae/Feerico, Paranormal · Lobos/Shifters, Paranormal · Vampiros, Subgenero · Fantasia urbana, Tono · Oscuro, Tono · Picante/Erotico, Tono · Profecia/Elegido","eng","LRomanceSciFan","Zodiac Academy","5.0","eng","","","","Romantasy","95","Quinto libro, continúa romance central.","Zodiac Academy","1.0"
"The Big A.S.S. Party","Caroline Peckham & Susanne Valenti","Zodiac Academy 5.5
Once upon a moon, the wild wind whispered in my ear that the true queens were returning to Solaria and I made it my mission to open up their path to the throne so that they could slip right in like an oily oyster.   
Now, on this most special and wonderous of days, the very day of their birth – I will prove myself to be the most loyal and dependable of their followers. Though of course, Venus is in my chart and Lady Petunia has caught sight of the bothersome barracuda once more.   
Max Rigel is my most sinful of temptations, the shark in the dark who wishes to lure me to his sea cave and I don’t know if I’m Fae enough to resist him for long.   
But one thing is for sure, I will make certain the Vegas get the big A.S.S. party they deserve for their birthday or I’ll die trying. Succulent squids be damned!   
This is a 25k novella set in the world of Solaria during Book 5 of the Zodiac Academy series, Cursed Fates, featuring Geraldine and Max as they attend the party of the century and try to resist the lure of the moon as it pushes them together once more. It’s full of slippery salmons and more buttery bagels than you can shake a stick at and is best read after Cursed Fates.
","Ambientacion · Academia magica/Dark academia, Dinamica · Amigos a amantes, Dinamica · Slow burn, Paranormal · Fae/Feerico, Paranormal · Lobos/Shifters, Paranormal · Vampiros, Subgenero · Fantasia urbana, Tono · Picante/Erotico, Tono · Profecia/Elegido","eng","LRomanceSciFan","Zodiac Academy","5.5","eng","","","","Romantasy","95","Novela corta dentro de la serie, misma ambientación y romance.","Zodiac Academy","1.0"
"Fated Throne","Caroline Peckham & Susanne Valenti","Zodiac Academy 6
Fate has torn us apart and sometimes I believe the stars have given up on us altogether.   
Without my sister, the world seems darker than ever before and the shadows loom thicker, rising up to answer the call of the Shadow Princess and changing the face of Solaria for good.   
Now Lionel Acrux has the strength to make a move for the throne, Im not sure how much time we have left to stop him.   
Our only hope is to find the Imperial Star before he does. We made the sacrifice the stars called for and were paying the price for that decision so it cant be for nothing.   
But with the stars turning against us at every move, and the last light in the world seeming to fade, Im afraid were almost out of time.   
Hope is a dangerous thing. Its the key to us fighting on. But it could be what destroys us in the end.   
One thing is for certain, I wont stop until I have been reunited with my other half and together we will fight to take our crowns.   
A war is coming.   
The throne is calling for a new monarch. And someone must answer its call.
","Ambientacion · Academia magica/Dark academia, Ambientacion · Corte/Intriga palaciega, Dinamica · Why choose / Haren inverso, Paranormal · Fae/Feerico, Paranormal · Lobos/Shifters, Paranormal · Vampiros, Subgenero · Fantasia urbana, Tono · Oscuro, Tono · Picante/Erotico, Tono · Profecia/Elegido","eng","LRomanceSciFan","Zodiac Academy","6.0","eng","","","","Romantasy","95","Sexto libro, romance central en guerra por el trono.","Zodiac Academy","1.0"
"House of Earth and Blood","Sarah J. Maas","Crescent City #1
Bryce Quinlan had the perfect life—working hard all day and partying all night—until a demon murdered her closest friends, leaving her bereft, wounded, and alone. When the accused is behind bars but the crimes start up again, Bryce finds herself at the heart of the investigation. She’ll do whatever it takes to avenge their deaths. Hunt Athalar is a notorious Fallen angel, now enslaved to the Archangels he once attempted to overthrow. His brutal skills and incredible strength have been set to one purpose—to assassinate his boss’s enemies, no questions asked. But with a demon wreaking havoc in the city, he’s offered an irresistible deal: help Bryce find the murderer, and his freedom will be within reach. As Bryce and Hunt dig deep into Crescent City’s underbelly, they discover a dark power that threatens everything and everyone they hold dear, and they find, in each other, a blazing passion—one that could set them both free, if they’d only let it. 
","Dinamica · Familia encontrada, Dinamica · Protector, Dinamica · Proximidad forzada, Dinamica · Slow burn, Paranormal · Angeles y demonios, Paranormal · Fae/Feerico, Subgenero · Fantasia urbana, Tono · Morally grey/Antiheroe, Tono · Oscuro, Tono · Picante/Erotico, Tono · Venganza","eng","LRomanceSciFan","Crescent City","1.0","eng","","","","Romantasy","98","Igual que #3, versión original en inglés.","Crescent City","1.0"
"Demon's Delight","Yasmine Galenorn","Wedding bells are in the air...  It’s the most wonderful time of the year, and Bedlam is swamped in both snow and manic joy. Maddy and Sandy are planning a double wedding on New Year’s Eve, and they have the winter solstice ritual to plan as well. It seems like the entire town is wired on espresso, and the sheriff is up to her ears in drunken brawls and spells gone wrong, leading to all sorts of the wrong type of chaos. But when a long lost love from Maddy's past shows up, can Maddy and Aegis make it to the altar?  Reading Order for the Bewitching Bedlam Series  0: The Wish Factor (short story)    .5: Blood Music (novella)    1: Bewitching Bedlam    1.5A: Blood Vengeance (novella)    1.5B: Tiger Tails (novella)    2: Maudlin's Mayhem    3: Siren's Song    4\. Witches Wild    5\. Casting Curses    6\. Demon's Delight    Anthology: Bedlam Calling","Ambientacion · Small town, Dinamica · Familia encontrada, Dinamica · Segunda oportunidad, Paranormal · Brujas/Magos, Paranormal · Vampiros, Subgenero · Fantasia urbana, Tono · Cozy/Ligero, Tono · Picante/Erotico","eng","LRomanceSciFan","Bewitching Bedlam","6.0","eng","","","","Paranormal","95","Misma serie.","Bewitching Bedlam","1.0"
"Starlight Web","Yasmine Galenorn","Moonshadow Bay where magic lurks in the moonlight, and danger hides in the shadows. One month before January Jaxson turns 41, her husband ditches her for a trophy wife. Adding insult to injury, he steals the business she helped build, and kicks her out during the holidays.So when her best friend Ari suggests she move back to Moonshadow Baya quirky, magical town near Bellingham WAJanuary decides to take the plunge.  Born into a family of witches, January accepts a job at Conjure Ink, a paranormal investigations website. The job’s right up her alley but she doubts that everything reported to Conjure Ink really exists. That is, until she’s sent out on her first case. An abandoned asylum once housed a murderer, who killed an entire family one Yuletide Eve. It’s rumored that every December he returns to haunt the woodland around the asylum, seeking to add new members to his supernatural family.  January’s sure it’s an urban legend, but when new victims show up with no logical explanation for their deaths, Conjure Ink sends her in to investigate. Now, January must not only navigate the new life she’s trying to build, but the paranormal beasties she’s sent out to explore, as well as a hot new neighbor, who seems to be hiding a shadowed past of his own.  Reading Order of Series:   1\. Starlight Web   2\. Midnight Web   3\. Conjure Web   4\. Harvest Web   5\. Shadow Web","Ambientacion · Small town, Dinamica · Segunda oportunidad, Paranormal · Brujas/Magos, Paranormal · Lobos/Shifters, Paranormal · Vampiros, Subgenero · Fantasia urbana, Tono · Cozy/Ligero","eng","LRomanceSciFan","Moonshadow Bay","1.0","eng","","","","Misterio·Thriller·Terror","80","Protagonista bruja investiga fenómenos paranormales en un pueblo mágico; romance secundario, el misterio es central.","Moonshadow Bay","1.0"
"Sun Broken","Yasmine Galenorn","Life isn't easy when you bear the mark of the Silver Stag...  Typhon, the Father of Dragons, is rising, and in his wake so are throngs of the departed. Amid the fallout, a serial killer emerges, targeting necromancers, psychics, and anyone dealing with the dead. Ember and the Wild Hunt head out on the trail of the killer, only to find themselves drawn into the dark underbelly of the Vampire Nation as they try to prevent the assassin from striking again. But the killer’s far more dangerous than anyone predicted, and now he’s got his sights set on his next target—Raven BoneTalker. Can Ember and Herne keep her safe, or will the killer slide beneath their radar and claim Raven as his next victim?  Series Reading Order:   1\. The Silver Stag   2\. Oak & Thorns   3\. Iron Bones   4\. A Shadow of Crows   5\. The Hallowed Hunt   6\. The Silver Mist   7\. Witching Hour (An Ante-Fae Adventure)   8\. Witching Bones (An Ante-Fae Adventure)   9\. A Sacred Magic   10\. The Eternal Return   11\. Sun Broken   12\. Witching Season (An Ante-Fae Adventure) --Coming Soon   13\. Autumn's Bane (Coming Soon)","Ambientacion · Mundo dentro de otro, Dinamica · Familia encontrada, Dinamica · Protector, Genero · Fantasia, Paranormal · Fae/Feerico, Paranormal · Lobos/Shifters, Paranormal · Magia, Subgenero · Aventura/Quest, Subgenero · Fantasia urbana, Subgenero · Mitologia, Subgenero · Romantasy, Tono · Oscuro, Tono · Picante/Erotico","eng","LRomanceSciFan","The Wild Hunt","11.0","eng","","","","Paranormal","95","Retorno a la trama principal; Typhon despierta y la relación sigue evolucionando.","Wild Hunt","1.0"
"Autumn's Bane","Yasmine Galenorn","Life isn’t easy when you bear the mark of the Silver Stag.  The Father of Dragons has returned to the world and all hell is breaking loose. A shadow dragon has let loose a group of vrykos—undead creatures who are cunning, hungry, and looking to feed on the living. In the midst of the chaos, Ember finds herself facing a major decision brought on by a twist in her status with the Queen of Dark Fae.  But when the shadow dragon drags her friend Viktor, the half-ogre, into the world of the dead, Ember must journey to the Underworld to rescue him. Will she be able to save Viktor before it’s too late? Or will she lose her own soul to the armies of the dead?  Reading Order of the Series:   1\. The Silver Stag   2\. Oak & Thorns   3\. Iron Bones   4\. A Shadow of Crows   5\. The Hallowed Hunt   6\. The Silver Mist   7\. Witching Hour (An Ante-Fae Adventure)   8\. Witching Bones (An Ante-Fae Adventure)   9\. A Sacred Magic   10\. The Eternal Return   11\. Sun Broken   12\. Witching Moon (An Ante-Fae Adventure)   13\. Autumn's Bane   14\. Witching Time (upcoming)","Ambientacion · Mundo dentro de otro, Dinamica · Familia encontrada, Dinamica · Protector, Genero · Fantasia, Paranormal · Fae/Feerico, Paranormal · Lobos/Shifters, Paranormal · Magia, Subgenero · Aventura/Quest, Subgenero · Fantasia urbana, Subgenero · Mitologia, Subgenero · Romantasy, Tono · Oscuro, Tono · Picante/Erotico","eng","LRomanceSciFan","The Wild Hunt","13.0","eng","","","","Paranormal","95","Dragón de sombras y rescate en el inframundo; el romance sigue siendo hilo importante.","Wild Hunt","1.0"
"A Stitch in Time","Kelley Armstrong","Thorne Manor has always been haunted… and it has always haunted Bronwyn Dale. As a young girl, Bronwyn could pass through a time slip in her great-aunt's house, where she visited William Thorne, a boy her own age, born two centuries earlier. After a family tragedy, the house was shuttered and Bronwyn was convinced that William existed only in her imagination.  Now, twenty years later Bronwyn inherits Thorne Manor. And when she returns, William is waiting.  William Thorne is no longer the boy she remembers. He’s a difficult and tempestuous man, his own life marred by tragedy and a scandal that had him retreating to self-imposed exile in his beloved moors. He’s also none too pleased with Bronwyn for abandoning him all those years ago.  As their friendship rekindles and sparks into something more, Bronwyn must also deal with ghosts in the present version of the house. Soon she realizes they are linked to William and the secret scandal that drove him back to Thorne Manor. To build a future, Bronwyn must confront the past.","Ambientacion · Casa encantada/Fantasmas, Ambientacion · Portal a otro mundo/Isekai, Ambientacion · Viaje en el tiempo, Dinamica · Amigos a amantes, Dinamica · Prohibido, Dinamica · Proximidad forzada, Dinamica · Segunda oportunidad, Tono · Familia disfuncional, Tono · Gotico","eng","LRomanceSciFan","A Stitch in Time","1.0","eng","","","","Paranormal","90","Viaje en el tiempo y fantasmas en casa encantada; romance central en Tierra reconocible.","",""
"Vicious Fae","Caroline Peckham & Susanne Valenti","**The King will fall.** While I continue my hunt for the Fae who killed my brother, I have to try to keep my heart away from the vicious boys who could be responsible for his death.  But as my investigation leads me down a dangerous road and answers seem closer than ever before, I'm whisked away to the elite school, Zodiac Academy, with the four Kings, and my heart becomes more vulnerable than ever.  There are so many secrets left to uncover, and I sense something terrible is about to come to light.  But I’m in so deep to this dangerous labyrinth, what if this road only ends in blood?","Ambientacion · Academia magica/Dark academia, Dinamica · De odio a amor/Bully, Dinamica · Enemigos a amantes, Dinamica · Why choose / Haren inverso, Paranormal · Fae/Feerico, Paranormal · Lobos/Shifters, Paranormal · Vampiros, Subgenero · Fantasia urbana, Tono · Oscuro, Tono · Picante/Erotico, Tono · Venganza","eng","LRomanceSciFan","Ruthless Boys of the Zodiac","3.0","eng","","","","Romantasy","90","Investigation continues; romance central; invented world.","Ruthless Boys of the Zodiac","1.0"
"De sangre y cenizas","Jennifer L. Armentrout","""Apasionante y con una acción trepidante, De sangre y cenizas es una fantasía adictiva e inesperada, perfecta para los lectores de Sarah J. Maas. UNA DONCELLA... Elegida desde su nacimiento para dar comienzo a una nueva era, la vida de Poppy nunca le ha pertenecido. La vida de la Doncella es solitaria. Jamás la tocarán. Jamás la mirarán. Jamás le hablarán. Jamás sentirá placer. Mientras espera el día de su Ascensión, preferiría estar con los guardias luchando contra el mal que se llevó a su familia que preparándose para que los dioses la encuentren lo bastante digna. Pero la elección nunca ha sido suya. UN DEBER... El futuro del reino entero recae sobre los hombros de Poppy, algo que ni siquiera está demasiado segura de querer para ella. Porque la Doncella tiene corazón. Y alma. Y deseo. Y cuando Hawke, un guardia de ojos dorados que ha jurado garantizar su Ascensión, entra en su vida, el destino y el deber se entremezclan con el deseo y la necesidad. Él incita su ira, hace que se cuestione todo aquello en lo que cree y la tienta con lo prohibido. UN REINO... Abandonado por los dioses y temido por los mortales, un reino caído está resurgiendo, decidido a recuperar lo que cree que es suyo mediante la violencia y la venganza. Y a medida que la sombra de los malditos se acerca, la línea entre lo prohibido y lo correcto se difumina. Poppy no solo está a punto de perder el corazón y ser considerada indigna por los dioses, sino que también está a punto de perder la vida cuando los ensangrentados hilos que mantienen unido su mundo empiezan a deshilacharse""--
","Arquetipo · Realeza, Dinamica · Enemigos a amantes, Dinamica · Prohibido, Dinamica · Proximidad forzada, Genero · Fantasia, Genero · Romance, Paranormal · Vampiros, Subgenero · Fantasia epica, Subgenero · Young adult/Juvenil, Tono · Oscuro, Tono · Picante/Erotico","spa","LRomanceSciFan","Blood and Ash","1.0","spa","","","","Romantasy","95","Fantasía romántica en un reino inventado con una doncella y su guardia prohibidos.","Blood and Ash","1.0"
"From Blood and Ash","Jennifer L. Armentrout","**A Maiden…** Chosen from birth to usher in a new era, Poppy’s life has never been her own. The life of the Maiden is solitary. Never to be touched. Never to be looked upon. Never to be spoken to. Never to experience pleasure. Waiting for the day of her Ascension, she would rather be with the guards, fighting back the evil that took her family, than preparing to be found worthy by the gods. But the choice has never been hers.  **A Duty…** The entire kingdom’s future rests on Poppy’s shoulders, something she’s not even quite sure she wants for herself. Because a Maiden has a heart. And a soul. And longing. And when Hawke, a golden-eyed guard honor bound to ensure her Ascension, enters her life, destiny and duty become tangled with desire and need. He incites her anger, makes her question everything she believes in, and tempts her with the forbidden.  **A Kingdom…** Forsaken by the gods and feared by mortals, a fallen kingdom is rising once more, determined to take back what they believe is theirs through violence and vengeance. And as the shadow of those cursed draws closer, the line between what is forbidden and what is right becomes blurred. Poppy is not only on the verge of losing her heart and being found unworthy by the gods, but also her life when every blood-soaked thread that holds her world together begins to unravel.","Arquetipo · Realeza, Arquetipo · Universitario/New adult, Dinamica · Enemigos a amantes, Dinamica · Prohibido, Dinamica · Proximidad forzada, From Blood and Ash, Genero · Fantasia, Genero · Romance, Paranormal · General, Paranormal · Vampiros, Publico · Adultos (+18), Subgenero · Fantasia epica, Subgenero · Romantasy, Subgenero · Young adult/Juvenil, Tono · Oscuro, Tono · Picante/Erotico","eng","LRomanceSciFan","Blood and Ash","1.0","eng","","","","Romantasy","95","Misma obra en inglés; fantasía romántica en mundo secundario con romance prohibido.","Blood and Ash","1.0"
"Imprisoned Gods","G. Bailey","**Gods can't escape their fate...but they can try to run.** My name is Karma and I'm a goddess. But not a very good one according to, well, *everyone.* Between accidental mishaps on the job, the talking family goat, and a necklace full of dangerous charms...trouble was always going to find me.But I never expected to be locked away in the gods' correction prison for accidentally killing a higher god. Which is literally the only rule gods have. Between the sexy justice god twins who want me locked away and a storm god who holds too many secrets in his dark eyes, prison isn't all that bad. *Until fate catches up with me...and there is nowhere to hide.* **Imprisoned Gods is a full length 80,000+ words Urban Fantasy RH Romance. RH means where there is more than one love interest. Book one of Three. 17+.**","Dinamica · Why choose / Haren inverso, Subgenero · Fantasia urbana, Subgenero · Mitologia, Tono · Morally grey/Antiheroe, Tono · Oscuro, Tono · Picante/Erotico, Tono · Traicion","eng","LRomanceSciFan","Secret Gods Prison","1.0","eng","","","","Paranormal","90","Urban fantasy RH with imprisoned goddess, modern supernatural world.","Gods of Karma","1.0"
"Rabia y perdición","Jennifer L. Armentrout","Una mitad humana, mitad ángel y una gárgola, que además es su protector, deben colaborar con demonios para impedir el apocalipsis al mismo tiempo que evitan enamorarse. 
El Heraldo se avecina… pero ¿quién o qué es? 
Toda la humanidad podría perecer si Trinity y Zayne no consiguen anticiparse a las fuerzas siniestras que se están congregando. Mientras aumentan las tensiones, deben permanecer unidos y patrullar las calles de Washington D. C. por la noche en busca de indicios del Heraldo, un ser que está matando a Guardianes y demonios sin un motivo aparente. Zayne y Trinity deben reprimir sus sentimientos y buscar la ayuda de aliados inusuales: el demonio Roth y sus compinches. Sin embargo, mientras las muertes se acumulan y se desvela un siniestro complot relacionado con el instituto de la zona y que pone en peligro a alguien querido para Zayne, Trin comprende que la están guiando…
","Dinamica · Enemigos a amantes, Dinamica · Prohibido, Dinamica · Protector, Genero · Fantasia, Genero · Romance, Paranormal · Angeles y demonios, Paranormal · General, Subgenero · Fantasia urbana, Subgenero · Young adult/Juvenil, Tono · Oscuro, Tono · Picante/Erotico","spa","LRomanceSciFan","The Harbinger","2.0","spa","","","","Paranormal","100","Continuación de Paranormal romance con ángeles, demonios y gárgolas.","Harbinger","1.0"
"Rage and Ruin","Jennifer L. Armentrout","**Dangerous secrets and forbidden desires lead to shocking consequences…**
Half-angel Trinity and her bonded gargoyle protector, Zayne, have been working with demons to stop the apocalypse while avoiding falling in love. The Harbinger is coming…but who or what is it? All of humankind may fall if Trinity and Zayne can’t win the race against time as dark forces gather. 
As tensions rise, they must stay close together and patrol the DC streets at night, seeking signs of the Harbinger, an entity that is killing Wardens and demons with no seeming rhyme or reason. Forbidden to be with each other, Zayne and Trinity fight their feelings and turn to unusual sources for help—the demon Roth and his cohorts. But as deaths pile up and they uncover a sinister plot involving the local high school and endangering someone dear to Zayne, Trin realizes she is being led…herded…played for some unknown end. As anger builds and feelings spiral out of control, it becomes clear that rage may be the ruin of them all.
","Dinamica · Enemigos a amantes, Dinamica · Prohibido, Genero · Fantasia, Genero · Romance, Paranormal · Angeles y demonios, Paranormal · General, Subgenero · Fantasia urbana, Subgenero · Young adult/Juvenil, Tono · Oscuro, Tono · Picante/Erotico","eng","LRomanceSciFan","The Harbinger","2.0","eng","","","","Paranormal","100","Romance central (Trinity y Zayne) con elementos sobrenaturales (ángeles, demonios, gárgolas) en Tierra actual (DC). Según regla 4b.","Harbinger","1.0"
"Chosen Gods","G. Bailey","**My name is Karma, and I will do anything to save my family and my gods…even from myself.** All the secrets are out, and the world as I know it is changed forever.The higher gods take me as their prisoner, and it’s not just me they take to play games with.My family, my best friend, and my gods are all on the line. I’ve already lost one friend; I won’t lose another. *If I don’t win the games, everyone I love dies.So I will not lose.* My name is Karma Maria Kismet, and I am going to destroy the higher gods.I am going to get justice…no matter what it takes. **Chosen Gods is a full length 75,000+ words Urban Fantasy RH Romance. RH means where there is more than one love interest. Book two of three. 18+.**","Dinamica · Why choose / Haren inverso, Subgenero · Fantasia urbana, Subgenero · Mitologia, Tono · Morally grey/Antiheroe, Tono · Oscuro, Tono · Picante/Erotico, Tono · Traicion","eng","LRomanceSciFan","Secret Gods Prison","2.0","eng","","","","Paranormal","90","Book two of Gods of Karma trilogy, same urban fantasy RH.","Gods of Karma","1.0"
"Witching Moon","Yasmine Galenorn","An Ante-Fae Adventure  When you dance with Death, you have to be willing to roll the bones...  Still shaken from her run-in with the serial killer, Raven turns to a new and unlikely friend. But the Ante-Fae Trinity has dark secrets in his background, and he threatens to destabilize Raven and Kipa's relationship when he leads Raven down a wild, dangerous path. When Trinity encourages Raven to behavior so extreme that even Kipa questions her sanity, will the Wolf Lord and Raven's dearest friends be able to drag her back from the precipice? Or will Raven tumble into an abyss so dark that she may never be able to find her way out again?  Reading Order of the Series:  The Silver Stag    Oak & Thorns    Iron Bones    A Shadow of Crows    The Hallowed Hunt    The Silver Mist    Witching Hour    Witching Bones    A Sacred Magic    The Eternal Return    Sun Broken    Witching Moon","Dinamica · Familia encontrada, Dinamica · Triangulo amoroso, Paranormal · Fae/Feerico, Subgenero · Fantasia urbana, Subgenero · Mitologia, Tono · Oscuro, Tono · Picante/Erotico","eng","LRomanceSciFan","The Wild Hunt","12.0","eng","","","","Paranormal","90","Nueva aventura de Raven con conflicto sobrenatural y romance.","Wild Hunt","1.0"
"The Damned","Renée Ahdieh","Following the events of *The Beautiful* , Sébastien Saint Germain is now cursed and forever changed. The treaty between the Fallen and the Brotherhood has been broken, and war between the immortals seems imminent. The price of loving Celine was costly. But Celine has also paid a high price for loving Bastien. 
Still recovering from injuries sustained during a night she can’t quite remember, her dreams are troubled. And she doesn’t know she has inadvertently set into motion a chain of events that could lead to her demise and unveil a truth about herself she’s not quite ready to learn. 
Forces hiding in the shadows have been patiently waiting for this moment for centuries. And just as Bastien and Celine begin to uncover the danger around them, they learn their love could tear them apart. 
***New York Times bestselling author Renée Ahdieh returns with the second installment of her new sumptuous, sultry and romantic series, The Beautiful.* **
","Ambientacion · Victoriano, Dinamica · Familia encontrada, Dinamica · Prohibido, Genero · Fantasia, Paranormal · Vampiros, Tono · Oscuro","eng","LRomanceSciFan","The Beautiful","2.0","eng","","","","Paranormal","100","Segunda entrega de la misma serie; romance central con vampiros en época victoriana.","The Beautiful","1.0"
"Storm Gods","G. Bailey","**I’m the child of a goddess of karma and a higher god...and I’m destined to destroy the world.** My father is alive, and I’m the key to his plan to bring back magic to the world…and make sure it is shattered at the same time. My only hope is three sexy gods, my family with the talking goat, and the addictive power I have no control over. If anyone needs some good karma, it’s me. Before it’s too late. **Storm Gods is a full-length Urban Fantasy RH Romance. RH means where there is more than one love interest. This is the final book in this series. 18+.**","Dinamica · Why choose / Haren inverso, Subgenero · Fantasia urbana, Subgenero · Mitologia, Tono · Morally grey/Antiheroe, Tono · Oscuro, Tono · Picante/Erotico, Tono · Traicion","eng","LRomanceSciFan","Secret Gods Prison","3.0","eng","","","","Paranormal","90","Final book of Gods of Karma trilogy, same urban fantasy RH.","Gods of Karma","1.0"
"The Queen","Jennifer L. Armentrout","The King must have his Queen....   
Bestowed the forbidden Summer’s Kiss by the King of the Summer fae, Brighton Jussier is no longer just human. What she is, what she will become, no one knows for sure, but that isn’t her biggest concern at the moment. Now Caden, the King, refuses to let her go, even at the cost of his Court. When the doorway to the Otherworld is breached, both Brighton and Caden must do the unthinkable—not just to survive themselves, but also to save mankind from the evil that threatens the world.   
*Every 1001 Dark Nights novella is a standalone story. For new readers, it’s an introduction to an author’s world. And for fans, it’s a bonus book in the author’s series. We hope you'll enjoy each one as much as we do.*
","Arquetipo · Realeza, Dinamica · Enemigos a amantes, Dinamica · Prohibido, Genero · Fantasia, Genero · Romance, Paranormal · Fae/Feerico, Paranormal · General, Subgenero · Fantasia urbana, Subgenero · Young adult/Juvenil, Tono · Picante/Erotico","eng","LRomanceSciFan","A Wicked Trilogy","3.7","eng","","","","Paranormal","90","Brighton se vuelve más que humana; Caden y ella deben salvar el mundo.","Wicked","1.0"
"Vortex Chronicles: The Complete Series","Elise Kova","They should've never met. She's the crown princess. He's a mysterious sorcerer. But the unexpected happens when the world is ending.   
When Crown Princess Vi Solaris finds out she has a rare and deadly power, she must make a choice:   
Her magic or her throne.   
But the choice isn't as simple as it appears, because her magic is the key to saving the world. As her Empire falters from political infighting and a deadly plague, Vi trains in secret under a deadly sorcerer from a distant land. From his pointed ears to enchanting eyes and silver tongue, he's nothing like anyone she's ever met before. Vi knows she should fear him and his shadowed past, but he may just be the only one who really knows what's happening to her.   
Locked together with the fate of a dying world, Vi sets off to uncover the truth of a magic that wasn't made for mortal hands. But the ultimate triumph will require the ultimate sacrifice. Once Vi embarks on her epic journey of adventure, romance, family, and duty, there will be no turning back.   
This complete set contains all five books in the Air Awakens: Vortex Chronicles series:   
Vortex Visions   
Chosen Champion   
Failed Future   
Sovereign Sacrifice   
Crystal Caged
","Dinamica · Prohibido, Dinamica · Slow burn, Paranormal · Magia, Subgenero · Fantasia epica, Tono · Destino/Fatalidad, Tono · Profecia/Elegido","eng","LRomanceSciFan","","1.0","eng","","","","Romantasy","90","Princesa con poder raro, hechicero, romance central en mundo de fantasía épica.","Vortex Chronicles","1.0"
"Emerald Blaze","Ilona Andrews","Hidden Legacy #5
  
As Prime magic users, Catalina Baylor and her sisters have extraordinary powers—powers their ruthless grandmother would love to control. Catalina can earn her family some protection working as deputy to the Warden of Texas, overseeing breaches of magic law in the state, but that has risks as well. When House Baylor is under attack and monsters haunt her every step, Catalina is forced to rely on handsome, dangerous Alessandro Sagredo, the Prime who crushed her heart.   
The nightmare that Alessandro has fought since childhood has come roaring back to life, but now Catalina is under threat. Not even his lifelong quest for revenge will stop him from keeping her safe, even if every battle could be his last. Because Catalina won't rest until she stops the use of the illicit, power-granting serum that's tearing their world apart. 
","Ambientacion · Mundo dentro de otro, Dinamica · Familia encontrada, Dinamica · Grupo variopinto/Ragtag, Dinamica · Segunda oportunidad, Paranormal · Magia, Subgenero · Fantasia urbana, Tono · Morally grey/Antiheroe, Tono · Picante/Erotico","eng","LRomanceSciFan","Hidden Legacy","5.0","eng","","","","Paranormal","100","Quinto libro, romance central entre Catalina y Alessandro en un mundo actual con magia y peligros.","Hidden Legacy","1.0"
"Broken Fae","Caroline Peckham & Susanne Valenti","*There is an alternate cover edition for this ASIN[here](https://www.goodreads.com/book/show/51532446-broken-fae).* Me and my kings have come as close to breaking as I ever could have feared.  Just as we were finding a way to get past our difficulties, the stars have torn us apart. Can I fight against the will of the heavens or does fate have something unforeseen in store for me now?  While we'e reeling from the wheel of fate and trying to find a way to move on with our lives, our enemies are only growing more powerful.  Felix Oscura is haunting Alestria with his bloodthirsy need to steal the power of the clan he was never destined to rule over. And the illusive King is growing closer to their goal of taking control of the entire city and maybe even beyond.  With challenges around every corner and the mysteries behind my brother's death slowly starting to unravel, will I be able to piece everything together and find a way to overcome the will of the stars before it’s too late?","Ambientacion · Academia magica/Dark academia, Dinamica · Why choose / Haren inverso, Paranormal · Fae/Feerico, Paranormal · Lobos/Shifters, Paranormal · Vampiros, Subgenero · Fantasia urbana, Tono · Angst/Drama emocional, Tono · Oscuro, Tono · Picante/Erotico, Tono · Venganza","eng","LRomanceSciFan","Ruthless Boys of the Zodiac","4.0","eng","","","","Romantasy","90","Struggles with fate; romance central; invented world.","Ruthless Boys of the Zodiac","1.0"
