title,authors,tags,series,series_index,comments,languages,#subjects,#info,#libreria,#confianza_ia,#motivo_ia,#serie_ia,#serie_ia_index
"Hal Spacejock: No Free Lunch","Simon Haynes","Genero · Ciencia ficcion, Genero · Fantasia, Genero · Humor","Hal Spacejock","4.0","A cunning rival determined to ruin Hal's business, a trainee peace officer facing a dangerous investigation and a planet with more bugs than a new operating system ... When Hal and Clunk set out to make a fresh start, this wasn't exactly what they had in mind.<BR><BR>Now Hal must choose: take on the rival to save his own business, or help the trainee with her first - and possibly last - investigation.<BR><BR>Whatever he decides, it's <i>No Free Lunch</i> for Hal Spacejock!","eng","","","Ciencia Ficción","95","Ciencia ficción humorística con pilotos espaciales y misterio, sin romance central.","Hal Spacejock","1.0"
"Hal Spacejock: Safe Art","Simon Haynes","Genero · Ciencia ficcion, Genero · Fantasia, Genero · Humor","Hal Spacejock","6.0","A wealthy patron is sponsoring a series of art exhibitions, and Hal Spacejock has been employed to transport valuable pieces from one venue to the next. The only question is which of them will last longest ... Hal or the artworks?","eng","","","Ciencia Ficción","95","Aventura espacial cómica, sin romance central.","Hal Spacejock","1.0"
"Hope and Undead Elvis","Ian Thomas Healy","elvis, Genero · Ciencia ficcion, Genero · Religion/Espiritualidad, graceland, mother mary, savior, Subgenero · Distopia/Apocaliptico, Subgenero · Zombi/No muertos, Tono · Maldicion/Transformacion, virgin pregnancy","","1.0","Before the world ended, Hope was a down-and-out virgin stripper. Now she's pregnant with a baby prophesied to be the world's salvation. She is joined by Undead Elvis, who promises her that Graceland remains intact even though the rest of the world has become sand and ash. As Graceland is the only safe place left, Hope must undertake the perilous journey across a broken, unfamiliar landscape to reach it.  

Along the way, she encounters cannibals, religious zealots, desperate con-men, and horrifying blackbirds that are the harbingers of death. All are ready to kill her to get at her miracle child. Although she finds precious few allies and friends on her path, the black moments never seem to stop and she struggles with uncertainty and loneliness. Somehow, she must find the resolve she needs in order to birth her child and ultimately heal the world that seems far beyond redemption.
","eng","","","Fantasía","70","Mundo postapocalíptico con profecías y un Elvis zombi, elemento mágico presente; romance no central.","",""
"Hot Zone","Sandy Holden","Ambientacion · Victoriano, biological weapons, Genero · Ciencia ficcion, Genero · Romance, Subgenero · Distopia/Apocaliptico, Subgenero · Superpoderes, Tono · Angst/Drama emocional","","1.0","Madde and her friends live ordinary lives in Catfish Lake, Minnesota, until a biological weapon is unleashed upon the Upper Midwest. The devastating impact and the nightmarish aftermath send people crazy. All around Madde are the homicidal, suicidal remnants of society. Together with a small band of unaffected survivors she must fight for her life.  As they struggle with this new reality, Madde sees those around her gaining ‘gifts’ like mind reading, silver-tongued charm, extreme intelligence, and many exotic mutations. She too develops her own powers, but is just beginning to understand them.  As Madde struggles to help her town pull back from the brink strange men arrive from Gabriel, a man who wants to control the entire Hot Zone. Anyone who meets Gabriel loves him, with the exception of Madde, who strains herself to resist.  Now Madde must walk a fine line since Gabriel could make her as obedient as the rest if he tried. She has her own power over him, and each must be careful not to influence the other to the point that it is impossible to recover.  As the Midwest is cut off from the rest of the U.S., Madde and her friends must cope with the breakdown of society and find ways to protect themselves. In addition, Madde is drawn to two different men, each of whom have a piece of her heart.  As Madde navigates the dangerous path, always knowing that this day may be her last, will she find love or death ahead?  *** About The Author ***  Sandy was born and raised in Iowa, moved all over Minnesota and has finally put down roots in Texas. She attended the University of Northern Iowa, the University of Minnesota, and St. Mary’s University in Winona, Minnesota. She has four outstanding boys and a cat and dog. She has been writing since she was fourteen.  *** Exclusive Excerpts ***  That last one rocked me back, I don’t mind telling you. Because secretly, I thought I was probably frigid too. I thought I had been adequately faking it, however, and so I was surprised he would say that. I mean don’t get me wrong, I thought sex was fine, just not all that great. It felt good, but that was it. And no one knew this, or at least I thought no one knew this. Apparently Eddy suspected. There goes my Oscar for Best Actress in a Supporting Role. You’d think that I would have told Meri or Phil, but I’d known them for so long that I just couldn’t bring it up somehow. They knew that Eddy and I had “jumped the hurdle” so to speak, but they had immediately assumed it was wonderful and left it at that. I just didn’t really know how to tell them it was frankly a little boring. I guess I didn’t like to admit it to myself.  Anyway, it was just one of Eddy’s complaints, and I’d only seen him once during the week, when it used to be that we’d be together everyday. I wasn’t as upset as I thought I should be (see? frigid!) but was relatively practical about it. I was young—if he walked, I’d probably find someone else eventually.   I was thinking these thoughts when I realized the announcer on the TV (I’d switched to Headline News) was looking alert and almost, well, scared. I mentally tuned back to what she was saying.  “ . . . is saying the United States had no reason to attack China in this manner.”  The announcer cleared her throat as video replaced her. I felt my jaw slacken as I saw people holding cloths over their mouths and noses as they ran about, and on the ground there were bodies of people. These people looked as if they had just dropped suddenly and become unconscious—or were they dead?  The announcer continued. “I am told CNN has obtained confirmation that the attack was physically from Saudi Arabia, but that it was planned and executed by the United States.” The announcer sounded as shocked as I felt.","eng","","","Ciencia Ficción","80","Ciencia ficción postapocalíptica con mutaciones por arma biológica.","",""
"Hot Zone","Sandy Holden","Ambientacion · Victoriano, biological weapons, Genero · Ciencia ficcion, Genero · Romance, Subgenero · Distopia/Apocaliptico, Subgenero · Superpoderes, Tono · Angst/Drama emocional","","1.0","Madde and her friends live ordinary lives in Catfish Lake, Minnesota, until a biological weapon is unleashed upon the Upper Midwest. The devastating impact and the nightmarish aftermath send people crazy. All around Madde are the homicidal, suicidal remnants of society. Together with a small band of unaffected survivors she must fight for her life.  As they struggle with this new reality, Madde sees those around her gaining ‘gifts’ like mind reading, silver-tongued charm, extreme intelligence, and many exotic mutations. She too develops her own powers, but is just beginning to understand them.  As Madde struggles to help her town pull back from the brink strange men arrive from Gabriel, a man who wants to control the entire Hot Zone. Anyone who meets Gabriel loves him, with the exception of Madde, who strains herself to resist.  Now Madde must walk a fine line since Gabriel could make her as obedient as the rest if he tried. She has her own power over him, and each must be careful not to influence the other to the point that it is impossible to recover.  As the Midwest is cut off from the rest of the U.S., Madde and her friends must cope with the breakdown of society and find ways to protect themselves. In addition, Madde is drawn to two different men, each of whom have a piece of her heart.  As Madde navigates the dangerous path, always knowing that this day may be her last, will she find love or death ahead?  *** About The Author ***  Sandy was born and raised in Iowa, moved all over Minnesota and has finally put down roots in Texas. She attended the University of Northern Iowa, the University of Minnesota, and St. Mary’s University in Winona, Minnesota. She has four outstanding boys and a cat and dog. She has been writing since she was fourteen.  *** Exclusive Excerpts ***  That last one rocked me back, I don’t mind telling you. Because secretly, I thought I was probably frigid too. I thought I had been adequately faking it, however, and so I was surprised he would say that. I mean don’t get me wrong, I thought sex was fine, just not all that great. It felt good, but that was it. And no one knew this, or at least I thought no one knew this. Apparently Eddy suspected. There goes my Oscar for Best Actress in a Supporting Role. You’d think that I would have told Meri or Phil, but I’d known them for so long that I just couldn’t bring it up somehow. They knew that Eddy and I had “jumped the hurdle” so to speak, but they had immediately assumed it was wonderful and left it at that. I just didn’t really know how to tell them it was frankly a little boring. I guess I didn’t like to admit it to myself.  Anyway, it was just one of Eddy’s complaints, and I’d only seen him once during the week, when it used to be that we’d be together everyday. I wasn’t as upset as I thought I should be (see? frigid!) but was relatively practical about it. I was young—if he walked, I’d probably find someone else eventually.   I was thinking these thoughts when I realized the announcer on the TV (I’d switched to Headline News) was looking alert and almost, well, scared. I mentally tuned back to what she was saying.  “ . . . is saying the United States had no reason to attack China in this manner.”  The announcer cleared her throat as video replaced her. I felt my jaw slacken as I saw people holding cloths over their mouths and noses as they ran about, and on the ground there were bodies of people. These people looked as if they had just dropped suddenly and become unconscious—or were they dead?  The announcer continued. “I am told CNN has obtained confirmation that the attack was physically from Saudi Arabia, but that it was planned and executed by the United States.” The announcer sounded as shocked as I felt.","eng","","","Ciencia Ficción","80","Ciencia ficción postapocalíptica con mutaciones por arma biológica.","",""
"Day of Reckoning: A Post-Apocalyptic Novel","G. Michael Hopf","Arquetipo · Vaquero/Western, Genero · Ciencia ficcion, Subgenero · Distopia/Apocaliptico, Subgenero · Zombi/No muertos","Day of Reckoning","1.0","**""Another hit by USA Today Bestselling author, G. Michael Hopf! Imagine 9/11 meets 28 Days Later.""** When a platoon of Marines storms a remote compound, they are met with a terror they never imagined. Hidden within a clandestine research facility off the coast of East Africa, a radical fringe terrorist group has been developing a weapon that threatens to unravel the fabric of civilization. The Marines must now engage in a perilous mission to locate the source of this looming danger before it's unleashed, putting the entire world on the brink of chaos and potential annihilation.","eng","","","Ciencia Ficción","100","Military post-apocalyptic thriller with bioweapon, no romance.","",""
"Day of Reckoning: A Post-Apocalyptic Novel","G. Michael Hopf","Arquetipo · Vaquero/Western, Genero · Ciencia ficcion, Subgenero · Distopia/Apocaliptico, Subgenero · Zombi/No muertos","","1.0","**""Another hit by USA Today Bestselling author, G. Michael Hopf! Imagine 9/11 meets 28 Days Later.""** When a platoon of Marines storms a remote compound, they are met with a terror they never imagined. Hidden within a clandestine research facility off the coast of East Africa, a radical fringe terrorist group has been developing a weapon that threatens to unravel the fabric of civilization. The Marines must now engage in a perilous mission to locate the source of this looming danger before it's unleashed, putting the entire world on the brink of chaos and potential annihilation.","eng","","","Ciencia Ficción","100","Military post-apocalyptic thriller with bioweapon, no romance.","",""
"Imperium Descent: Volume II","Christopher Hopper","Genero · Ciencia ficcion, Genero · Fantasia","Imperium Descent","2.0","**Everything Hale wanted was at his finger tips.** **He just needed to get off the planet.** **But would she let him?** Just when Pelegrin Hale had enough money to buy his way back into the Stratus, Princess Pend'Orelia sends her lerrick to ask Hale for a favor. What could go wrong?  Meanwhile, Orelia decides to set off on a harrowing mission that will put her deep into enemy territory. Can she keep her identity a secret and still convince the Senate to re-write its laws?  **Hale and Orelia are about to face their most cunning adversaries yet as they both embark on dangerous errands so save excreants from Imperium judgment.** From the mind of bestselling and award-winning author Christopher Hopper comes the next installment of the space opera series readers are calling “Majestic!” Immerse yourself in the characters, intrigue, and action of Imperium Descent. Read Volume 2 today!  **“Hopper is Zahn, Herbert, and Sanderson all in one. Majestic!”**   —Mike Kim   *USA Today and New York Times bestselling author*","eng","","","Ciencia Ficción","95","Space opera con conflicto galáctico, sin romance central evidente.","Imperium Descent","1.0"
"El constructor de árboles","Chris Howard","Genero · Ciencia ficcion, Subgenero · Distopia/Apocaliptico","Rootless","1.0","Banyan es un constructor de árboles. Los fabrica, usando chatarra y trastos viejos, para los ricos que buscan un alivio al desolado paisaje. En realidad Banyan nunca ha visto un árbol de verdad, porque todos desaparecieron hace más de un siglo, pero recuerda las historias que su padre le contaba sobre el Viejo Mundo. Aunque eso fue antes de que su padre también desapareciera... 
Todo cambia cuando conoce a una mujer con un extraño tatuaje y decide iniciar un viaje en busca del paradero de los últimos árboles. Mientras intenta escapar de los peligros que acechan en las Tierras Yermas, Banyan descubrirá la verdad acerca de su familia, su pasado, y lo que algunas personas son capaces de hacer para recuperar los árboles.
","spa","","","Ciencia Ficción","90","Futuro donde los árboles han desaparecido, construcción artificial, sin romance central.","",""
"Battle at Chaser's Rock: A First Solar War Story","Fred Hughes","Genero · Ciencia ficcion, Genero · Fantasia","","1.0","**From the Amazon Best-Selling Author of the Prince of Britannia Series, Fred Hughes** Before she became the leader of the Cripple Squadron, Vicki Buckner was a newb pilot fighting in the asteroid belt. Chinese-sponsored pirates have begun intercepting hydrogen tankers from Saturn, cutting off the precious fuel the US and its Western allies need. The space carrier *Midway* arrives on the scene to suppress the pirates, and in what historians would call the 1st battle of the First Solar War, Vicki fights for her life. Read how she becomes the first space ace and wins the Space Cross. The pirates never stood a chance.","eng","","","Ciencia Ficción","95","Military space opera with asteroid belt battles.","",""
"Prince Imperator","Fred Hughes","Genero · Ciencia ficcion, Paranormal · Vampiros","Prince of Britannia Saga","9.0","Hazard had promised his mother that he would return and accept the crown. He just needed one last trip to the front to re-organize the Sol Fleet, then he would return home to rule. When he arrived, though, he found himself in the middle of a battle.  The fleet and empire no longer needed him at the front as a warrior; instead, they needed a diplomat. If Earth was to survive, Hazard would need to deal with a host of new alien races, and as emperor, only Hazard could do that. But, of course, he’d do it with a powerful fleet at his back.  There can only be one possible path to peace in this region of space, though. Hazard would need to confront the Zenkarr, the area’s dominant race. Nicknamed the teddy bears by the fleet, there was only one way to deal with them—head on and carrying a big stick. It was diplomacy Hazard could get behind, but will he be able to create a lasting peace, or are the teddy bears not quite as nice as they seem?","eng","","","Ciencia Ficción","90","Space opera with diplomacy and fleet.","Prince of Britannia","1.0"
"A Crack in the Sky","Mark Peter Hughes","Genero · Ciencia ficcion, Subgenero · Aventura/Quest, Subgenero · Distopia/Apocaliptico, Subgenero · Supervivencia, Subgenero · Young adult/Juvenil","","1.0","<h3>From School Library Journal</h3><p>Gr 6-10–In this first installment of a planned series, 13-year-old Eli lives in a postapocalyptic domed city run by InfiniCorp. The world has been suffering from global warming, but the corporation insists there is no reason to worry. It uses the power of the CloudNet to distract its citizens from signs that all is not as it should be. Because Eli is one of the few who can resist the CloudNet's power, he is accused of being a “Fogger” (those who are accused of anti-InfiniCorp sentiments) and is sent to a reeducation facility where he is imprisoned and forced to work assembling T-shirts. He meets Tabitha, who is the only other slave who can fight the power of the CloudNet. Together they plot to escape. Taut pacing and interesting characters are offset by flawed world building. A map does add visual clarification to settings that aren't fully fleshed out in the text (though, oddly, the location of the re-education facility is not indicated). Eli's microchip-implanted pet mongoose functions as a deus ex machina, another symptom of sloppy world building. While this is a decent example of dystopian literature, it is not likely to win over those who aren't already enthusiastic readers of the genre.<em>Kristin Anderson, Columbus Metropolitan Library System, OH</em><br />© Copyright 2010. Library Journals LLC, a wholly owned subsidiary of Media Source, Inc. No redistribution permitted. </p><h3>From Booklist</h3><p>Hughes’ ecocrisis dystopia follows a familiar formula yet marks the beginning of a thought-provoking series. Thirteen-year-old Eli is expected to secure an important position in the family’s company, InfiniCorp, which created dome-cities to protect humanity from the ecological disasters Outside. When he notices worrisome problems with the artificial sky and weather, his concerns are dismissed. Unable to simply toe the company line, Eli meets the Friends of Gustavo, who claim they know the truth about the Final Days, and ends up marked as a terrorist. When he is sent to be reeducated, he meets Tabitha, another Friend, and with her and his telepathic pet mongoose, Eli intends to escape and bring change. Hughes takes on digital realities, mind control, corporate conspiracies, climate change, religious mania, and evil family members in this action-packed adventure. Although Eli doesn’t spur the plot forward so much as react as it happens, readers will relate as he ends up in trouble just by being inquisitive and observant. The author’s note includes a reading list and intelligent examples of how real science informed the story. Grades 6-10. --Krista Hutley </p>","eng","","","Ciencia Ficción","90","Distopía juvenil en cúpula; trama de rebelión, sin romance central.","",""
"Europe in Winter","Dave Hutchinson","Genero · Ciencia ficcion, Genero · Fantasia, Tono · Picante/Erotico","The Fractured Europe Sequence","3.0","A fractured Europe. A parallel world. A global threat. 
Union has come. The Community is now the largest nation in Europe; trains run there from as far afield as London and Prague. It is an era of unprecedented peace and prosperity. 
So what is the reason for a huge terrorist outrage? Why do the Community and Europe meet in secret, exchanging hostages? And who are Les Coureurs des Bois? 
Along with a motley crew of strays and mafiosi and sleeper agents, Rudi sets out to answer these questions - only to discover the truth lies both closer to home and farther away than anyone could possibly imagine. 
Author bio: Dave Hutchinson was born in Sheffield in 1960. After reading American studies at the University of Nottingham, he became a journalist. He's the author of five collections of short stories and two novels, and his novella *The Push* was shortlisted for the 2010 BSFA Award for short fiction. He has also edited two anthologies and coedited a third. His short story ""The Incredible Exploding Man"" featured in the first Solaris Rising anthology and was selected for the Year's Best Science Fiction collection. He lives in North London with his wife and several cats.
","eng","","","Ciencia Ficción","90","Thriller de espías en Europa alterna y paralela, sin romance central. Speculative fiction con base tecnológica. Regla 3.","Fractured Europe","1.0"
"Nomads","Dave Hutchinson","Genero · Ciencia ficcion, Genero · Fantasia","NewCon Press Novellas Set 5","1.0","Award-winning author Dave Hutchinson delivers one of his finest tales yet. A story that starts out firmly in the mundane world we know but slides steadily into the bizarre and unsettling. Are there really refugees from ‘elsewhere’ living among us? If so, what cataclysmic event are they fleeing from? When a high speed car chase leads Police Sergeant Frank Grant to Dronfield Farm, he finds himself the focus of unwanted attention from Internal Affairs and is faced with the prospect of things being unearthed that he would far rather stayed buried. One of four independent novellas by four different authors that form NewCon Novella Set 5: The Alien Among Us","eng","","","Ciencia Ficción","90","Refugiados alienigenas en Tierra contemporanea; misterio policiaco con giro especulativo.","",""
"The Return of the Incredible Exploding Man","Dave Hutchinson","Genero · Ciencia ficcion, Genero · Fantasia, Genero · Misterio/Thriller, Publico · Adultos (+18)","","1.0","When Alex Dolan is hired by multibillionaire Stanislaw Clayton to write a book about the Sioux Crossing Supercollider, it seems like a dream job. Then something goes wrong at the site. Very wrong. After the incident, Dolan finds himself changed, and the only one who can stop the disaster from destroying us all.","eng","","","Ciencia Ficción","95","Ciencia ficción sobre un incidente en un supercolisionador.","",""
"World Killer","Barry J. Hutchison","Genero · Ciencia ficcion, Genero · Fantasia","","1.0","**Aged six, he went missing for two weeks. Ten years later, he's finally going to find out why.** Ever since he staggered out of the darkness into a crowd of police and press reporters, Daryl Elliot has been afraid of something he has absolutely no memory of.  Afraid of whatever happened to him in those two missing weeks.  Now sixteen, Daryl has grown up a loner, with few friends, fewer ambitions, and a burning desire to go unnoticed by the rest of the world.  All that changes, however, when he begins to manifest telekinetic powers during gym class. Daryl begins to uncover the secrets of his lost two weeks, and just how far from average he truly is.  A threat is coming. The biggest threat the Earth has ever faced. Galactic warlord, the World Killer, is bringing his death-planet to our solar system, intending to strip our world bare.  And Daryl is one of just three people with the power to stop it.  With days to go before the attack, Daryl must learn to work with two super-powered strangers, master his own abilities, and prepare himself to lead the others into battle.  But, with a shady government agent hunting them down, a mentor with little regard for human life, and the world's most famous (and arrogant) teenager rounding out the team, it won't just take hard work to get them ready for war.  It'll take a miracle.  **World Killer is a standalone young adult science fiction adventure from Barry J. Hutchison, author of the internationally bestselling *Space Team* series.**","eng","","","Ciencia Ficción","85","Joven con poderes telequinéticos enfrenta amenaza galáctica.","",""
"Allegiance in Exile","David R. George III","Genero · Ciencia ficcion, Paranormal · Lobos/Shifters, Subgenero · Aventura/Quest","Star Trek: The Original Series","146.0","A beautiful green world, rich in fertile soil and temperate climate . . . a textbook Class-M planet that should be teeming with life. Scans show no life-signs, but there are refined metals, including those associated with a space-faring race . . . and a lone city. But where are all of the inhabitants? Captain James T. Kirk leads a landing party from the *U.S.S. Enterprise* , hoping to get some answers. 
The away team discovers a city in ruins, covered by dust, utterly bereft of life. Tricorder readings indicate that this is no ancient metropolis—it has been deserted only for a year. And just beyond the citadel lies what appears to be an ancient spaceport . . . a graveyard of ships that have clearly been sabotaged. 
With these ruins too far from either the Klingon or the Romulan Empires, the *Enterprise* crew can only wonder: Who could have done this? And could this unnamed threat now pose an imminent danger to the Federation?
","eng","","","Ciencia Ficción","95","Novela de Star Trek; exploración y misterio en el espacio, sin romance central.","Star Trek","1.0"
"los espadachines de varnis","Clive Jackson","Genero · Ciencia ficcion, Genero · Fantasia","","1.0","","spa","","","","20","Sin sinopsis, solo título que suena a fantasía pero no confirmable.","",""
"Partly Assembled: Reassembly Omnibus Books 1–3","C. P. James","Genero · Ciencia ficcion, Paranormal · Brujas/Magos","","1.0","Captain Geddy Starheart and his ragtag salvage crew embark on a quest to find a missing starship. A series of madcap adventures draw them closer to a secret alien conspiracy bigger than anyone can imagine. Can they expose the truth before it's too late?   
Somewhere out there in the endless vacuum of space, beings as old as time itself are plotting to end all life in the universe. Meanwhile, Geddy and the crew of the salvage ship *For Sale Make Offer* are still trying to figure out which button does what.   
What begins as a simple mystery soon unfolds into a cosmos-spanning mission to reassemble a shattered interplanetary alliance. Along the way, the crew meets some of the galaxy's worst people and most inhospitable worlds — including a side trip to Old Earth.   
*Reassembly Omnibus Books 1–3 includes full versions*  
**Rocket Repo*   
*Trawler Trash *   
*Ship Show* *   
Fans of Harry Harrison, Douglas Adams, and classic sci-fi will love this thrilling, funny, fast-paced series from the fertile mind of C.P. James. Own the first three books for one great price!   
**** This series contains a relative handful of curse words and occasionally crude humor or innuendo. If you find these things offensive, this may not be the series for you.**
","eng","","","Ciencia Ficción","95","Cómic space opera sobre una tripulación de salvamento en el espacio, sin romance.","Reassembly","1.0"
"Unleashed","Joshua James Jordan","Genero · Ciencia ficcion, Genero · Fantasia","The Confederation Sequence","2.0","With the world's oceans rising, society drains magical energy from high schoolers to create walls that hold back the looming seas. Jake dreams of being a high-flying, energy-blasting defender of the planet, but a restrictive collar hinders his abilities. His world transforms when he's thrust into an interplanetary conflict, forcing Jake to unravel the truth while navigating battles against friends, enemies, and his most formidable himself.
","eng","","","Fantasía","85","Mundo con magia extraída de jóvenes y conflicto interplanetario.","",""
"Stonefish","Scott R. Jones","Genero · Ciencia ficcion, Genero · Terror, Paranormal · Lobos/Shifters, Paranormal · Vampiros, Tono · Picante/Erotico","","1.0","A missing tech mogul...  
...a jaded reporter...  
...a damaged AI returned from a horrifying reality...  
...and something lurking in the woods.
When journalist Den Secord is tasked with locating enigmatic tech guru Gregor Makarios, he soon finds his understanding of reality under threat. At the edge of the world, surrounded by primeval forests, in the paradisiacal environs of Gregor's hi-tech hermitage, Den learns of the true nature of our Universe.
This is the way the world ends.
Heart of Darkness meets The Magus meets bleeding-edge psychedelic gnosticism in Stonefish, the debut novel from Scott R. Jones (When Stars Are Right, Shout Kill Revel Repeat).
","eng","","","Misterio·Thriller·Terror","95","Thriller psicológico y terror cósmico con IA dañada y periodista, sin romance central.","",""
"Alien Intrigue","S. H. Jucha","Genero · Ciencia ficcion, Genero · Fantasia","Gate Ghosts","6.0","The Imperium executors are incensed. They thought to expel the empire’s invaders in a massive onslaught of powerful battleship fleets, the peacekeepers, but the attack failed miserably. Blame is tossed among the assembly. The primary antagonist of the presiding executor, Dakargk, sees an opportunity to oust the leader, Rebtar, in the upcoming election.  Thanks to the conclave, the Helgart dissidents are free. Except, they’re still confined to the warrens of Helgart, a lifeless planet. The joy of liberation fades, to be replaced by the unbearable realization that they will never see their home worlds again.  A dissident leader, Kelter, succumbs to depression, and the protectors find that unacceptable. Kelter, a Gorder, is trapped in the warrens’ limited spaces. There’s no place for him to spread his giant wings, much less soar high into the sky.  The SADE, Z, extracts Kelter from the warrens and transports him to Omnia to regain his strength. He intends to deliver Kelter to Jumanus. The conclave fleet waits in this system, where the Radag warriors, the Imperium’s dreaded mercenaries, were defeated.  Tocknicka, the commander of Outpost Union located at Helgart, sees the need to continue what Z has started. He decides to insert a second dissident, Baltart, into his home world, Vokslem. Unfortunately, Imperium Executor Dakargk perceives the possibility of a third system succumbing to the conclave. He plans a trap, which Tocknicka’s team encounters.","eng","","","Ciencia Ficción","90","Space opera política, sin romance.","",""
"Dual Domains","S. H. Jucha","Genero · Ciencia ficcion, Genero · Fantasia","Gate Ghosts","5.0","The Queller race has lived for millennia in isolation. However, a secret kept by the Queller senior elder and a few associates drives the elder to make contact with another race. Little do the Quellers know that they send a QASAP ship, an autonomous search ship, to engage the conclave.  Not detecting an aggressive society, Julien chooses to accept the autonomous ship’s invitation, and a small fleet commanded by Commodore Tocknicka follows the QASAP’s star map to the Queller home world.  The senior elder’s secret proves to be imagery of a fleet of alien ships, which have destroyed a QASAP ship. Julien identifies the fleet. The ships belong to the Krackus. The Imperium Empire has expanded to the extent that its patrol fleets encroach on Queller space.  Meanwhile, Admiral Cordelia, Julien’s partner, faces challenges of her own. The Krackus fleet was ousted from Helgart, and Cordelia must decide whether the human worlds can best be protected by permanently occupying the Helgart system.  If Cordelia chooses to take on the risky task of gaining a foothold in Krackus space, she must wait for the arrival of support fleets from other outposts.  On Imperium, the leaders are incensed about their fleet’s expulsion from Helgart. In the history of the empire, the Krackus have never lost an encounter with another race, and the leaders plot revenge on the alien interlopers.","eng","","","Ciencia Ficción","95","Space opera with alien races and interstellar politics.","",""
"Race Rivalry","S. H. Jucha","Genero · Ciencia ficcion, Genero · Fantasia","Gate Ghosts","3.0","The sisters’ leader, Miriamal, and three mining chairpersons investigate an unexplored wormhole for possible economic expansion. Aboard the Dominance, they exit the wormhole and are stunned to find the nearby system inhabited. More troubling, technologically advanced warships hold station above the system’s exoplanet.  SADEs witness the hasty return of the Dominance and the cessation of messages between Miriamal and Lisa Dyehouse, the leader of the three chairpersons. Cremsylon communicates the odd events to Julien in the Thartath system. In turn, Julien dispatches a scout ship to traverse the wormhole and identify the reason for the relationship’s truncation.  In the Thartath system, Julien wrestles with how to rehabilitate the sisters, members of the notorious militarist sect. Captain Nira Racine presents him a novel idea. She borrows a concept from Cremsylon, who shares the musings of Ceda, a human clone. Ceda tells the SADE that sisters are like clones, and their reintegration requires their creators — humans.  On Naiad, Samuel’s situation grows dire. His code is stretched thin between a vault site belonging to X-Ore’s Chairperson Jason Lazama and the comtech department. The comtech director is suspicious of SADE code left within her systems, and, when the elections are complete, she vows to sweep the systems clean and then reboot every digital device.  The Truth Matters partners race against time to save Samuel, their digital friend, and they’re not above leveraging an unreliable criminal hacker to aid in their plot.","eng","","","Ciencia Ficción","95","Space opera with AI, clones, and interstellar conflict.","",""
"Vortex Incursion","S. H. Jucha","Genero · Ciencia ficcion, Genero · Fantasia","Gate Ghosts","4.0","Human descendants of the Earth colony ship, Destiny, face incursion into their area of space by a powerful race. The Imperium Empire, which is ruled by the Krackus, is one wormhole away from the humans, and a rim mining planet, Kilmer, would be the alien race’s first contact.  Fear rules the company leader. The Krackus represent danger. They sail powerful battleships. As well, the Naiad Council reels from the news that an alien race abuts their space. For centuries, humans in the Axis Crossing region thought they were alone.  In the Thartath system, Julien directs more outpost fleet ships to support the Naiads. The fleet is intent on turning back any incursion by the Krackus through the wormhole.  Julien and Cordelia continue to deal with the Thartath sisters. Fleet members discover a means of deterring the second-gen sisters from their paths to dominate biological races. Already, it serves to help one human mining planet in Axis Crossing.  On Naiad, Samuel, a digital entity brought to sentience, chooses to occupy his time as an entrepreneur. He offers his services to research teams who purchase time on the powerful Densing Array.  During Samuel’s work, he discovers a data glitch in the array’s recording, which he investigates. His requests for comparative data to verify his findings are met with resistance. Undeterred, he sends a message to Cremsylon: “There might be another race beyond a nearby Naiad anomaly.”","eng","","","Ciencia Ficción","90","Space opera bélica, sin romance.","",""
"Forgotten Colony: Sandweaver: The Thrilling 2nd Book of the Mysteriously Magical Distant World Series","Rodzil LaBraun","Genero · Ciencia ficcion, Paranormal · Brujas/Magos","","1.0","**Sandweaver is the sequel to the twistingly enjoyable Tau Ceti, first installment of the Forgotten Colony series.** Readers receive some much awaited answers to questions raised in book 1. Yet as the drama grows, so does the grand mystery of the abandoned world.Tau Ceti 4 does not want to be reclaimed. The planet itself rebels against another proposed intrusion by human colonists. Mission security officer Kenzo Jaxson is now in survival mode. He must rely on his new friend theyoung desert witch Ciassi, to find the answers that may enable him to return to the solar system.Old friend turned enemy, Camari Sho has her own plans for our hero and his new love. Running for their lives, and still very much confused about the strange world around them, Kenzo and his former crewmate Haisley begin to make plans for their future.","eng","","","Fantasía","70","Mundo colonial con magia (bruja del desierto), ciencia ficción pero magia central.","Forgotten Colony","1.0"
"Six Wakes","Mur Lafferty","Ambientacion · Espacial/Space opera, Genero · Ciencia ficcion, Genero · Misterio/Thriller, Subgenero · Aventura/Quest, Subgenero · Biotecnologia/Genetica, Technological","","1.0","In this Hugo nominated science fiction thriller by Mur Lafferty, a crew of clones awakens aboard a space ship to find they're being hunted-and any one of them could be the killer. 
Maria Arena awakens in a cloning vat streaked with drying blood. She has no memory of how she died. This is new; before, when she had awakened as a new clone, her first memory was of how she died. 
Maria's vat is one of seven, each one holding the clone of a crew member of the starship Dormire, each clone waiting for its previous incarnation to die so it can awaken. And Maria isn't the only one to die recently. . .Unlock the bold new science fiction thriller that Corey Doctorow calls Mur's ""breakout book"".
","eng","","","Ciencia Ficción","95","Thriller de ciencia ficción con clones y asesinato a bordo de una nave.","",""
